Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"3,013",Assam State Road Board Maintenance (Road) Fund,Guwahati,No,"CE, PWD(Bldg) (Health and Education) Assam, Ghy-3","O/O The CE, PWD (Bldg), Assam, Chandmari, Ghy-3",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,CE/TB-III/83/2021/17 Dtd 27th January 2022,2022_PWBNH_24137_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,99,440",Yes,percentage,2.0%,Concerned Executive Engineer,PWBNH,28-Jan-2022 06:55 PM,02-Feb-2022 02:30 PM,28-Jan-2022 06:55 PM,02-Feb-2022 02:00 PM,NA ,NA ,28-Jan-2022 06:55 PM,02-Feb-2022 02:00 PM,04-Feb-2022 10:35 AM,1.0,Fee/PreQual/Technical,.pdf,DOCUMENT OST,1.0,BC - Bankers Cheque,"GMCH/ PICU-40 Establishment of Paediatric centre unit (ii) 10 Bedded/ 30 Bedded ICU at GMCH (at 3rd Floor Emergency Block), Guwahati, Assam (Under ECRP-II)","GMCH/ PICU-40 Establishment of Paediatric centre unit (ii) 10 Bedded/ 30 Bedded ICU at GMCH (at 3rd Floor Emergency Block), Guwahati, Assam (Under ECRP-II)",Please refer Tender documents. ,NA ,"99,72,000",Civil Works - Building,NA ,Tender,180.0,30.0,Guwahati,781032.0,"O/O The CE, PWD (Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD (Bldg), Assam, Chandmari, Ghy-3 ",29-Jan-2022 11:00 AM ,"O/O The CE, PWD (Bldg), Assam, Chandmari, Ghy-3",No ,No,AOC,CE PWD (Bldg),Internal,,Mridul Talukdar,04-Feb-2022 10:32 AM,04-Feb-2022 10:35 AM,techsummary_37081.pdf (199.12 KB),1.0,131156.0,Shree Gautam Construction Co Ltd,INR,"10,548,627",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2022_PWBNH_24137_9,CE/TB-III/83/2021/17 Dtd 27th January 2022,"GMCH/ PICU-40 Establishment of Paediatric centre unit (ii) 10 Bedded/ 30 Bedded ICU at GMCH (at 3rd Floor Emergency Block), Guwahati, Assam (Under ECRP-II)",Finance,Summary,Chandana Basumatary,04-Feb-2022 11:49 AM,finance_37081.pdf,BOQ Comparative Chart,Technical,Summary,Mridul Talukdar,02-Feb-2022 03:32 PM,technical_37081.pdf,1.0,131944.0,M/S B.N.Garodia Construction & Engineering Pvt.Ltd.,01-Feb-2022 05:23 PM,Rejected-AOC,L2,03-Dec-2025 12:12 PM,CE PWD(Bldg),Internal,,Chandana Basumatary,03-Dec-2025 12:11 PM,finsummary_37081.pdf (507.47 KB),03-Dec-2025,"INR 10,548,627",30.0,Chandana Basumatary,03-Dec-2025 12:12 PM,WOGMCHPICU40.pdf (507.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BID SECURITY,2.0,DD - Demand Draft,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,131156.0,Shree Gautam Construction Co Ltd,02-Feb-2022 09:39 AM,Accepted-AOC,Work Order Issued,03-Dec-2025 12:12 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
