Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
08-Dec-2025,"INR 3,565,219.5",270.0,Kishore Dutta,08-Dec-2025 01:52 PM,FWOHowly.pdf (198.00 KB),Issue of Notice to Proceed with the work,Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT,2025_DOT_45136_1,ATDC/CS/673/2025/537 dt. 11.06.2025,"Development of Howly Smashan, Howly, Barpeta",Prabhash Ch. Sarma,Internal,"R.L. Das, Tina Mitra",SANJIB KUMAR DUTTA,16-Sep-2025 03:00 PM,18-Sep-2025 12:05 PM,techsummary_71481.pdf (182.89 KB),1.0,271259.0,Uttam Karmakar,INR,"3,565,219.5",Technical,Report of Technical Evaluation Committee,SANJIB KUMAR DUTTA,16-Sep-2025 02:21 PM,technical_71481.pdf,Bhaskar Jyoti Baruah,Internal,"Kishor Dutta, Kushal Sarma",Kishore Dutta,08-Dec-2025 01:45 PM,finsummary_71481.pdf (176.37 KB),Finance,Comparative Statement,Kishore Dutta,08-Dec-2025 01:42 PM,finance_71481.pdf,BOQ Comparative Chart,1.0,271337.0,MS TRIRANV ASSOCIATES,06-Jul-2025 11:06 AM,Rejected-AOC,"After adding both technical and financial marks, bidder secured second position.",08-Dec-2025 01:52 PM,AOC,1.0,Corrigendum cum Extension Notice,Date,,1.0,Fee/PreQual/Technical,.pdf,Detail Notice Inviting Bid,1.0,SBI Bank,Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT,ATDC/CS/673/2025/537 dt. 11.06.2025,2025_DOT_45136_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"2,000",Nil,Nil,No,"79,227",Yes,fixed,,Nil,Nil,"Managing Director, ATDC Ltd.","Office of the Managing Director, ATDC Ltd., Paltanbazar, Guwahatti-8","Development of Howly Smashan, Howly, Barpeta","Development of Howly Smashan, Howly, Barpeta",Please refer Tender documents. ,NA ,"39,61,355",Civil Works - Others,NA ,Tender,180.0,270.0,"Howly, Barpeta",781316.0,Guwahati ,"Office of the Managing Director, ATDC Ltd., Paltanbazar, Guwahatti-8 ",25-Jun-2025 12:00 PM ,Guwahati,No ,No,24-Jun-2025 04:00 PM,08-Jul-2025 01:00 PM,24-Jun-2025 04:05 PM,07-Jul-2025 02:00 PM,NA ,NA ,24-Jun-2025 04:05 PM,07-Jul-2025 02:00 PM,18-Sep-2025 12:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,271259.0,Uttam Karmakar,05-Jul-2025 03:23 PM,Accepted-AOC,"After adding both technical and financial marks, bidder secured first position.",08-Dec-2025 01:52 PM,AOC,,,,,,,.pdf,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Qualifications of the Bidder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
