EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"34,43,035",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"Electrification of UE households in Cachar Dist. (Addl. Pkg.) of Assam under RDSS, Addl. HH","Electrification of additional un-electrified households in the State of Assam under Revamped Reforms Linked Results Based Distribution Sector Scheme (RDSS, Addl. HH) for additional Package of Cachar District",Please refer Tender documents ,NA ,"17,21,51,754",Electrical Works,NA ,Tender,180.0,180.0,Cachar,788001.0,Guwahati ,"O/o the CGM (RE), APDCL, Bijulee Bhawan (Annex. Building), Paltan Bazar, Ghy 1 ",28-Jul-2025 02:00 PM ,"O/o the CGM (RE), APDCL, Bijulee Bhawan",No ,No,Assam Power Distribution Company Ltd||CGM(Rural Electrification) - APDCL,APDCL/CGM_RE/RDSS_Addl_HH-41,2025_APDCL_45851_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"20,000",Nil,Nil,No,"CGM(RE), APDCL","Bijulee Bhawan, (Annex. Building), Paltan Bazar, Ghy 1",1.0,Fee/PreQual/Technical,.rar,Techno Commercial Bid,24-Jul-2025 03:00 PM,07-Aug-2025 03:00 PM,24-Jul-2025 03:00 PM,06-Aug-2025 03:00 PM,NA ,NA ,29-Jul-2025 10:00 AM,06-Aug-2025 03:00 PM,30-Aug-2025 03:00 PM,AOC,Assam Power Distribution Company Ltd||CGM(Rural Electrification) - APDCL,2025_APDCL_45851_1,APDCL/CGM_RE/RDSS_Addl_HH-41,"Electrification of UE households in Cachar Dist. (Addl. Pkg.) of Assam under RDSS, Addl. HH",1.0,274531.0,Ennaar Poles,INR,"175,657,293.12",CGM (RE) APDCL,Internal,,Amitava Samajpati,29-Aug-2025 04:38 PM,30-Aug-2025 03:00 PM,techsummary_72723.pdf (724.26 KB),10-Dec-2025,"INR 175,657,293.12",180.0,Manoj Sarkar,17-Dec-2025 12:04 PM,RDSS_LOA_Addl_41_Cachar.pdf (9971.00 KB),"Electrification of additional un-electrified households in the State of Assam RDSS, Addl. HH Scheme for additional Package of Cachar District.",CGM (RE) APDCL,Internal,,Manoj Sarkar,06-Dec-2025 02:32 PM,finsummary_72723.pdf (179.42 KB),Technical,The tenders of the subject package have been admitted and proceed for evaluation,Amitava Samajpati,29-Aug-2025 04:33 PM,technical_72723.pdf,1,274531,Ennaar Poles,06-Aug-2025 02:00 PM,Accepted-AOC,Lowest Quoted Value,17-Dec-2025 12:04 PM,Finance,The price bid of the subject package have been admitted and proceed for evaluation.,Manoj Sarkar,06-Dec-2025 02:21 PM,finance_72723.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,274330,M/s Bhattacharjee Construction,05-Aug-2025 03:04 PM,Rejected-Technical,Failed to comply with technical eligibility criteria of the BID,29-Aug-2025 04:38 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,274455,M/s Biraja Electrical and Construction,03-Aug-2025 11:57 AM,Rejected-Finance,Non Responsive bidder,06-Dec-2025 02:32 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,274818,Win Power Infracon LLP,06-Aug-2025 12:41 PM,Rejected-AOC,Higher Quoted Value,17-Dec-2025 12:04 PM,,,,,,,AOC
