EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"5,50,000",Yes,fixed,,Nil,Nil,10-Jul-2025 03:00 PM,29-Jul-2025 12:00 PM,10-Jul-2025 03:00 PM,28-Jul-2025 04:00 PM,NA ,NA ,15-Jul-2025 04:30 PM,28-Jul-2025 04:00 PM,16-Sep-2025 04:00 PM,1.0,SBI Bank,Assam Power Distribution Company Ltd||CGM(Rural Electrification) - APDCL,APDCL/CGMRE/Jonai/TRLine/PKG_C,2025_APDCL_45487_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"Electrification of the Ujonimiri village of Jonai under N. Lakhimpur El. Circle, APDCL (PKG-C)","Construction of 11 KV single circuit line with 132 KV, D6 type tower for crossing over tributaries of Brahmaputra River as a part of extension of existing 11 KV feeder for electrification of the Ujonimiri village of Jonai under N. Lakhimpur EC",Please refer Tender documents ,NA ,"2,40,23,178",Electrical Works,NA ,Tender,180.0,180.0,Jonai,787060.0,Guwahati ,"O/o the CGM (RE), APDCL, Bijulee Bhawan (Annex. Building), Paltan Bazar, Ghy 1.  ",14-Jul-2025 12:00 PM ,"O/o the CGM (RE), APDCL, Bijulee Bhawan",No ,No,1.0,Fee/PreQual/Technical,.rar,Bid document,"CGM (RE), APDCL","Bijulee Bhawan, (Annex. Building), Paltan Bazar, Ghy 1.","5,000",Nil,Nil,No,AOC,CGM (RE) APDCL,Internal,,Manoj Sarkar,16-Sep-2025 03:26 PM,16-Sep-2025 04:00 PM,techsummary_71996.pdf (1406.42 KB),1.0,273101.0,M/s ASMI UDYOG,INR,"23,678,580.1",Assam Power Distribution Company Ltd||CGM(Rural Electrification) - APDCL,2025_APDCL_45487_1,APDCL/CGMRE/Jonai/TRLine/PKG_C,"Electrification of the Ujonimiri village of Jonai under N. Lakhimpur El. Circle, APDCL (PKG-C)",Finance,The price bid of the subject package have been admitted and proceed for evaluation.,Manoj Sarkar,10-Dec-2025 12:01 PM,finance_71996.pdf,BOQ Comparative Chart,Technical,The tenders of the subject package have been admitted and proceed for evaluation,Manoj Sarkar,16-Sep-2025 03:22 PM,technical_71996.pdf,1,273172,GANAPATI ENTERPRISE,27-Jul-2025 10:25 PM,Rejected-AOC,Higher Quoted Value,10-Dec-2025 01:16 PM,10-Dec-2025,"INR 23,678,580.1",180.0,Manoj Sarkar,10-Dec-2025 01:16 PM,LOA_Jonai_Tower_Pkg_C_Asmi.pdf (2770.00 KB),"Construction of 11 KV single circuit line with 3 (Three) Nos. of 132 KV, D+6 type tower & 11 (Eleven) GI Steel Tubular Pole SP-66 for crossing over tributaries of Brahmaputra River",CGM (RE) APDCL,Internal,,Manoj Sarkar,10-Dec-2025 12:56 PM,finsummary_71996.pdf (1219.44 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,273101,M/s ASMI UDYOG,28-Jul-2025 01:32 AM,Accepted-AOC,Lowest Quoted Value,10-Dec-2025 01:16 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,273657,Mudit Kumar Borah,27-Jul-2025 11:23 AM,Rejected-AOC,Higher Quoted Value,10-Dec-2025 01:16 PM,,,,,,,,,,,,,,AOC
