Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
16-Dec-2025,"INR 31,915,000",30.0,Deepjyoti Sarma,16-Dec-2025 03:36 PM,AOC.pdf (554.00 KB),Award of Contract,Industries and Commerce Department||DNP Limited,2025_ICD_46142_1,DNPL/PL/MIT/IP2RS/63/2025/03,PROCUREMENT OF WORKS FOR 16 INCH DIA PIPELINE INSTALLATION ACROSS DHANSIRI RIVER BY HDD METHOD HOOKUP WITH EXISTING PIPELINE 5 JOINTS AND DEWATERING AND SWABBING AND EGP OF 55 KM REPLACED PIPELINE DRYING AND NITROGEN PURGING AND COMMISSIONING,Kalpajit Das,Internal,"K.Das, BD Borpatragohain, R Rajkonwar, M Alam, D Sarma, PP Bhattacharyya, U. Kashyap",Deepjyoti Sarma,16-Dec-2025 03:28 PM,techsummary_73557.pdf (292.31 KB),1.0,275797.0,TOLANI PROJECTS PRIVATE LIMTIED,INR,"31,915,000",Kalpajit Das,Internal,"K.Das, BD Borpatragohain, R Rajkonwar, M Alam, D Sarma, PP Bhattacharyya, U. Kashyap",Deepjyoti Sarma,16-Dec-2025 03:33 PM,finsummary_73557.pdf (292.31 KB),1,275598,Mech Technik India Pvt Ltd,11-Aug-2025 10:35 AM,Rejected-Technical,Not Qualified,16-Dec-2025 03:28 PM,Finance,Financial summary,Deepjyoti Sarma,16-Dec-2025 03:19 PM,finance_73557.pdf,BOQ Comparative Chart,AOC,0.0,No,fixed,,Nil,Nil,05-Aug-2025 11:30 AM,11-Aug-2025 03:00 PM,05-Aug-2025 11:30 AM,11-Aug-2025 01:00 PM,05-Aug-2025 11:30 AM ,07-Aug-2025 02:00 PM ,09-Aug-2025 01:00 PM,11-Aug-2025 01:00 PM,"Director and CEO, DNP Ltd.","1 No Borpathar, Madhuban, Duliajan-786602",Industries and Commerce Department||DNP Limited,DNPL/PL/MIT/IP2RS/63/2025/03,2025_ICD_46142_1,Yes,Limited,Works,Works,1.0,No,No,Online,No,No,No,1.0,SBI Bank,1.0,Corrigendum1,Technical Bid,,"9,000",Nil,Nil,Yes,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,PROCUREMENT OF WORKS FOR 16 INCH DIA PIPELINE INSTALLATION ACROSS DHANSIRI RIVER BY HDD METHOD HOOKUP WITH EXISTING PIPELINE 5 JOINTS AND DEWATERING AND SWABBING AND EGP OF 55 KM REPLACED PIPELINE DRYING AND NITROGEN PURGING AND COMMISSIONING,PROCUREMENT OF WORKS FOR 16 INCH DIA PIPELINE INSTALLATION ACROSS DHANSIRI RIVER BY HDD METHOD HOOKUP WITH EXISTING PIPELINE 5 JOINTS AND DEWATERING AND SWABBING AND EGP OF 55 KM REPLACED PIPELINE DRYING AND NITROGEN PURGING AND COMMISSIONING,Please refer Tender documents. ,NA ,,Oil/Gas,NA ,Tender,180.0,30.0,"DNP LIMTED, Madhuban",786602.0,Madhuban/ Online ,"1 No Borpathar, Madhuban, Duliajan-786602 ",08-Aug-2025 11:30 AM ,"DNPL Ltd, Duliajan",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,275991,TIRATNA ENTERPRISE,11-Aug-2025 12:52 PM,Rejected-Technical,Not Qualified,16-Dec-2025 03:28 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,275797,TOLANI PROJECTS PRIVATE LIMTIED,10-Aug-2025 05:17 PM,Accepted-AOC,L1 bidder,16-Dec-2025 03:36 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
