Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Industries and Commerce Department||Assam Industrial Development Corporation Ltd - ICD,532917/76 dated 31.12.2024,2025_ICD_41840_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"8,33,403",Yes,fixed,,Nil,Nil,Managing Director,"Assam Industrial Development Corporation Ltd, R G B Road, Guwahati 24",1.0,SBI Bank,"Construction of new 33KV bay, 33KV and 11KV dedicated lines and 33/11KV 1x2.5MVA AIDC Sub-station at Industrial Park Tamulpur Kumarikata, Dist Tamulpur, Assam","Construction of new 33KV bay, 33KV and 11KV dedicated lines and 33/11KV 1x2.5MVA AIDC Sub-station at Industrial Park Tamulpur Kumarikata, Dist Tamulpur, Assam",Please refer Tender documents. ,NA ,"4,16,70,151",Electrical Works,NA ,Tender,180.0,540.0,"Industrial Park Tamulpur Kumarikata, Dist Tamulpu",781360.0,NA ,NA ,NA ,"AIDC Office, RGB Road, Guwahati",No ,No,04-Jan-2025 02:00 PM,29-Jan-2025 04:00 PM,04-Jan-2025 02:00 PM,27-Jan-2025 02:00 PM,04-Jan-2025 02:00 PM ,10-Jan-2025 04:00 PM ,04-Jan-2025 02:00 PM,27-Jan-2025 02:00 PM,16-Feb-2025 05:15 PM,"8,334",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"EMD, e-tender processing fee and cost of tender document",AOC,Industries and Commerce Department||Assam Industrial Development Corporation Ltd - ICD,2025_ICD_41840_1,532917/76 dated 31.12.2024,"Construction of new 33KV bay, 33KV and 11KV dedicated lines and 33/11KV 1x2.5MVA AIDC Sub-station at Industrial Park Tamulpur Kumarikata, Dist Tamulpur, Assam",09-Dec-2025,"INR 41,572,000",540.0,Riya Hazarika,09-Dec-2025 05:53 PM,WO.pdf (326.00 KB),1.0,256546.0,TATRARI ELECTRICALS & TRADERS (JV) SINGHI INFRAPOWER PROJECTS PVT. LTD.,27-Jan-2025 12:52 PM,Rejected-AOC,Rejected,09-Dec-2025 05:53 PM,Finance,Bid Opening SUmmary,Riya Hazarika,09-Dec-2025 05:46 PM,finance_67329.pdf,BOQ Comparative Chart,1.0,256431.0,U K ENTERPRISE,INR,"41,572,000",Technical,Technical Bid opening Minutes,Chinmay Barman,16-Feb-2025 05:03 PM,technical_67329.pdf,General Manager,Internal,,Riya Hazarika,09-Dec-2025 05:51 PM,finsummary_67329.pdf (377.53 KB),BC Deori DGMT,Internal,"BC Deori DGMT, A Sarma DFC C Barman DMT",Chinmay Barman,16-Feb-2025 05:05 PM,16-Feb-2025 05:15 PM,techsummary_67329.pdf (1465.34 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Bid,AOC,,,,,,,,,,,2.0,256549.0,THE GLOBAL CENTER (JV) CLIMAX,27-Jan-2025 01:37 PM,Rejected-AOC,Rejected,09-Dec-2025 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,AOC,,,,,,,,,,,3.0,256431.0,U K ENTERPRISE,27-Jan-2025 01:09 PM,Accepted-AOC,Accepted,09-Dec-2025 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detailed analysis of rates,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
