Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,Minutes of Tender Evaluation meeting held on 15/09/2025,Naren Malakar,16-Oct-2025 11:09 AM,technical_70677.pdf,K. Rajkhowa,Internal,Minutes,Syed Nurul Hussain,19-Dec-2025 04:51 PM,finsummary_70677.pdf (972.80 KB),Department of Handloom Textile and Sericulture||Directorate of Sericulture,2025_DHTS_44363_1,"SDT.37/2023/11/6190, dt.15/05/2025","supply of rearing equipment, disinfectant and prophylactic measure to Assistance to Existing Muga Seed Rearer of the project-Augmentation of Muga Silk Production through Muga farmers of Kamrup and Lakhimpur District of Assam under Silk Samagra-2",19-Dec-2025,"INR 2,803,476",30.0,Syed Nurul Hussain,19-Dec-2025 05:29 PM,SOSDT37.pdf (1189.00 KB),Supply of order for rearing equipments,Finance,Minutes,Syed Nurul Hussain,19-Dec-2025 04:43 PM,finance_70677.pdf,BOQ Comparative Chart,1.0,269137.0,THARAD TRADING CO.,INR,"2,803,476",1,269141,DISHA ENTERPRISE,15-Jun-2025 11:11 PM,Rejected-Finance,L-2,19-Dec-2025 04:51 PM,1.0,Corrigendum,Tender Revocation,16-Oct-2025 10:33 AM,corrigendum37.pdf ,283.06,Technical Opening,K. Rajkhowa,Internal,Minutes enclosed,Naren Malakar,16-Oct-2025 11:19 AM,17-Oct-2025 03:00 PM,techsummary_70677.pdf (1253.27 KB),AOC,1.0,Date Extension,Date,,"Director of Sericulture, Assam",DIRECTORATE OF SERICULRURE ASSAM,19-May-2025 05:00 PM,16-Jun-2025 04:00 PM,19-May-2025 05:05 PM,16-Jun-2025 01:00 PM,NA ,NA ,28-May-2025 02:00 PM,16-Jun-2025 01:00 PM,17-Oct-2025 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,1.0,SBI Bank,Department of Handloom Textile and Sericulture||Directorate of Sericulture,"SDT.37/2023/11/6190, dt.15/05/2025",2025_DHTS_44363_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,No,"supply of rearing equipment, disinfectant and prophylactic measure to Assistance to Existing Muga Seed Rearer of the project-Augmentation of Muga Silk Production through Muga farmers of Kamrup and Lakhimpur District of Assam under Silk Samagra-2","supply of rearing equipment, disinfectant and prophylactic measure to Assistance to Existing Muga Seed Rearer of the project of Muga Silk Production through Muga farmers of Kamrup and Lakhimpur District of Assam under Silk Samagr",As per tender document  ,NA ,"28,60,000",Supply of Materials,NA ,Tender,360.0,30.0,Kamrup and Dhakuakhana,781022.0,NA ,NA ,NA ,DIRECTORATE OF SERICULRURE ASSAM,No ,No,"57,200",Yes,percentage,2.0%,Nil,Nil,0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,269349,INTERNATIONAL SCALES AND MACHINERY,16-Jun-2025 10:05 AM,Not Admitted-Fee/PreQual/Technical,Others-Minutes enclosed,16-Oct-2025 11:09 AM,,,,,,,,,,,,,,,AOC,2.0,Technical Bid,Technical Bid,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,269499,M/S RASHI ENTERPRISE,14-Jun-2025 08:50 PM,Not Admitted-Fee/PreQual/Technical,Others-minutes enclosed,16-Oct-2025 11:09 AM,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,.pdf,"Fiancial Bid Form, (Price Schedule)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,269078,SERIND (INDIA),06-Jun-2025 11:55 AM,Not Admitted-Fee/PreQual/Technical,Others-Minutes enclosed,16-Oct-2025 11:09 AM,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,269812,S.G. ENTERPRISE,15-Jun-2025 10:51 PM,Rejected-Finance,L-3,19-Dec-2025 04:51 PM,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,269137,THARAD TRADING CO.,15-Jun-2025 11:02 PM,Accepted-AOC,L-1,19-Dec-2025 05:29 PM,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
