Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Technical Qualification,"46,500",No,fixed,,Nil,Nil,"5,000",Nil,Nil,No,19-Nov-2025 04:30 PM,10-Dec-2025 11:30 AM,19-Nov-2025 04:30 PM,09-Dec-2025 04:30 PM,NA ,NA ,19-Nov-2025 04:30 PM,09-Dec-2025 04:30 PM,16-Dec-2025 11:00 AM,1.0,SBI Bank,Urban Development Department||Directorate of Municipality Administration - UDD||Teok Municipal Board,TBM286/2025-26/4548,2025_UDD_48686_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"Executive Officer, Teok Municipal Board, Teok","Executive Officer, Teok Municipal Board, Teok, Jorhat","Construction / Improvement of Boundary Wall, Approach Road and Electrification at MRF and SLF Site at Habi Gaon near Late Lalit Chandra Rajkhuwa Memorial indoor Stadium, Jagduar, Teok","Construction / Improvement of Boundary Wall, Approach Road and Electrification at MRF and SLF Site at Habi Gaon near Late Lalit Chandra Rajkhuwa Memorial indoor Stadium, Jagduar, Teok",Please refer Tender documents. ,NA ,"46,50,000",Civil Works,NA ,Tender,180.0,NA ,Teok Municipal Board,785112.0,"O/O The Teok Municipal Board, Teok, Jorhat ","O/O The Teok Municipal Board, Teok, Jorhat ",25-Nov-2025 02:00 PM ,"O/O The Teok Municipal Board, Teok, Jorhat",No ,No,AOC,Urban Development Department||Directorate of Municipality Administration - UDD||Teok Municipal Board,2025_UDD_48686_1,TBM286/2025-26/4548,"Construction / Improvement of Boundary Wall, Approach Road and Electrification at MRF and SLF Site at Habi Gaon near Late Lalit Chandra Rajkhuwa Memorial indoor Stadium, Jagduar, Teok",16-Dec-2025,"INR 4,650,000",365.0,Bikashjyoti Kalita,16-Dec-2025 03:58 PM,AOC.pdf (1809.00 KB),Award received as per Estimated Value. The Bidder quoted single bid in a Group Work. Due to acceptance of Other two bids the Tender committee is decided to accept this also.,Mrs Laki Borbora Gogoi,Internal,"E O Teok MB, Dy Director, T and CP Jorhat, EE PWD Roads Teok and Mariani Territorial Division Jorhat and Finance and Accounts Officer DC office Jorhat",Bikashjyoti Kalita,16-Dec-2025 03:44 PM,finsummary_77363.pdf (336.12 KB),Technical,"Only single bid found in this case and accepted for the work. The Bid process is done continue seven times. At the Seven-time Bidding system only one Bid is received, The Executive Board is decided to accept and approved for order to Bidder.",Laki Borborah Gogoi,12-Dec-2025 01:30 PM,,1.0,288932.0,Radiant Engineering Company,INR,"4,650,000",Mrs Laki Borbora Gogoi,Internal,Sri Bikashjyoti Kalita member secretary sri Dipankar Saikia DD T and CP member Executive Engineer PWD Roads Member and Sri Debasish Mahanta F and AO Member,Laki Borborah Gogoi,15-Dec-2025 01:52 PM,16-Dec-2025 11:00 AM,techsummary_77363.pdf (336.12 KB),1.0,288932.0,Radiant Engineering Company,09-Dec-2025 04:14 PM,Accepted-AOC,Award received as per Estimated Value. The Bidder quoted single bid in a Group Work. Due to acceptance of Other two bids the Tender committee is decided to accept this also.,16-Dec-2025 03:58 PM,Finance,The single bidder was accepted after seven consecutive bidding processes During the first six bidding attempts no bids were received In the seventh bidding process a single bid was received and the T Committee accepted the bid for execution of Work,Bikashjyoti Kalita,16-Dec-2025 02:15 PM,finance_77363.pdf,BOQ Comparative Chart,AOC
,,.pdf,RFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,TENDER FEE AND EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
