Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,Summary,ABIDUR RAHMAN,11-Sep-2025 04:38 PM,finance_73609.pdf,BOQ Comparative Chart,1.0,276605.0,Harunur Rashid,14-Aug-2025 12:00 PM,Rejected-AOC,L2,05-Dec-2025 02:56 PM,Technical,Summary,Chandana Basumatary,14-Aug-2025 05:31 PM,technical_73609.pdf,05-Dec-2025,"INR 74,300,000",730.0,Chandana Basumatary,05-Dec-2025 02:56 PM,WOPKG57B.pdf (925.00 KB),CE PWD(Bldg),Internal,,Chandana Basumatary,05-Dec-2025 02:54 PM,finsummary_73609.pdf (924.80 KB),CE PWD(Bldg),Internal,,Chandana Basumatary,11-Sep-2025 03:30 PM,11-Sep-2025 03:35 PM,techsummary_73609.pdf (1005.71 KB),1.0,276601.0,m/s chandan gogoi,INR,"74,300,000",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_46182_1,CE/TB-VI/T/RIDF- XXX/27/2025/17 Dated Guwahati the 1st August 2025,"Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i)Konwerpur Higher Secondary School, Sivasagar under Sivasagar DTBD (Gr 57 B)",AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,CE/TB-VI/T/RIDF- XXX/27/2025/17 Dated Guwahati the 1st August 2025,2025_PWBNH_46182_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"14,500",Nil,Nil,No,"Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i)Konwerpur Higher Secondary School, Sivasagar under Sivasagar DTBD (Gr 57 B)","Construction of 126 Secondary Schools in 35 Districts of Assam under RIDF-XXX (2024-25) for (i)Konwerpur Higher Secondary School, Sivasagar under Sivasagar DTBD (Gr 57 B)",Please refer Tender documents. ,NA ,"7,21,85,000",Civil Works - Building,NA ,Tender,180.0,730.0,Sivasagar,785640.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ",11-Aug-2025 11:30 AM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,"CE, PWD(Bldg), H and E, Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3","14,43,700",Yes,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,06-Aug-2025 11:00 AM,14-Aug-2025 03:00 PM,06-Aug-2025 11:00 AM,14-Aug-2025 02:00 PM,NA ,NA ,06-Aug-2025 11:30 AM,14-Aug-2025 02:00 PM,11-Sep-2025 03:35 PM,AOC
,,,,,,2.0,276601.0,m/s chandan gogoi,14-Aug-2025 12:25 PM,Accepted-AOC,Work Order Issued,05-Dec-2025 02:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,AOC
,,,,,,3.0,276480.0,M/S LOHIT CHANDRA GOGOI,13-Aug-2025 11:59 PM,Rejected-Technical,Non-Responsive,11-Sep-2025 03:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX-IB,,,,,,,,,,AOC
