Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,11,274877,Darpan,18-Aug-2025 02:22 PM,Accepted-AOC,Work order allotted according to number of V.4 trainers submitted by the TPs in the bid documents.,30-Dec-2025 07:08 PM,,,,,,,,,,,,,,11.0,275000.0,Anurag Foundation,INR,53.9,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,12,277362,eSkilltech Development services,23-Aug-2025 11:48 AM,Rejected-Technical,Bid criteria have not been met,30-Dec-2025 06:08 PM,,,,,,,,,,,,,,12.0,274897.0,Padmaranjeeta Education Trust,INR,53.9,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,13,273269,GNG SKILLS DEVELOPERS PRIVATE LIMITED,01-Sep-2025 03:16 PM,Accepted-AOC,Work order allotted according to number of V.4 trainers submitted by the TPs in the bid documents.,30-Dec-2025 07:08 PM,,,,,,,,,,,,,,13.0,274889.0,Basix academy for building lifelong employability limited,INR,53.9,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,14,274167,Hindustan Latex Family Planning Promotion Trust (HLFPPT),05-Aug-2025 11:40 AM,Rejected-Technical,Bid criteria have not been met,30-Dec-2025 06:08 PM,,,,,,,,,,,,,,14.0,274877.0,Darpan,INR,53.9,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,15,276139,ICA EDU SKILLS PVT. LTD.,12-Aug-2025 06:55 PM,Rejected-Technical,Bid criteria have not been met,30-Dec-2025 06:08 PM,,,,,,,,,,,,,,15.0,274823.0,Shri Technologies (India) LLP,INR,53.9,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,16,279329,JANHIT SANSKRITIK KALA KENDRA,02-Sep-2025 10:40 AM,Accepted-AOC,Work order allotted according to number of V.4 trainers submitted by the TPs in the bid documents.,30-Dec-2025 07:08 PM,,,,,,,,,,,,,,16.0,274769.0,SUSHILA FOUNDATION FOR AGRICALTURAL & RURAL DEVELOPMENT,INR,53.9,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,17,277326,JAZZY,01-Sep-2025 07:27 PM,Accepted-AOC,Work order allotted according to number of V.4 trainers submitted by the TPs in the bid documents.,30-Dec-2025 07:08 PM,,,,,,,,,,,,,,17.0,274764.0,SALTLAKE INSTITUTE OF ENGINEERING AND MANAGEMENT LIMITED,INR,53.9,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,18,276302,Jeevan Care Foundation,01-Sep-2025 07:12 PM,Accepted-AOC,Work order allotted according to number of V.4 trainers submitted by the TPs in the bid documents.,30-Dec-2025 07:08 PM,,,,,,,,,,,,,,18.0,274414.0,Pipal Tree Ventures Private Limited,INR,53.9,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,19,275062,Maya Jan Vikas Seva Sansthan,13-Aug-2025 01:09 PM,Rejected-Technical,Bid criteria have not been met,30-Dec-2025 06:08 PM,,,,,,,,,,,,,,19.0,274329.0,ADITYA CHARITABLE TRUST,INR,53.9,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,20,274289,Merapath Education Limited,01-Sep-2025 06:17 PM,Accepted-AOC,Work order allotted according to number of V.4 trainers submitted by the TPs in the bid documents.,30-Dec-2025 07:08 PM,,,,,,,,,,,,,,20.0,274289.0,Merapath Education Limited,INR,53.9,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,21,277334,Modern Education System and Social Welfare Society,02-Sep-2025 05:14 AM,Rejected-Technical,Bid criteria have not been met,30-Dec-2025 06:08 PM,,,,,,,,,,,,,,21.0,274224.0,Bhaskar Foundadtion,INR,53.9,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,22,274327,NIFA INFOCOMP SERVICES PVT. LTD,17-Aug-2025 11:25 AM,Rejected-Technical,Bid criteria have not been met,30-Dec-2025 06:08 PM,,,,,,,,,,,,,,22.0,274027.0,SUSHIL BAHUUDDESHIYA SHIKSHAN SANSTHA,INR,53.9,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,23,277279,NISTHA,18-Aug-2025 12:09 PM,Rejected-Technical,Bid criteria have not been met,30-Dec-2025 06:08 PM,,,,,,,,,,,,,,23.0,273831.0,ADEPTINFOSYS CONSULTANCY PRIVATE LIMITED,INR,53.9,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,24,273823,NITANAND SHIKSHA SAMITI,04-Aug-2025 03:06 PM,Rejected-Technical,Bid criteria have not been met,30-Dec-2025 06:08 PM,,,,,,,,,,,,,,24.0,273293.0,QUIVAN SKILL EMPOWERMENT PVT. LTD.,INR,53.9,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,25,277131,NRDS Management Private Limited,16-Aug-2025 11:07 PM,Accepted-AOC,Work order allotted according to number of V.4 trainers submitted by the TPs in the bid documents.,30-Dec-2025 07:08 PM,,,,,,,,,,,,,,25.0,273269.0,GNG SKILLS DEVELOPERS PRIVATE LIMITED,INR,53.9,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,26,274897,Padmaranjeeta Education Trust,02-Sep-2025 09:15 AM,Accepted-AOC,Work order allotted according to number of V.4 trainers submitted by the TPs in the bid documents.,30-Dec-2025 07:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,27,274414,Pipal Tree Ventures Private Limited,30-Aug-2025 12:20 PM,Accepted-AOC,Work order allotted according to number of V.4 trainers submitted by the TPs in the bid documents.,30-Dec-2025 07:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,28,276124,Prabhodita Services India Pvt Ltd,12-Aug-2025 04:53 PM,Rejected-Technical,Bid criteria have not been met,30-Dec-2025 06:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,29,273293,QUIVAN SKILL EMPOWERMENT PVT. LTD.,18-Aug-2025 03:45 PM,Accepted-AOC,Work order allotted according to number of V.4 trainers submitted by the TPs in the bid documents.,30-Dec-2025 07:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,30,274145,Ranchi Security Private Limited,05-Aug-2025 04:05 PM,Rejected-Technical,Bid criteria have not been met,30-Dec-2025 06:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,31,277068,Right Foundation,01-Sep-2025 07:58 PM,Accepted-AOC,Work order allotted according to number of V.4 trainers submitted by the TPs in the bid documents.,30-Dec-2025 07:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,32,276441,Rohstoffe International Private Limited,13-Aug-2025 05:40 PM,Accepted-AOC,Work order allotted according to number of V.4 trainers submitted by the TPs in the bid documents.,30-Dec-2025 07:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,33,274764,SALTLAKE INSTITUTE OF ENGINEERING AND MANAGEMENT LIMITED,13-Aug-2025 01:04 PM,Accepted-AOC,Work order allotted according to number of V.4 trainers submitted by the TPs in the bid documents.,30-Dec-2025 07:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,34,277129,Samarpan Sewa Samiti Samarth Desh Samridh Desh,18-Aug-2025 01:20 PM,Accepted-AOC,Work order allotted according to number of V.4 trainers submitted by the TPs in the bid documents.,30-Dec-2025 07:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,35,276569,Samarth Samarpan Seva Samiti,16-Aug-2025 08:27 PM,Accepted-AOC,Work order allotted according to number of V.4 trainers submitted by the TPs in the bid documents.,30-Dec-2025 07:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,36,274823,Shri Technologies (India) LLP,07-Aug-2025 03:36 PM,Accepted-AOC,Work order allotted according to number of V.4 trainers submitted by the TPs in the bid documents.,30-Dec-2025 07:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,37,274738,Skill Setu & HR Consultancy Private Limited,14-Aug-2025 01:47 PM,Rejected-Technical,Bid criteria have not been met,30-Dec-2025 06:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,38,275107,Skills Root Edu Tech Consulting India Pvt. Ltd.,18-Aug-2025 01:45 PM,Rejected-Technical,Bid criteria have not been met,30-Dec-2025 06:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,39,274769,SUSHILA FOUNDATION FOR AGRICALTURAL & RURAL DEVELOPMENT,06-Aug-2025 05:44 PM,Accepted-AOC,Work order allotted according to number of V.4 trainers submitted by the TPs in the bid documents.,30-Dec-2025 07:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,40,274027,SUSHIL BAHUUDDESHIYA SHIKSHAN SANSTHA,30-Aug-2025 08:23 PM,Accepted-AOC,Work order allotted according to number of V.4 trainers submitted by the TPs in the bid documents.,30-Dec-2025 07:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,41,275423,Valeur Fabtex Private Limited,01-Sep-2025 12:10 PM,Rejected-Technical,Bid criteria have not been met,30-Dec-2025 06:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,42,277306,VISIONARY KNOWLEDGE AND MANAGEMENT SERVICES PRIVATE LIMITED,18-Aug-2025 12:55 PM,Rejected-Technical,Bid criteria have not been met,30-Dec-2025 06:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
