S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,289510.0,Devajit Kutum,INR,"10,000,000",Welfare of Plain Tribes and Backward Classes||Director - WPT and BC,2025_WPTBC_48990_1,PTDC/Engg/2024-25/450,"Establishment of Tribal Multipurpose Marketing centre at Karbi Anglong, Donka No. 1 under Hamren Mouza under the scheme Dharti Aaba Janajatiya Gram Utkarsh Abhiyan (DAJGUA) during the year 2025-26",Managing Director,Internal,,Dipak Kumar Gayary,20-Dec-2025 02:27 PM,20-Dec-2025 02:30 PM,techsummary_77745.pdf (1373.08 KB),Managing Director,Internal,,Dipak Kumar Gayary,20-Dec-2025 05:37 PM,finsummary_77745.pdf (1584.45 KB),20-Dec-2025,"INR 10,000,000",360.0,Dipak Kumar Gayary,20-Dec-2025 05:39 PM,Tmmckarbi.pdf (1584.00 KB),AOC,Finance,Financial bid has been opened,Dipak Kumar Gayary,20-Dec-2025 02:48 PM,,BOQ Comparative Chart,1.0,289510.0,Devajit Kutum,17-Dec-2025 01:14 PM,Accepted-AOC,Awarded,20-Dec-2025 05:39 PM,Technical,Technical bid has been opened,Jeena Gabison Ahmed,19-Dec-2025 12:18 PM,,AOC,Welfare of Plain Tribes and Backward Classes||Director - WPT and BC,PTDC/Engg/2024-25/450,2025_WPTBC_48990_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Managing Director,"Office of the Managing Director, APTDC Ltd., Ganeshguri, Ghy, 5","2,000",Nil,Nil,No,"Establishment of Tribal Multipurpose Marketing centre at Karbi Anglong, Donka No. 1 under Hamren Mouza under the scheme Dharti Aaba Janajatiya Gram Utkarsh Abhiyan (DAJGUA) during the year 2025-26","Establishment of Tribal Multipurpose Marketing centre at Karbi Anglong, Donka No. 1 under Hamren Mouza under the scheme Dharti Aaba Janajatiya Gram Utkarsh Abhiyan (DAJGUA) during the year 2025-26",Please refer to tender document ,NA ,"1,00,00,000",Civil Works,NA ,Tender,180.0,360.0,Karbi Anglong Donka,782480.0,"Managing Director, APTDC Ltd., Ganeshguri, Ghy, 5 ","Office of the Managing Director, APTDC Ltd., Ganeshguri, Ghy, 5 ",05-Dec-2025 11:00 AM ,"Managing Director, APTDC Ltd., Ganeshguri, Guwahat",No ,No,02-Dec-2025 09:00 AM,18-Dec-2025 03:00 PM,02-Dec-2025 02:00 PM,18-Dec-2025 02:00 PM,NA ,NA ,04-Dec-2025 02:00 PM,18-Dec-2025 02:00 PM,20-Dec-2025 02:30 PM,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification,"2,00,000",Yes,percentage,2.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,289512.0,Jintu Kumar Deori,17-Dec-2025 01:20 PM,Rejected-AOC,Not Awarded,20-Dec-2025 05:39 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC
