Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_48488_1,TECH/U_BDTD/BLDG/IFB/2025-26,Construction of three Assam Type room on the First Floor of the existing Building at Govt. ITI Suklai,1.0,288176.0,SHIV CONSTRUCTION CO,INR,"4,991,000",EE PWD (B_NH) U_B D T Bldg Div Udalguri,Internal,,Chandana Basumatary,12-Dec-2025 04:06 PM,12-Dec-2025 04:10 PM,techsummary_77051.pdf (555.67 KB),EE PWD (B_NH) U and B D T Bldg Div,Internal,,HAREKRISHNA SHARMA,31-Dec-2025 05:09 PM,finsummary_77051.pdf (433.60 KB),31-Dec-2025,"INR 4,991,000",365.0,HAREKRISHNA SHARMA,31-Dec-2025 05:11 PM,WOITISuklai.pdf (434.00 KB),Finance,Summary,ABIDUR RAHMAN,12-Dec-2025 04:15 PM,finance_77051.pdf,BOQ Comparative Chart,1.0,288179.0,Dilip Kumar Bora,02-Dec-2025 06:15 PM,Rejected-AOC,L2,31-Dec-2025 05:11 PM,Technical,Summary,ABIDUR RAHMAN,09-Dec-2025 01:31 PM,technical_77051.pdf,AOC,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,TECH/U_BDTD/BLDG/IFB/2025-26,2025_PWBNH_48488_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,10-Nov-2025 10:00 AM,03-Dec-2025 04:00 PM,10-Nov-2025 10:00 AM,03-Dec-2025 02:00 PM,NA ,NA ,10-Nov-2025 10:00 AM,03-Dec-2025 02:00 PM,12-Dec-2025 04:10 PM,"99,820",Yes,fixed,,Nil,Nil,Construction of three Assam Type room on the First Floor of the existing Building at Govt. ITI Suklai,Construction of three Assam Type room on the First Floor of the existing Building at Govt. ITI Suklai,Please refer Tender documents. ,NA ,"49,91,000",Civil Works - Building,NA ,Tender,180.0,365.0,Suklai,784527.0,"O/O The EE, PWD(B AND NH), UB Dist. Territorial Bl ","O/O The EE, PWD(B AND NH), UB Dist. Territorial Bldg Div ",26-Nov-2025 11:00 AM ,"O/O The EE, PWD(B AND NH), UB Dist. Territorial Bl",No ,No,"1,000",Nil,Nil,No,"EE, PWD(B AND NH), UB Dist. Territorial Bl","O/O The EE, PWD(B AND NH), UB Dist. Territorial Bldg Div",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,286564.0,PABITRA DEKA,20-Nov-2025 11:05 AM,Rejected-Technical,Non-Responsive,12-Dec-2025 04:06 PM,,,,,,AOC,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,288176.0,SHIV CONSTRUCTION CO,02-Dec-2025 06:08 PM,Accepted-AOC,Work Order Issued,31-Dec-2025 05:11 PM,,,,,,AOC,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,286562.0,Sri Lakendra Narzary,20-Nov-2025 10:52 AM,Rejected-Technical,Non-Responsive,12-Dec-2025 04:06 PM,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
