Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Publish Date.1,Bid Opening Date.1,Bid Submission Opening Date,Bid Submission Closing Date,Pre Bid Meeting Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date.1,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Urban Development Department||Directorate of Municipality Administration - UDD||Titabar Municipal Board,TMB/15th FC/Tied/159/pt-1/2019-20/781,2025_UDD_48988_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Online,No,No,Yes,1.0,Fee/PreQual/Technical,.pdf,RFB,02-Dec-2025 10:00 AM,23-Dec-2025 02:00 PM,02-Dec-2025 10:00 AM,23-Dec-2025 12:00 PM,NA ,NA ,02-Dec-2025 10:00 AM,23-Dec-2025 12:00 PM,29-Jan-2026 02:30 PM,"62,000",Yes,percentage,2.0%,Nil,Nil,1.0,EMD Exemption,Fee,,1.0,SBI Bank,22-Jan-2026 10:00 AM,29-Jan-2026 02:30 PM,22-Jan-2026 10:00 AM,29-Jan-2026 02:00 PM,,"2,000",Nil,Nil,No,Executive Officer,"Executive Officer, Titabar Municipal Board",Supply of Stainless Steel 3 CuM Dustbin,Supply of Stainless Steel 3CuM Dustbin,Please refer Tender documents. ,NA ,"31,00,000",Machineries,NA ,Tender,120.0,20.0,Titabar,785630.0,NA ,NA ,NA ,Titabar Municipal Board,No ,No,AOC,19-Feb-2026,"INR 3,099,996",20.0,Naren Saikia,18-Mar-2026 11:58 AM,LOA_3cum.pdf (1513.00 KB),1.0,290213.0,Radiant Engineering Company,INR,"3,099,996",1,290210,MOHAMMED MUZAMMIL ROHMAN,23-Dec-2025 11:10 AM,Rejected-AOC,Second lowest evaluated bidder,18-Mar-2026 12:00 PM,Finance,Bid opening summary,Rashmi Bhattacharyya,30-Jan-2026 01:27 PM,finance_77743.pdf,BOQ Comparative Chart,Rashmi Bhattacharyya,Mixed,,Dhrubajyoti Bora,11-Feb-2026 11:33 AM,finsummary_77743.pdf (457.23 KB),Urban Development Department||Directorate of Municipality Administration - UDD||Titabar Municipal Board,2025_UDD_48988_1,TMB/15th FC/Tied/159/pt-1/2019-20/781,Supply of Stainless Steel 3 CuM Dustbin,Technical,Four Nos of bid received and admitted for next step,Dhrubajyoti Bora,23-Dec-2025 04:57 PM,technical_77743.pdf,Rashmi Bhattacharyya,Mixed,,Rashmi Bhattacharyya,20-Jan-2026 10:16 PM,techsummary_77743.pdf (486.55 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,290221,PARTHA PRATIM GOGOI,23-Dec-2025 11:47 AM,Rejected-Technical,Technically rejected for failure to meet all eligibility criteria,20-Jan-2026 10:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,290158,Punjab Engineering Company,23-Dec-2025 11:28 AM,Rejected-Technical,Technically rejected for failure to meet all eligibility criteria,20-Jan-2026 10:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,290213,Radiant Engineering Company,23-Dec-2025 11:29 AM,Accepted-AOC,Lowest evaluated bidder,18-Mar-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
