Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Department of Fisheries||Assam Fisheries Development Corporation Ltd,NIT 9/2025,2025_FD_48322_1,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Documents,31-Oct-2025 05:00 PM,09-Dec-2025 03:00 PM,31-Oct-2025 05:00 PM,06-Dec-2025 02:00 PM,NA ,NA ,04-Nov-2025 02:00 PM,06-Dec-2025 02:00 PM,06-Jan-2026 02:00 PM,"8,49,230",Yes,fixed,,Nil,Nil,1.0,Date Extension,Date,,1.0,SBI Bank,0.0,Nil,Nil,No,"MD, AFDC","O/O THE AFDC LTD. GUWAHATI, CHACHAL, VIP ROAD, 781036",Settlement of Beel Fisheries,Settlement of Beel Fisheries,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,365.0,NA ,All Assam,781036.0,"VIP ROAD, CHACHAL ","O/O THE AFDC LTD. GUWAHATI, CHACHAL, VIP ROAD, 781036 ",03-Nov-2025 12:00 PM ,"VIP ROAD, CHACHAL",No ,No,AOC,13-Mar-2026,"INR 2,043,597",365.0,Debabrat Das,13-Mar-2026 12:09 PM,AOC.pdf (3442.00 KB),1.0,288587.0,Himangshu Sarkar,INR,"370,000",1,286814,Ajit Mandal,05-Dec-2025 07:48 PM,Rejected-AOC,Not Awarded,13-Mar-2026 12:10 PM,Finance,Financial bid has been opened,Abani Deka,06-Jan-2026 02:41 PM,,BOQ Comparative Chart,Managing Director,Internal,,Debabrat Das,30-Jan-2026 03:09 PM,finsummary_76831.pdf (910.08 KB),Department of Fisheries||Assam Fisheries Development Corporation Ltd,2025_FD_48322_1,NIT 9/2025,Settlement of Beel Fisheries,Technical,Technical Bid is Opened,Abani Deka,09-Dec-2025 03:17 PM,,Managing Director,Internal,,Debabrat Das,03-Jan-2026 01:25 PM,06-Jan-2026 02:00 PM,techsummary_76831.pdf (4797.00 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,288570.0,PANKAJ DAS,INR,"336,438",2,287130,BIPLAB CHANDRA DAS,03-Dec-2025 08:02 AM,Accepted-AOC,Awarded,13-Mar-2026 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,287142.0,TAPAN TARAFDAR,INR,"610,160",3,288236,Dinabandhu Mandal,05-Dec-2025 05:25 PM,Rejected-AOC,Not Awarded,13-Mar-2026 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4.0,287130.0,BIPLAB CHANDRA DAS,INR,"451,999",4,287044,GAJEN DAS,24-Nov-2025 09:53 PM,Rejected-Technical,Technically unresponsive,03-Jan-2026 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5.0,286980.0,MONJUR AHMED,INR,"70,000",5,288587,Himangshu Sarkar,06-Dec-2025 12:49 PM,Accepted-AOC,Awarded,13-Mar-2026 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6.0,286977.0,MUKIB UDDIN,INR,"205,000",6,288610,KRIPESH RANJAN DAS,06-Dec-2025 01:54 PM,Rejected-Technical,Technically unresponsive,03-Jan-2026 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,286980,MONJUR AHMED,24-Nov-2025 04:33 PM,Accepted-AOC,Awarded,13-Mar-2026 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,286977,MUKIB UDDIN,24-Nov-2025 04:37 PM,Accepted-AOC,Awarded,13-Mar-2026 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,286964,NIRMAL BAIDYA,24-Nov-2025 04:24 PM,Rejected-AOC,Not Awarded,13-Mar-2026 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,287123,NITYANANDA DAS,02-Dec-2025 09:06 PM,Rejected-AOC,Not Awarded,13-Mar-2026 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
