Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
National Health Mission||State Programme Management Unit - NHM,NHM/C-CW/32050/15/2020-Cons/51,2021_NHM_22154_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,EMD and BID SECURITY,12-Jul-2021 09:00 AM,05-Aug-2021 02:30 PM,12-Jul-2021 09:00 AM,04-Aug-2021 02:00 PM,NA ,NA ,12-Jul-2021 09:00 AM,04-Aug-2021 02:00 PM,01-Dec-2021 09:00 AM,"66,858",Yes,percentage,2.0%,"State Health Society, Assam",Guwahati,1.0,EXTENSION,Date,,1.0,DCR - Deposit at call receipt,"1,000","State Health Society, Assam",Guwahati,No,"MD,NHM","O/o the Mission Director, NHM, Assam, Guwahati-5","Repairing Renovation of 210 Nos of Subcentres to upgrade them as Health and Wellness Centre, Pkg No. NHM/HWC/SC/Grp-10, 6 nos of scheme in Chirang District","Repairing Renovation of 210 Nos of Subcentres to upgrade them as Health and Wellness Centre, Pkg No. NHM/HWC/SC/Grp-10, 6 nos of scheme in Chirang District",Please refer Tender documents. ,NA ,"33,42,914",Civil Works,NA ,Tender,180.0,100.0,Chirang,783390.0,NA ,NA ,NA ,"NHM, Guwahati",No ,No,AOC,26-Mar-2026,"INR 2,925,000",100.0,Dipjyoti Deka,26-Mar-2026 11:02 AM,HWCGRP10CHIRANG.pdf (160.00 KB),AOC,1.0,119519.0,MRINAL ADHIKARY,INR,"2,925,000",1.0,120576.0,CHAINO BASUMATARY,04-Aug-2021 11:56 AM,Rejected-Finance,L2 bidder is not accepted,26-Mar-2026 10:58 AM,Finance,Financial bid is opened,Dipjyoti Deka,26-Mar-2026 10:54 AM,finance_34368.pdf,BOQ Comparative Chart,OSD,Internal,,Dipjyoti Deka,26-Mar-2026 10:58 AM,finsummary_34368.pdf (159.52 KB),National Health Mission||State Programme Management Unit - NHM,2021_NHM_22154_10,NHM/C-CW/32050/15/2020-Cons/51,"Repairing Renovation of 210 Nos of Subcentres to upgrade them as Health and Wellness Centre, Pkg No. NHM/HWC/SC/Grp-10, 6 nos of scheme in Chirang District",Technical,TECH SUMMARY,Dipjyoti Deka,30-Nov-2021 07:14 PM,technical_34368.pdf,ED,Internal,,Dipjyoti Deka,30-Nov-2021 07:15 PM,01-Dec-2021 09:00 AM,techsummary_34368.pdf (397.89 KB),AOC
,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2.0,120112.0,HIRANYA KR KALITA,26-Jul-2021 08:00 PM,Rejected-Finance,L4 bidder is not accepted,26-Mar-2026 10:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Technical qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3.0,119519.0,MRINAL ADHIKARY,04-Aug-2021 09:41 AM,Accepted-AOC,L1 bidder is awarded,26-Mar-2026 11:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4.0,120560.0,Simanta Das,04-Aug-2021 12:33 PM,Rejected-Finance,L3 bidder is not accepted,26-Mar-2026 10:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
