object_id,total_expenditure_value
18-300-00104,25471000.0
18-301-00112,78293700.0
18-302-00115,9212000.0
18-302-00116,3842000.0
18-303-00122,126845364.0
18-304-00128,25224000.0
18-305-00134,77458000.0
18-306-00137,4466500.0
18-306-00138,2532900.0
18-306-00140,700000.0
18-308-00150,74146000.0
18-310-00158,2634000.0
18-312-00170,7697700.0
18-312-00171,2077500.0
18-312-00277,45000000.0
18-323-00226,41765700.0
18-325-00239,18152900.0
18-325-00270,2813500.0
18-326-00246,35647800.0
