revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,elevation_mean,slope_mean
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,78.79219717147465,84.47987995648423
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,45.44530531380457,83.95580758306295
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,52.87785719564598,83.40130599575578
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,105.5013202436825,85.52380243132062
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,46.15189471516344,84.50348394183133
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,41.02821814313982,83.68098951204824
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,39.496441211932634,83.76536631532548
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,92.31468886649155,86.36392422643186
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,29.263969812576327,74.39763158790234
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,32.46904442188234,81.59882385906687
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,30.191657845616813,82.91732992881211
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,27.608446798917946,79.26261496844003
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,34.97115206368246,83.55185104410883
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,39.453602129711285,84.5885717582481
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,32.63004900265286,78.08820477515214
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,59.73204800782975,85.97952423520802
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,47.944530991833076,84.37060041407868
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,52.50374767053338,86.91016263166104
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,50.764622797788924,86.76852298553268
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,37.43136108188915,75.77531006035103
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,36.8667518660227,70.42110016935332
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,39.79995675015583,82.37309859692417
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,40.541213798690336,82.45302344991806
Bajali (Pt),Bajali (Pt),,167,BAJALI,18-799-00124,18-799,46.85477632425066,85.1612231382749
Jalah (Pt),Jalah (Pt),,41,BAJALI,18-799-00125,18-799,49.920490721329294,85.72929769392033
Bhuragaon,Bhuragaon,,219,MORIGAON,18-304-00126,18-304,54.00859931029422,75.34949005796463
Laharighat,Laharighat,,233,MORIGAON,18-304-00127,18-304,56.46384076057126,79.4675655989257
Marigaon,Morigaon,y,390,MORIGAON,18-304-00128,18-304,72.92780860675275,83.28153652803603
Mikirbheta,Mikirbheta,,184,MORIGAON,18-304-00129,18-304,58.61734379439211,82.6346657342046
Kaliabor,Kaliabor,,580,NAGAON,18-305-00130,18-305,93.01586744617833,85.47859290040228
Samaguri,Samaguri,,342,NAGAON,18-305-00131,18-305,85.4138997460709,87.67300121689016
Rupahi,Rupahi,,306,NAGAON,18-305-00132,18-305,64.57297461923604,85.40360586958063
Dhing,Dhing,,248,NAGAON,18-305-00133,18-305,60.3559960241272,83.92544267199374
Nagaon,Nagaon,y,372,NAGAON,18-305-00134,18-305,63.382316480573614,86.56677969030085
Raha,Raha,,341,NAGAON,18-305-00135,18-305,70.58056320285353,85.06440007832092
Kampur,Kampur,,375,NAGAON,18-305-00136,18-305,64.44378363069951,86.7427546492967
Dhekiajuli (Pt),Dhekiajuli (Pt),,1231,SONITPUR,18-306-00137,18-306,97.14470828990038,82.71457025603276
Chariduar,Chariduar,,1000,SONITPUR,18-306-00138,18-306,103.42159312084362,84.80571375087297
Tezpur,Tezpur,y,546,SONITPUR,18-306-00139,18-306,64.66476059673636,77.1570534125108
Na-Duar,Naduar,,668,SONITPUR,18-306-00140,18-306,77.0725956683155,81.96285039647408
Narayanpur,Narayanpur,,380,LAKHIMPUR,18-307-00141,18-307,86.5793259031159,83.695627150401
Bihpuria,Bihpuria,,407,LAKHIMPUR,18-307-00142,18-307,95.01211214176011,82.91838476008152
Naobaicha,Nowboicha,,330,LAKHIMPUR,18-307-00143,18-307,107.96224923100733,84.4004952506239
Kadam,Kadam,,523,LAKHIMPUR,18-307-00144,18-307,112.1151378303493,83.46208048738552
North Lakhimpur,North Lakhimpur,y,616,LAKHIMPUR,18-307-00145,18-307,90.59192900070751,83.25028831476456
Dhakuakhana (Pt-I),Dhakuakhana (Pt-I),,462,LAKHIMPUR,18-307-00146,18-307,92.43370528133991,84.45400526461863
Subansiri (Pt-I),Subansiri (Pt-I),,280,LAKHIMPUR,18-307-00147,18-307,89.50070413701879,85.62358602444809
Dhakuakhana (Pt-II),Dhakuakhana (Pt-II),,9,DHEMAJI,18-308-00148,18-308,96.70865650352144,86.7927308995275
Subansiri (Pt-II),Subansiri (Pt-II),,155,DHEMAJI,18-308-00149,18-308,323.7488377094171,88.52633842624832
Dhemaji,Dhemaji,y,396,DHEMAJI,18-308-00150,18-308,103.2630754713193,84.94532093882385
Sissibargaon,Sissiborgaon,,746,DHEMAJI,18-308-00151,18-308,107.67953780679863,82.03627560251554
Jonai,Jonai,,853,DHEMAJI,18-308-00152,18-308,117.77840468120984,77.75695006672288
Gogamukh,Gogamukh,,324,DHEMAJI,18-308-00153,18-308,99.54299518807784,83.45451775102849
Sadiya,Sadiya,,851,TINSUKIA,18-309-00154,18-309,135.17776474476236,80.76444221021323
Doom Dooma,Doom Dooma,,937,TINSUKIA,18-309-00155,18-309,131.81906852028675,82.69781435871518
Tinsukia,Tinsukia,y,890,TINSUKIA,18-309-00156,18-309,127.71762325830653,83.00881743479815
Margherita,Margherita,,1132,TINSUKIA,18-309-00157,18-309,172.27565051175537,87.26160439296231
Dibrugarh West,Dibrugarh West,,723,DIBRUGARH,18-310-00158,18-310,100.0081161680234,73.42779363569088
Dibrugarh East,Dibrugarh East,,393,DIBRUGARH,18-310-00159,18-310,107.45705065352857,73.72854052039187
Chabua,Chabua,,658,DIBRUGARH,18-310-00160,18-310,111.84073347300797,71.35546633015946
Tengakhat,Tengakhat,,355,DIBRUGARH,18-310-00161,18-310,117.39847095280882,82.69760313338158
Moran,Moran,,395,DIBRUGARH,18-310-00162,18-310,101.84913131623158,83.17962490307573
Tingkhong,Tingkhong,,391,DIBRUGARH,18-310-00163,18-310,109.82184672616926,81.9681244868564
Naharkatiya,Naharkatia,,464,DIBRUGARH,18-310-00164,18-310,143.3362602915628,84.13511045190175
Dimow,Demow,,478,SIVASAGAR,18-311-00165,18-311,94.23142805685812,84.14475343023139
Sibsagar,Sivsagar,y,388,SIVASAGAR,18-311-00166,18-311,91.14141788433113,83.8582198013035
Amguri,Amguri,,315,SIVASAGAR,18-311-00167,18-311,103.52658933987715,86.03833823611598
Nazira,Nazira,,386,SIVASAGAR,18-311-00168,18-311,105.1221491155426,85.60157181661587
Teok,Teok,,450,JORHAT,18-312-00169,18-312,98.31215993250711,85.36132009817794
Titabor,Titabor,,419,JORHAT,18-312-00170,18-312,100.72373641340735,85.7272849004702
Mariani,Mariani,,437,JORHAT,18-312-00171,18-312,150.45324764485173,87.33500011013943
Bokakhat,Bokakhat,,850,GOLAGHAT,18-313-00172,18-313,79.28675122436559,81.0510003146888
Khumtai,Khumtai,,473,GOLAGHAT,18-313-00173,18-313,81.16048568034843,79.72155274227335
Dergaon,Dergaon,,323,GOLAGHAT,18-313-00174,18-313,86.74273178943605,86.56709050595039
Golaghat,Golaghat,y,658,GOLAGHAT,18-313-00175,18-313,103.13090323414445,85.65122545373855
Morangi,Morangi,,319,GOLAGHAT,18-313-00176,18-313,101.67632451373034,85.79436589227683
Sarupathar,Sarupathar,,900,GOLAGHAT,18-313-00177,18-313,130.418309394547,83.33293701061221
Diphu,Diphu,y,2468,KARBI ANGLONG,18-314-00178,18-314,240.9662681694906,88.99768928724806
Silonijan,Silonijan,,1566,KARBI ANGLONG,18-314-00179,18-314,386.966191170997,89.21659080678751
