revenue_ci,district_3,district_1,revenue_cr,HQ,area,are_new,mean,count,object_id
Gossaigaon (Pt),KOKRAJHAR,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.4042670726031143,19202,18-300-00101
Bhowraguri,KOKRAJHAR,Kokrajhar,Bhawraguri,,158892607.3,159,0.3753000375627421,2839,18-300-00102
Dotoma,KOKRAJHAR,Kokrajhar,Dotoma,,303966231.6,304,0.3966958086452233,5464,18-300-00103
Kokrajhar (Pt),KOKRAJHAR,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,0.4240115835901955,17803,18-300-00104
Bagribari (Pt),KOKRAJHAR,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.3672763776693873,5031,18-300-00105
Golokganj (Pt),KOKRAJHAR,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.3715372809619034,1844,18-300-00106
Dhubri (Pt),KOKRAJHAR,Kokrajhar,Dhubri (Pt),,124091385.6,124,0.418298295735236,2214,18-300-00107
Chapar (Pt),KOKRAJHAR,Kokrajhar,Chapar (Pt),,101233159.3,101,0.4381337669292426,1809,18-300-00108
Bagribari (Pt),DHUBRI,Dhubri,Bagribari (Pt),,212860104.4,213,0.2048510260331003,3800,18-301-00109
Agamoni,DHUBRI,Dhubri,Agamoni,,220975059.2,221,0.3523179161563685,3955,18-301-00110
Golokganj (Pt),DHUBRI,Dhubri,Golakganj (Pt),,199162500.1,199,0.2661340069551103,3581,18-301-00111
Dhubri (Pt),DHUBRI,Dhubri,Dhubri (Pt),y,357274694.3,357,0.2526119566255091,6383,18-301-00112
Bilasipara (Pt),DHUBRI,Dhubri,Bilasipara (Pt),,294886928.3,295,0.3381011685037106,5272,18-301-00113
Chapar (Pt),DHUBRI,Dhubri,Chapar (Pt),,195049812.7,195,0.3422633293389389,3501,18-301-00114
Lakhipur,GOALPARA,Goalpara,Lakhipur,,486513089.8,487,0.2294499846484151,8715,18-302-00115
Balijana,GOALPARA,Goalpara,Balijana,,541158544.1,541,0.3418745870835702,9673,18-302-00116
Matia,GOALPARA,Goalpara,Matia,,477602971.1,478,0.3204267215082125,8554,18-302-00117
Dudhnai,GOALPARA,Goalpara,Dudhnoi,,196278296.1,196,0.3763328739604155,3502,18-302-00118
Rangjuli,GOALPARA,Goalpara,Rangjuli,,277190398.1,277,0.345225764014224,4952,18-302-00119
Kalgachia,BARPETA,Barpeta,Kalgachia,,232225684.6,232,0.2894051278426114,4172,18-303-00120
Baghbor,BARPETA,Barpeta,Baghbor,,512830660.7,513,0.2016804613837339,9174,18-303-00121
Barpeta,BARPETA,Barpeta,Barpeta,y,315725333.4,316,0.3148440516742056,5665,18-303-00122
Sarthebari,BARPETA,Barpeta,Sarthebari,,261719921.4,262,0.3687280720733916,4694,18-303-00123
Bajali (Pt),BAJALI,Barpeta,Bajali (Pt),,167129509.3,167,0.3679075763126877,2996,18-799-00124
Jalah (Pt),BAJALI,Barpeta,Jalah (Pt),,41272560.57,41,0.356915954010134,737,18-799-00125
Bhuragaon,MORIGAON,Morigaon,Bhuragaon,,218905955.5,219,0.1862471567647386,3931,18-304-00126
Laharighat,MORIGAON,Morigaon,Laharighat,,232534594.4,233,0.2284280738500765,4164,18-304-00127
Marigaon,MORIGAON,Morigaon,Morigaon,y,389659479.6,390,0.2892891470290556,6978,18-304-00128
Mikirbheta,MORIGAON,Morigaon,Mikirbheta,,183812069.7,184,0.3259711906653073,3295,18-304-00129
Kaliabor,NAGAON,Nagaon,Kaliabor,,580444524.8,580,0.3535690915858226,10411,18-305-00130
Samaguri,NAGAON,Nagaon,Samaguri,,342479635.6,342,0.3800961871133181,6142,18-305-00131
Rupahi,NAGAON,Nagaon,Rupahi,,305559066.5,306,0.3766342329545454,5500,18-305-00132
Dhing,NAGAON,Nagaon,Dhing,,247888462.7,248,0.3382535174679847,4451,18-305-00133
Nagaon,NAGAON,Nagaon,Nagaon,y,372041429.1,372,0.353022734562294,6674,18-305-00134
Raha,NAGAON,Nagaon,Raha,,340889151.3,341,0.3601316838000164,6098,18-305-00135
Kampur,NAGAON,Nagaon,Kampur,,375122906.9,375,0.3480355717218457,6713,18-305-00136
Dhekiajuli (Pt),SONITPUR,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,0.3519157932399169,22141,18-306-00137
Chariduar,SONITPUR,Sonitpur,Chariduar,,999613694.8,1000,0.4152389273721386,17998,18-306-00138
Tezpur,SONITPUR,Sonitpur,Tezpur,y,546146490.7,546,0.2132802190512163,9804,18-306-00139
Na-Duar,SONITPUR,Sonitpur,Naduar,,668195595.7,668,0.3006232671009687,12026,18-306-00140
Narayanpur,LAKHIMPUR,Lakhimpur,Narayanpur,,380387815.9,380,0.2868579479246479,6852,18-307-00141
Bihpuria,LAKHIMPUR,Lakhimpur,Bihpuria,,406987947.4,407,0.2568915688381834,5670,18-307-00142
Naobaicha,LAKHIMPUR,Lakhimpur,Nowboicha,,329777873.3,330,0.4247174293258912,2679,18-307-00143
Kadam,LAKHIMPUR,Lakhimpur,Kadam,,523299066.2,523,0.4211159591545712,9456,18-307-00144
