revenue_ci,district_3,district_1,revenue_cr,HQ,area,are_new,mean,count,object_id
Gossaigaon (Pt),KOKRAJHAR,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.4699887829067284,19202,18-300-00101
Bhowraguri,KOKRAJHAR,Kokrajhar,Bhawraguri,,158892607.3,159,0.398599988098252,2839,18-300-00102
Dotoma,KOKRAJHAR,Kokrajhar,Dotoma,,303966231.6,304,0.3874507250583364,5464,18-300-00103
Kokrajhar (Pt),KOKRAJHAR,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,0.4957988558810313,17803,18-300-00104
Bagribari (Pt),KOKRAJHAR,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.4092359791169747,5031,18-300-00105
Golokganj (Pt),KOKRAJHAR,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.3757066044010981,1844,18-300-00106
Dhubri (Pt),KOKRAJHAR,Kokrajhar,Dhubri (Pt),,124091385.6,124,0.3789479876813742,2214,18-300-00107
Chapar (Pt),KOKRAJHAR,Kokrajhar,Chapar (Pt),,101233159.3,101,0.4532502418463239,1809,18-300-00108
Bagribari (Pt),DHUBRI,Dhubri,Bagribari (Pt),,212860104.4,213,0.1300631713867187,3800,18-301-00109
Agamoni,DHUBRI,Dhubri,Agamoni,,220975059.2,221,0.2605894915552288,3954,18-301-00110
Golokganj (Pt),DHUBRI,Dhubri,Golakganj (Pt),,199162500.1,199,0.2548496460335699,3583,18-301-00111
Dhubri (Pt),DHUBRI,Dhubri,Dhubri (Pt),y,357274694.3,357,0.1541419587276506,6383,18-301-00112
Bilasipara (Pt),DHUBRI,Dhubri,Bilasipara (Pt),,294886928.3,295,0.2854415439062203,5271,18-301-00113
Chapar (Pt),DHUBRI,Dhubri,Chapar (Pt),,195049812.7,195,0.2871274885467991,3501,18-301-00114
Lakhipur,GOALPARA,Goalpara,Lakhipur,,486513089.8,487,0.1834900007395654,8715,18-302-00115
Balijana,GOALPARA,Goalpara,Balijana,,541158544.1,541,0.2958624498494676,9674,18-302-00116
Matia,GOALPARA,Goalpara,Matia,,477602971.1,478,0.2900081810227671,8554,18-302-00117
Dudhnai,GOALPARA,Goalpara,Dudhnoi,,196278296.1,196,0.3483509214042868,3502,18-302-00118
Rangjuli,GOALPARA,Goalpara,Rangjuli,,277190398.1,277,0.3460193196483113,4952,18-302-00119
Kalgachia,BARPETA,Barpeta,Kalgachia,,232225684.6,232,0.2682008210800832,4173,18-303-00120
Baghbor,BARPETA,Barpeta,Baghbor,,512830660.7,513,0.1987499244130192,9173,18-303-00121
Barpeta,BARPETA,Barpeta,Barpeta,y,315725333.4,316,0.2824596058238636,5665,18-303-00122
Sarthebari,BARPETA,Barpeta,Sarthebari,,261719921.4,262,0.2970733707592139,4694,18-303-00123
Bajali (Pt),BAJALI,Barpeta,Bajali (Pt),,167129509.3,167,0.3670925654779289,2996,18-799-00124
Jalah (Pt),BAJALI,Barpeta,Jalah (Pt),,41272560.57,41,0.3656713105283243,737,18-799-00125
Bhuragaon,MORIGAON,Morigaon,Bhuragaon,,218905955.5,219,0.2068896105718042,3933,18-304-00126
Laharighat,MORIGAON,Morigaon,Laharighat,,232534594.4,233,0.2109164028744599,4166,18-304-00127
Marigaon,MORIGAON,Morigaon,Morigaon,y,389659479.6,390,0.3430130997644382,6978,18-304-00128
Mikirbheta,MORIGAON,Morigaon,Mikirbheta,,183812069.7,184,0.3427561735347116,3295,18-304-00129
Kaliabor,NAGAON,Nagaon,Kaliabor,,580444524.8,580,0.4365174342342234,10411,18-305-00130
Samaguri,NAGAON,Nagaon,Samaguri,,342479635.6,342,0.37676241622649,6141,18-305-00131
Rupahi,NAGAON,Nagaon,Rupahi,,305559066.5,306,0.2819338068569285,5499,18-305-00132
Dhing,NAGAON,Nagaon,Dhing,,247888462.7,248,0.2562625553334222,4451,18-305-00133
Nagaon,NAGAON,Nagaon,Nagaon,y,372041429.1,372,0.3495139721306562,6674,18-305-00134
Raha,NAGAON,Nagaon,Raha,,340889151.3,341,0.3542153773522056,6098,18-305-00135
Kampur,NAGAON,Nagaon,Kampur,,375122906.9,375,0.3331861628091017,6713,18-305-00136
Dhekiajuli (Pt),SONITPUR,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,0.3673946335817525,22140,18-306-00137
Chariduar,SONITPUR,Sonitpur,Chariduar,,999613694.8,1000,0.4655200404211579,17998,18-306-00138
Tezpur,SONITPUR,Sonitpur,Tezpur,y,546146490.7,546,0.2048646669466617,9803,18-306-00139
Na-Duar,SONITPUR,Sonitpur,Naduar,,668195595.7,668,0.318387512278085,12026,18-306-00140
Narayanpur,LAKHIMPUR,Lakhimpur,Narayanpur,,380387815.9,380,0.3613027560383829,6852,18-307-00141
Bihpuria,LAKHIMPUR,Lakhimpur,Bihpuria,,406987947.4,407,0.3490747063661979,7342,18-307-00142
Naobaicha,LAKHIMPUR,Lakhimpur,Nowboicha,,329777873.3,330,0.4125030722394086,5960,18-307-00143
Kadam,LAKHIMPUR,Lakhimpur,Kadam,,523299066.2,523,0.4203232158497488,9455,18-307-00144
North Lakhimpur,LAKHIMPUR,Lakhimpur,North Lakhimpur,y,615562945.6,616,0.3455304181948069,11111,18-307-00145
Dhakuakhana (Pt-I),LAKHIMPUR,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,0.3488988980213944,8355,18-307-00146
Subansiri (Pt-I),LAKHIMPUR,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,0.4210448735781404,5055,18-307-00147
Dhakuakhana (Pt-II),DHEMAJI,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,0.4442987442016601,160,18-308-00148
Subansiri (Pt-II),DHEMAJI,Dhemaji,Subansiri (Pt-II),,155210841.0,155,0.6460917328837251,2808,18-308-00149
