revenue_ci,district_3,district_1,revenue_cr,HQ,area,are_new,mean,count,object_id
Gossaigaon (Pt),KOKRAJHAR,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.7490078242989011,19202,18-300-00101
Bhowraguri,KOKRAJHAR,Kokrajhar,Bhawraguri,,158892607.3,159,0.7226613237220412,2839,18-300-00102
Dotoma,KOKRAJHAR,Kokrajhar,Dotoma,,303966231.6,304,0.6829645427742954,5464,18-300-00103
Kokrajhar (Pt),KOKRAJHAR,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,0.758552807111161,17803,18-300-00104
Bagribari (Pt),KOKRAJHAR,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.7971244300959054,5031,18-300-00105
Golokganj (Pt),KOKRAJHAR,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.7937244738001626,1844,18-300-00106
Dhubri (Pt),KOKRAJHAR,Kokrajhar,Dhubri (Pt),,124091385.6,124,0.7140936847193993,2214,18-300-00107
Chapar (Pt),KOKRAJHAR,Kokrajhar,Chapar (Pt),,101233159.3,101,0.7635998069548093,1809,18-300-00108
Bagribari (Pt),DHUBRI,Dhubri,Bagribari (Pt),,212860104.4,213,0.3297072252265029,3801,18-301-00109
Agamoni,DHUBRI,Dhubri,Agamoni,,220975059.2,221,0.6022644197331816,3954,18-301-00110
Golokganj (Pt),DHUBRI,Dhubri,Golakganj (Pt),,199162500.1,199,0.6547475437395339,3583,18-301-00111
Dhubri (Pt),DHUBRI,Dhubri,Dhubri (Pt),y,357274694.3,357,0.4068355473645817,6383,18-301-00112
Bilasipara (Pt),DHUBRI,Dhubri,Bilasipara (Pt),,294886928.3,295,0.5830140178952485,5272,18-301-00113
Chapar (Pt),DHUBRI,Dhubri,Chapar (Pt),,195049812.7,195,0.54940185546875,3500,18-301-00114
Lakhipur,GOALPARA,Goalpara,Lakhipur,,486513089.8,487,0.3752677282791882,8715,18-302-00115
Balijana,GOALPARA,Goalpara,Balijana,,541158544.1,541,0.6005717039551892,9674,18-302-00116
Matia,GOALPARA,Goalpara,Matia,,477602971.1,478,0.5766864140679799,8554,18-302-00117
Dudhnai,GOALPARA,Goalpara,Dudhnoi,,196278296.1,196,0.7111184094579883,3502,18-302-00118
Rangjuli,GOALPARA,Goalpara,Rangjuli,,277190398.1,277,0.6820097447211985,4952,18-302-00119
Kalgachia,BARPETA,Barpeta,Kalgachia,,232225684.6,232,0.3720680887838566,4172,18-303-00120
Baghbor,BARPETA,Barpeta,Baghbor,,512830660.7,513,0.2504210128576294,9175,18-303-00121
Barpeta,BARPETA,Barpeta,Barpeta,y,315725333.4,316,0.5364178084317078,5665,18-303-00122
Sarthebari,BARPETA,Barpeta,Sarthebari,,261719921.4,262,0.5581046885818332,4694,18-303-00123
Bajali (Pt),BAJALI,Barpeta,Bajali (Pt),,167129509.3,167,0.7129362587616822,2996,18-799-00124
Jalah (Pt),BAJALI,Barpeta,Jalah (Pt),,41272560.57,41,0.727804238307751,737,18-799-00125
Bhuragaon,MORIGAON,Morigaon,Bhuragaon,,218905955.5,219,0.1181537580647724,3933,18-304-00126
Laharighat,MORIGAON,Morigaon,Laharighat,,232534594.4,233,0.3705852506713574,4166,18-304-00127
