count_pixels_pw,permanent_water_area,object_id
410.0,328786.121388229,18-300-00101
150.0,120449.273721596,18-300-00102
71.0,56962.0170939987,18-300-00103
290.0,232461.19320666,18-300-00104
151.0,121382.877002203,18-300-00105
,,18-300-00106
112.0,90087.6718867585,18-300-00107
774.0,621800.993211678,18-300-00108
19813.0,15945093.4882788,18-301-00109
5059.0,4068350.71119003,18-301-00110
1924.0,1547675.64152208,18-301-00111
15481.0,12469164.2381849,18-301-00112
339.0,272502.911955351,18-301-00113
6287.0,5052882.00315499,18-301-00114
48431.0,38990443.5048923,18-302-00115
20937.0,16858384.9859713,18-302-00116
11709.0,9428123.16893031,18-302-00117
,,18-302-00118
342.0,275521.67119501,18-302-00119
11509.0,9247167.30598579,18-303-00120
38729.0,31139711.6362806,18-303-00121
7783.0,6251704.61706191,18-303-00122
,,18-303-00123
2.0,1604.24497029696,18-799-00124
18.0,14425.8569372194,18-799-00125
22066.0,17719518.8960496,18-304-00126
15090.0,12113015.9798543,18-304-00127
484.0,389223.40311166,18-304-00128
,,18-304-00129
3930.0,3151270.62222483,18-305-00130
,,18-305-00131
127.0,101889.994059355,18-305-00132
970.0,778505.737711936,18-305-00133
,,18-305-00134
352.0,283088.676126283,18-305-00135
1227.0,987662.024354042,18-305-00136
30849.0,24697996.0819527,18-306-00137
6380.0,5102298.34601714,18-306-00138
50039.0,40100885.1729058,18-306-00139
23227.0,18591525.3573602,18-306-00140
5912.0,4723819.47723099,18-307-00141
5999.0,4789223.89534106,18-307-00142
1177.0,938800.38956161,18-307-00143
9248.0,7363027.68497677,18-307-00144
8947.0,7136347.4585154,18-307-00145
7786.0,6206206.3614441,18-307-00146
568.0,452848.832029498,18-307-00147
,,18-308-00148
1588.0,1261956.63607928,18-308-00149
11.0,8750.29543484869,18-308-00150
12279.0,9762360.04345297,18-308-00151
28978.0,22993985.4908688,18-308-00152
3059.0,2434103.67059679,18-308-00153
35033.0,27776058.651158,18-309-00154
13865.0,11013162.1120577,18-309-00155
9738.0,7742680.11168093,18-309-00156
2401.0,1910389.61560563,18-309-00157
56662.0,45126604.0594148,18-310-00158
21878.0,17401359.5881193,18-310-00159
47204.0,37519441.5598579,18-310-00160
1193.0,949866.071102786,18-310-00161
492.0,392170.896336053,18-310-00162
66.0,52614.0536041952,18-310-00163
2173.0,1732211.47962203,18-310-00164
2183.0,1741680.66934196,18-311-00165
8945.0,7147055.10152338,18-311-00166
975.0,779890.456350381,18-311-00167
351.0,280708.222138928,18-311-00168
10.0,8000.95871888899,18-312-00169
,,18-312-00170
,,18-312-00171
36811.0,29481049.2905919,18-313-00172
33581.0,26881548.1141064,18-313-00173
109.0,87296.5077298597,18-313-00174
58.0,46564.9974000338,18-313-00175
1.0,802.240947517204,18-313-00176
113.0,90932.3565882855,18-313-00177
,,18-314-00178
,,18-314-00179
12467.0,10078520.3648186,18-315-00180
1.0,810.972241942544,18-315-00181
,,18-315-00182
,,18-315-00183
5834.0,4738702.56147559,18-316-00184
6431.0,5230517.70684756,18-316-00185
19.0,15436.2752930251,18-316-00186
1526.0,1243532.54648764,18-316-00187
1989.0,1617423.39959593,18-316-00188
214.0,174013.081051042,18-317-00189
290.0,235862.584726419,18-317-00190
7.0,5697.29597828226,18-317-00191
2.0,1631.25309414845,18-317-00192
10.0,8154.07735511365,18-317-00193
844.0,686568.321786166,18-318-00194
11.0,8955.75654961761,18-318-00195
37.0,30148.9183011661,18-318-00196
28.0,22857.5945333222,18-318-00197
,,18-319-00198
43452.0,34923416.7335307,18-319-00199
1775.0,1425936.60244326,18-319-00200
925.0,742489.686925969,18-319-00201
1066.0,855442.101071618,18-319-00202
47.0,37713.0436806409,18-320-00203
,,18-320-00204
1.0,800.557472784806,18-320-00205
32.0,25671.2120603348,18-320-00206
