object_id,health_centres_count
18-300-00101,49
18-300-00102,21
18-300-00103,28
18-300-00104,32
18-300-00105,12
18-300-00106,5
18-300-00107,9
18-300-00108,7
18-301-00109,16
18-301-00110,29
18-301-00111,22
18-301-00112,32
18-301-00113,39
18-301-00114,12
18-301-00274,1
18-302-00115,36
18-302-00116,43
18-302-00117,36
18-302-00118,19
18-302-00119,20
18-303-00120,28
18-303-00121,43
18-303-00122,55
18-303-00123,40
18-303-00264,26
18-303-00266,13
18-304-00126,9
18-304-00127,25
18-304-00128,34
18-304-00129,22
18-304-00271,26
18-305-00130,44
18-305-00131,26
18-305-00132,52
18-305-00133,42
18-305-00134,42
18-305-00135,37
18-305-00136,34
18-306-00137,57
18-306-00138,37
18-306-00139,30
18-306-00140,34
18-307-00141,16
18-307-00142,25
18-307-00143,13
18-307-00144,13
18-307-00145,21
18-307-00146,26
18-307-00147,10
18-308-00148,1
18-308-00149,2
18-308-00150,18
18-308-00151,27
18-308-00152,6
18-308-00153,19
18-309-00154,8
18-309-00155,43
18-309-00156,34
18-309-00157,34
18-310-00158,25
18-310-00159,8
18-310-00160,30
18-310-00161,26
18-310-00162,32
18-310-00163,20
18-310-00164,28
18-311-00165,27
18-311-00166,36
18-311-00167,36
18-311-00168,44
18-312-00169,23
18-312-00170,33
18-312-00171,9
18-312-00276,32
18-312-00277,9
18-313-00172,23
18-313-00173,14
18-313-00174,30
18-313-00175,46
18-313-00176,1
18-313-00177,39
18-314-00178,4
18-314-00179,5
18-314-00275,21
18-315-00180,1
18-315-00181,1
18-315-00182,1
18-315-00183,1
18-316-00184,21
18-316-00185,71
18-316-00186,9
18-316-00187,38
18-316-00188,37
18-317-00189,14
18-317-00190,13
18-317-00191,11
18-317-00192,28
18-317-00193,30
18-318-00194,15
18-318-00195,16
18-318-00196,20
18-318-00197,36
18-319-00198,13
18-319-00199,17
18-319-00200,35
18-319-00201,5
18-319-00202,18
18-320-00203,1
18-320-00204,1
18-320-00205,19
18-320-00206,18
18-320-00207,29
18-321-00208,24
18-321-00209,5
18-321-00210,39
18-321-00211,35
18-321-00212,30
18-321-00213,10
18-321-00214,16
18-321-00215,12
18-321-00216,28
18-321-00217,15
18-321-00218,2
18-321-00272,43
18-321-00273,23
18-322-00219,1
18-322-00220,42
18-322-00221,7
18-322-00267,2
18-323-00222,15
18-323-00223,35
18-323-00224,28
18-323-00225,21
18-323-00226,19
18-323-00227,3
18-323-00228,20
18-323-00230,1
18-324-00231,14
18-324-00232,6
18-324-00233,23
18-324-00234,12
18-324-00260,14
18-324-00262,25
18-324-00263,15
18-325-00237,7
18-325-00238,21
18-325-00239,36
18-325-00269,28
18-325-00270,37
18-326-00240,1
18-326-00241,3
18-326-00242,1
18-326-00243,1
18-326-00244,3
18-326-00245,1
18-326-00246,1
18-326-00247,1
18-326-00268,3
18-755-00248,21
18-755-00278,37
18-755-00279,24
18-756-00249,38
18-756-00250,36
18-756-00251,26
18-757-00252,19
18-757-00253,20
18-757-00254,52
18-758-00256,35
18-758-00257,34
18-759-00255,25
18-760-00280,12
18-760-00281,20
18-799-00124,27
18-799-00125,5
18-799-00265,38
18-816-00235,2
18-816-00236,1
18-816-00258,2
18-816-00259,31
18-816-00261,31
