revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,sum_population
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,328832.71875
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,56999.0546875
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,203066.25
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,337606.625
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,115056.6953125
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,47620.3828125
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,77930.953125
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,107350.0
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,182044.453125
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,172763.8125
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,160917.125
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,383174.9375
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,304757.03125
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,63455.609375
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,216371.515625
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,303260.15625
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,297283.6875
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,79968.765625
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,137157.8125
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,209398.34375
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,308408.875
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,392274.5625
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,203172.171875
Bajali (Pt),Bajali (Pt),,167,BAJALI,18-799-00124,18-799,118382.125
Jalah (Pt),Jalah (Pt),,41,BAJALI,18-799-00125,18-799,22981.68359375
Bhuragaon,Bhuragaon,,219,MORIGAON,18-304-00126,18-304,119382.7421875
Laharighat,Laharighat,,233,MORIGAON,18-304-00127,18-304,259897.25
Marigaon,Morigaon,y,390,MORIGAON,18-304-00128,18-304,234940.28125
Mikirbheta,Mikirbheta,,184,MORIGAON,18-304-00129,18-304,193979.890625
Kaliabor,Kaliabor,,580,NAGAON,18-305-00130,18-305,281307.3125
Samaguri,Samaguri,,342,NAGAON,18-305-00131,18-305,367769.25
Rupahi,Rupahi,,306,NAGAON,18-305-00132,18-305,274453.65625
Dhing,Dhing,,248,NAGAON,18-305-00133,18-305,417868.5625
Nagaon,Nagaon,y,372,NAGAON,18-305-00134,18-305,446749.0
Raha,Raha,,341,NAGAON,18-305-00135,18-305,177086.203125
Kampur,Kampur,,375,NAGAON,18-305-00136,18-305,263027.96875
Dhekiajuli (Pt),Dhekiajuli (Pt),,1231,SONITPUR,18-306-00137,18-306,521234.9375
Chariduar,Chariduar,,1000,SONITPUR,18-306-00138,18-306,281436.4375
Tezpur,Tezpur,y,546,SONITPUR,18-306-00139,18-306,381984.40625
Na-Duar,Naduar,,668,SONITPUR,18-306-00140,18-306,230290.09375
Narayanpur,Narayanpur,,380,LAKHIMPUR,18-307-00141,18-307,143233.53125
Bihpuria,Bihpuria,,407,LAKHIMPUR,18-307-00142,18-307,256316.125
Naobaicha,Nowboicha,,330,LAKHIMPUR,18-307-00143,18-307,157542.109375
Kadam,Kadam,,523,LAKHIMPUR,18-307-00144,18-307,101531.15625
North Lakhimpur,North Lakhimpur,y,616,LAKHIMPUR,18-307-00145,18-307,242196.390625
Dhakuakhana (Pt-I),Dhakuakhana (Pt-I),,462,LAKHIMPUR,18-307-00146,18-307,115104.9765625
Subansiri (Pt-I),Subansiri (Pt-I),,280,LAKHIMPUR,18-307-00147,18-307,100400.1640625
Dhakuakhana (Pt-II),Dhakuakhana (Pt-II),,9,DHEMAJI,18-308-00148,18-308,3038.9638671875
Subansiri (Pt-II),Subansiri (Pt-II),,155,DHEMAJI,18-308-00149,18-308,7119.75341796875
Dhemaji,Dhemaji,y,396,DHEMAJI,18-308-00150,18-308,137124.125
Sissibargaon,Sissiborgaon,,746,DHEMAJI,18-308-00151,18-308,260967.78125
Jonai,Jonai,,853,DHEMAJI,18-308-00152,18-308,167871.046875
Gogamukh,Gogamukh,,324,DHEMAJI,18-308-00153,18-308,100943.7578125
Sadiya,Sadiya,,851,TINSUKIA,18-309-00154,18-309,102264.3046875
Doom Dooma,Doom Dooma,,937,TINSUKIA,18-309-00155,18-309,459904.84375
Tinsukia,Tinsukia,y,890,TINSUKIA,18-309-00156,18-309,431313.375
Margherita,Margherita,,1132,TINSUKIA,18-309-00157,18-309,361675.6875
Dibrugarh West,Dibrugarh West,,723,DIBRUGARH,18-310-00158,18-310,187192.140625
Dibrugarh East,Dibrugarh East,,393,DIBRUGARH,18-310-00159,18-310,241455.828125
Chabua,Chabua,,658,DIBRUGARH,18-310-00160,18-310,171837.3125
Tengakhat,Tengakhat,,355,DIBRUGARH,18-310-00161,18-310,250947.71875
Moran,Moran,,395,DIBRUGARH,18-310-00162,18-310,179998.3125
Tingkhong,Tingkhong,,391,DIBRUGARH,18-310-00163,18-310,191492.125
Naharkatiya,Naharkatia,,464,DIBRUGARH,18-310-00164,18-310,243439.40625
Dimow,Demow,,478,SIVASAGAR,18-311-00165,18-311,191932.15625
Sibsagar,Sivsagar,y,388,SIVASAGAR,18-311-00166,18-311,191643.75
Amguri,Amguri,,315,SIVASAGAR,18-311-00167,18-311,156543.359375
Nazira,Nazira,,386,SIVASAGAR,18-311-00168,18-311,231957.8125
Teok,Teok,,450,JORHAT,18-312-00169,18-312,154254.328125
Titabor,Titabor,,419,JORHAT,18-312-00170,18-312,272017.8125
Mariani,Mariani,,437,JORHAT,18-312-00171,18-312,155541.515625
Bokakhat,Bokakhat,,850,GOLAGHAT,18-313-00172,18-313,203444.203125
Khumtai,Khumtai,,473,GOLAGHAT,18-313-00173,18-313,109714.34375
Dergaon,Dergaon,,323,GOLAGHAT,18-313-00174,18-313,153492.5625
Golaghat,Golaghat,y,658,GOLAGHAT,18-313-00175,18-313,399732.09375
Morangi,Morangi,,319,GOLAGHAT,18-313-00176,18-313,136761.90625
Sarupathar,Sarupathar,,900,GOLAGHAT,18-313-00177,18-313,259899.640625
Diphu,Diphu,y,2468,KARBI ANGLONG,18-314-00178,18-314,288901.25
