revenue_ci,revenue_cr,HQ,are_new,dtname,object_id,dtcode11,sum_population
Gossaigaon (Pt),Gossaigaon (Pt),,1069,KOKRAJHAR,18-300-00101,18-300,329295.1875
Bhowraguri,Bhawraguri,,159,KOKRAJHAR,18-300-00102,18-300,57395.32421875
Dotoma,Dotoma,,304,KOKRAJHAR,18-300-00103,18-300,204513.140625
Kokrajhar (Pt),Kokrajhar (Pt),y,990,KOKRAJHAR,18-300-00104,18-300,331973.4375
Bagribari (Pt),Bagribari (Pt),,281,KOKRAJHAR,18-300-00105,18-300,110615.921875
Golokganj (Pt),Golokganj (Pt),,103,KOKRAJHAR,18-300-00106,18-300,46957.703125
Dhubri (Pt),Dhubri (Pt),,124,KOKRAJHAR,18-300-00107,18-300,74737.6015625
Chapar (Pt),Chapar (Pt),,101,KOKRAJHAR,18-300-00108,18-300,105680.015625
Bagribari (Pt),Bagribari (Pt),,213,DHUBRI,18-301-00109,18-301,180353.9375
Agamoni,Agamoni,,221,DHUBRI,18-301-00110,18-301,169335.734375
Golokganj (Pt),Golakganj (Pt),,199,DHUBRI,18-301-00111,18-301,154558.9375
Dhubri (Pt),Dhubri (Pt),y,357,DHUBRI,18-301-00112,18-301,373213.4375
Bilasipara (Pt),Bilasipara (Pt),,295,DHUBRI,18-301-00113,18-301,293883.59375
Chapar (Pt),Chapar (Pt),,195,DHUBRI,18-301-00114,18-301,62903.7578125
Lakhipur,Lakhipur,,487,GOALPARA,18-302-00115,18-302,210713.53125
Balijana,Balijana,,541,GOALPARA,18-302-00116,18-302,293420.375
Matia,Matia,,478,GOALPARA,18-302-00117,18-302,289603.78125
Dudhnai,Dudhnoi,,196,GOALPARA,18-302-00118,18-302,78076.5234375
Rangjuli,Rangjuli,,277,GOALPARA,18-302-00119,18-302,133391.53125
Kalgachia,Kalgachia,,232,BARPETA,18-303-00120,18-303,203549.734375
Baghbor,Baghbor,,513,BARPETA,18-303-00121,18-303,300085.96875
Barpeta,Barpeta,y,316,BARPETA,18-303-00122,18-303,382265.21875
Sarthebari,Sarthebari,,262,BARPETA,18-303-00123,18-303,197337.0
Bajali (Pt),Bajali (Pt),,167,BAJALI,18-799-00124,18-799,115642.09375
Jalah (Pt),Jalah (Pt),,41,BAJALI,18-799-00125,18-799,21576.576171875
Bhuragaon,Bhuragaon,,219,MORIGAON,18-304-00126,18-304,116275.484375
Laharighat,Laharighat,,233,MORIGAON,18-304-00127,18-304,253679.375
Marigaon,Morigaon,y,390,MORIGAON,18-304-00128,18-304,227490.09375
Mikirbheta,Mikirbheta,,184,MORIGAON,18-304-00129,18-304,188663.28125
Kaliabor,Kaliabor,,580,NAGAON,18-305-00130,18-305,274273.0
Samaguri,Samaguri,,342,NAGAON,18-305-00131,18-305,356995.84375
Rupahi,Rupahi,,306,NAGAON,18-305-00132,18-305,269413.0625
Dhing,Dhing,,248,NAGAON,18-305-00133,18-305,405987.90625
Nagaon,Nagaon,y,372,NAGAON,18-305-00134,18-305,436288.0
Raha,Raha,,341,NAGAON,18-305-00135,18-305,171735.984375
Kampur,Kampur,,375,NAGAON,18-305-00136,18-305,255035.578125
Dhekiajuli (Pt),Dhekiajuli (Pt),,1231,SONITPUR,18-306-00137,18-306,513203.6875
Chariduar,Chariduar,,1000,SONITPUR,18-306-00138,18-306,275757.5
Tezpur,Tezpur,y,546,SONITPUR,18-306-00139,18-306,374787.09375
Na-Duar,Naduar,,668,SONITPUR,18-306-00140,18-306,227187.734375
Narayanpur,Narayanpur,,380,LAKHIMPUR,18-307-00141,18-307,139352.4375
Bihpuria,Bihpuria,,407,LAKHIMPUR,18-307-00142,18-307,252435.40625
Naobaicha,Nowboicha,,330,LAKHIMPUR,18-307-00143,18-307,153683.609375
Kadam,Kadam,,523,LAKHIMPUR,18-307-00144,18-307,99021.09375
North Lakhimpur,North Lakhimpur,y,616,LAKHIMPUR,18-307-00145,18-307,236862.796875
Dhakuakhana (Pt-I),Dhakuakhana (Pt-I),,462,LAKHIMPUR,18-307-00146,18-307,114012.6875
Subansiri (Pt-I),Subansiri (Pt-I),,280,LAKHIMPUR,18-307-00147,18-307,97504.5234375
Dhakuakhana (Pt-II),Dhakuakhana (Pt-II),,9,DHEMAJI,18-308-00148,18-308,2894.84228515625
Subansiri (Pt-II),Subansiri (Pt-II),,155,DHEMAJI,18-308-00149,18-308,6961.564453125
Dhemaji,Dhemaji,y,396,DHEMAJI,18-308-00150,18-308,134838.421875
Sissibargaon,Sissiborgaon,,746,DHEMAJI,18-308-00151,18-308,253755.59375
Jonai,Jonai,,853,DHEMAJI,18-308-00152,18-308,165641.359375
Gogamukh,Gogamukh,,324,DHEMAJI,18-308-00153,18-308,98813.390625
Sadiya,Sadiya,,851,TINSUKIA,18-309-00154,18-309,100476.3203125
Doom Dooma,Doom Dooma,,937,TINSUKIA,18-309-00155,18-309,451846.375
Tinsukia,Tinsukia,y,890,TINSUKIA,18-309-00156,18-309,421652.375
Margherita,Margherita,,1132,TINSUKIA,18-309-00157,18-309,356504.28125
Dibrugarh West,Dibrugarh West,,723,DIBRUGARH,18-310-00158,18-310,185089.296875
Dibrugarh East,Dibrugarh East,,393,DIBRUGARH,18-310-00159,18-310,239202.9375
Chabua,Chabua,,658,DIBRUGARH,18-310-00160,18-310,168290.046875
Tengakhat,Tengakhat,,355,DIBRUGARH,18-310-00161,18-310,251793.609375
Moran,Moran,,395,DIBRUGARH,18-310-00162,18-310,178791.984375
Tingkhong,Tingkhong,,391,DIBRUGARH,18-310-00163,18-310,190859.34375
Naharkatiya,Naharkatia,,464,DIBRUGARH,18-310-00164,18-310,239648.734375
Dimow,Demow,,478,SIVASAGAR,18-311-00165,18-311,189438.828125
Sibsagar,Sivsagar,y,388,SIVASAGAR,18-311-00166,18-311,192086.78125
Amguri,Amguri,,315,SIVASAGAR,18-311-00167,18-311,156500.359375
Nazira,Nazira,,386,SIVASAGAR,18-311-00168,18-311,231928.9375
Teok,Teok,,450,JORHAT,18-312-00169,18-312,153346.90625
Titabor,Titabor,,419,JORHAT,18-312-00170,18-312,272866.5
Mariani,Mariani,,437,JORHAT,18-312-00171,18-312,152328.796875
Bokakhat,Bokakhat,,850,GOLAGHAT,18-313-00172,18-313,199556.390625
Khumtai,Khumtai,,473,GOLAGHAT,18-313-00173,18-313,106675.8125
Dergaon,Dergaon,,323,GOLAGHAT,18-313-00174,18-313,152502.0625
Golaghat,Golaghat,y,658,GOLAGHAT,18-313-00175,18-313,395527.8125
Morangi,Morangi,,319,GOLAGHAT,18-313-00176,18-313,136513.0625
Sarupathar,Sarupathar,,900,GOLAGHAT,18-313-00177,18-313,255375.90625
Diphu,Diphu,y,2468,KARBI ANGLONG,18-314-00178,18-314,279396.9375
Silonijan,Silonijan,,1566,KARBI ANGLONG,18-314-00179,18-314,99026.5859375
Umrangso,Umrangso,,1460,DIMA HASAO,18-315-00180,18-315,94508.96875
Haflong,Haflong,y,1024,DIMA HASAO,18-315-00181,18-315,69123.5078125
Mahur,Mahur,,568,DIMA HASAO,18-315-00182,18-315,33360.48828125
Maibong,Maibong,,1832,DIMA HASAO,18-315-00183,18-315,72040.5546875
Katigora,Katigorah,,744,CACHAR,18-316-00184,18-316,305746.34375
Silchar,Silchar,y,838,CACHAR,18-316-00185,18-316,703053.8125
Udarbond,Udharbond,,447,CACHAR,18-316-00186,18-316,169878.609375
Sonai,Sonai,,1000,CACHAR,18-316-00187,18-316,344885.96875
Lakhipur,Lakhipur,,754,CACHAR,18-316-00188,18-316,451246.375
Karimganj,Karimganj,y,178,KARIMGANJ,18-317-00189,18-317,309018.25
Badarpur,Badarpur,,134,KARIMGANJ,18-317-00190,18-317,152110.109375
Nilambazar,Nilambazar,,280,KARIMGANJ,18-317-00191,18-317,236275.28125
Patharkandi,Patherkandi,,672,KARIMGANJ,18-317-00192,18-317,271381.65625
RamkrishnaNagar,RK Nagar,,575,KARIMGANJ,18-317-00193,18-317,310314.125
Algapur,Algapur,,156,HAILAKANDI,18-318-00194,18-318,115637.890625
Hailakandi,Hailakandi,y,161,HAILAKANDI,18-318-00195,18-318,163979.703125
Lala,Lala,,270,HAILAKANDI,18-318-00196,18-318,234362.125
Katlichara,Katlicherra,,742,HAILAKANDI,18-318-00197,18-318,197097.0
Bongaigaon(Pt),"Bongaigaon
(Pt)",y,189,BONGAIGAON,18-319-00198,18-319,140495.796875
Boitamari,Boitamari,,297,BONGAIGAON,18-319-00199,18-319,124049.328125
Srijangram,Srijangram,,348,BONGAIGAON,18-319-00200,18-319,303614.84375
Sidli (Pt-II),Sidli (Pt-II),,85,BONGAIGAON,18-319-00201,18-319,54990.6640625
Manikpur,Manikpur,,169,BONGAIGAON,18-319-00202,18-319,131696.8125
Kokrajhar (Pt),Kokrajhar (Pt),,13,CHIRANG,18-320-00203,18-320,10842.232421875
Barnagar (Pt),Barnagar (Pt),,34,CHIRANG,18-320-00204,18-320,19207.5234375
Bengtal,Bengtal,,716,CHIRANG,18-320-00205,18-320,114125.78125
Sidli (Pt),Sidli (Pt),,229,CHIRANG,18-320-00206,18-320,115094.1484375
Bijni (Pt),Bijni (Pt),,934,CHIRANG,18-320-00207,18-320,326004.1875
Rangia(Pt),"Rangia
(Pt)",,186,KAMRUP,18-321-00208,18-321,183789.0
Koya,Kayan,,54,KAMRUP,18-321-00209,18-321,51612.0234375
Kamalpur,Kamalpur,,250,KAMRUP,18-321-00210,18-321,197824.25
Hajo,Hajo,,413,KAMRUP,18-321-00211,18-321,70592.296875
Chhaygaon,Chhaygaon,,471,KAMRUP,18-321-00212,18-321,132969.609375
Goroimari,Goroimari,,177,KAMRUP,18-321-00213,18-321,181539.8125
Chamaria,Chamaria,,140,KAMRUP,18-321-00214,18-321,117294.828125
Nagarbera,Nagarbera,,115,KAMRUP,18-321-00215,18-321,100436.953125
Boko,Boko,,514,KAMRUP,18-321-00216,18-321,94704.75
NorthGuwahati,"North
Guwahati",,91,KAMRUP,18-321-00217,18-321,42040.1875
Jalah (Pt),Jalah (Pt),,56,KAMRUP,18-321-00218,18-321,46645.94140625
Guwahati,Guwahati,y,101,KAMRUP METRO,18-322-00219,18-322,564869.75
Sonapur,Sonapur,,493,KAMRUP METRO,18-322-00220,18-322,177381.296875
Chandrapur,Chandrapur,,125,KAMRUP METRO,18-322-00221,18-322,55982.2265625
Tihu(Pt),"Tihu
(Pt)",,95,NALBARI,18-323-00222,18-323,65084.20703125
PachimNalbari,Pachim Nalbari,,149,NALBARI,18-323-00223,18-323,106820.0703125
Barkhetri,Barkhetri,,371,NALBARI,18-323-00224,18-323,241194.1875
Barbhag,Barbhag,,82,NALBARI,18-323-00225,18-323,131141.65625
Nalbari,Nalbari,y,128,NALBARI,18-323-00226,18-323,183116.84375
Banekuchi,Banekuchi,,61,NALBARI,18-323-00227,18-323,43700.6640625
Ghograpar (Pt),Ghograpar (Pt),,131,NALBARI,18-323-00228,18-323,149803.03125
Baganpara (Pt),Baganpara (Pt),,212,BAKSA,18-324-00260,18-324,73747.953125
Baganpara (Pt),Baganpara (Pt),,19,NALBARI,18-323-00230,18-323,11561.4423828125
Barnagar (Pt),Barnagar (Pt),,460,BAKSA,18-324-00231,18-324,153627.28125
Ghograpar (Pt),Ghograpar (Pt),,35,BAKSA,18-324-00232,18-324,36644.1484375
Jalah (Pt),Jalah (Pt),,292,BAKSA,18-324-00233,18-324,101061.859375
Barama,Barama,,96,BAKSA,18-324-00234,18-324,80764.875
Rangia (Pt),Rangia (Pt),,23,TAMULPUR,18-816-00235,18-816,7017.9775390625
Pathorighat (Pt),Pathorighat (Pt),,4,TAMULPUR,18-816-00236,18-816,6612.33544921875
Khoirabari (Pt),Khoirabari (Pt),,53,DARRANG,18-325-00237,18-325,15413.037109375
Pathorighat (Pt),Patharighat (Pt),,176,DARRANG,18-325-00238,18-325,87763.4375
Sipajhar,Sipajhar,,293,DARRANG,18-325-00239,18-325,133335.140625
Dhekiajuli (Pt),Dhekiajuli (Pt),,41,UDALGURI,18-326-00240,18-326,16156.978515625
Khoirabari (Pt),Khoirabari (Pt),,163,UDALGURI,18-326-00241,18-326,69278.71875
Pathorighat (Pt),Pathorighat (Pt),,2,UDALGURI,18-326-00242,18-326,129.93423461914062
Mangaldoi (Pt),Mangaldoi (Pt),,6,UDALGURI,18-326-00243,18-326,2648.034423828125
Dalgaon (Pt),Dalgaon (Pt),,63,UDALGURI,18-326-00244,18-326,65683.5546875
Harisinga,Harisinga,,626,UDALGURI,18-326-00245,18-326,250561.625
Udalguri,Udalguri,y,569,UDALGURI,18-326-00246,18-326,251007.65625
Mazbat,Mazbat,,325,UDALGURI,18-326-00247,18-326,128225.484375
Mahmora,Mahmora,,294,CHARAIDEO,18-755-00248,18-755,161538.78125
Biswanath,Biswanath,y,1042,BISWANATH,18-756-00249,18-756,382520.125
Helem,Halem,,427,BISWANATH,18-756-00250,18-756,142467.1875
Gohpur,Gohpur,,314,BISWANATH,18-756-00251,18-756,117098.546875
Hojai,Hojai,y,265,HOJAI,18-757-00252,18-757,298402.3125
Doboka,Doboka,,318,HOJAI,18-757-00253,18-757,196372.609375
Lanka,Lanka,,873,HOJAI,18-757-00254,18-757,535740.625
Donka,Donkamokam,,3073,WEST KARBI ANGLONG,18-759-00255,18-759,340288.375
South Salmara,South Salmara,,435,SOUTH SALMARA MANCACHAR,18-758-00256,18-758,154367.046875
Mankachar,Mankachar,,249,SOUTH SALMARA MANCACHAR,18-758-00257,18-758,331403.53125
Bajali (Pt),Bajali (Pt),,18,TAMULPUR,18-816-00258,18-816,14802.107421875
