object_id,Population_affected_Total
18-301-00110,10320.0
18-318-00194,5665.0
18-311-00167,51.0
18-317-00190,27504.0
18-303-00121,63454.0
18-300-00105,31247.0
18-799-00124,0.0
18-302-00116,7100.0
18-323-00227,0.0
18-323-00225,0.0
18-323-00224,105366.0
18-303-00122,1230.0
18-324-00262,0.0
18-320-00205,954.0
18-300-00102,0.0
18-304-00126,46717.0
18-307-00142,18439.0
18-320-00207,1143.0
18-301-00113,119468.0
18-756-00249,3775.0
18-319-00199,2583.0
18-313-00172,85761.0
18-319-00198,0.0
18-310-00160,12152.0
18-321-00214,0.0
18-301-00114,126235.0
18-306-00138,4631.0
18-303-00266,65268.0
18-325-00270,25976.0
18-311-00165,111992.0
18-313-00174,10601.0
18-307-00146,1190.0
18-306-00137,21631.0
18-308-00150,15464.0
18-305-00133,219.0
18-301-00112,192562.0
18-310-00159,3025.0
18-310-00158,6669.0
18-757-00253,5400.0
18-309-00155,35733.0
18-300-00103,947.0
18-302-00118,0.0
18-308-00153,4205.0
18-756-00251,38763.0
18-313-00175,555.0
18-816-00259,0.0
18-321-00213,6600.0
18-300-00101,435.0
18-318-00195,2925.0
18-321-00211,955.0
18-756-00250,39112.0
18-326-00245,57.0
18-757-00252,9870.0
18-308-00152,54038.0
18-312-00277,10154.0
18-312-00276,25714.0
18-307-00144,7678.0
18-326-00268,0.0
18-303-00120,21111.0
18-305-00130,53314.0
18-321-00210,0.0
18-305-00136,870.0
18-317-00189,21611.0
18-316-00184,144520.0
18-318-00197,3642.0
18-313-00173,18841.0
18-300-00104,0.0
18-304-00127,15068.0
18-316-00188,0.0
18-302-00115,77282.0
18-318-00196,2520.0
18-757-00254,0.0
18-755-00248,49347.0
18-760-00281,80949.0
18-325-00269,51047.0
18-319-00202,0.0
18-309-00157,9251.0
18-302-00117,24546.0
18-304-00271,87963.0
18-326-00247,0.0
18-310-00162,11500.0
18-304-00128,6960.0
18-313-00176,32.0
18-306-00140,12617.0
18-305-00134,6490.0
18-321-00215,0.0
18-310-00164,5502.0
18-307-00141,20823.0
18-311-00168,10597.0
18-317-00191,8420.0
18-307-00145,84721.0
18-321-00272,6855.0
18-323-00223,0.0
18-317-00192,1212.0
18-314-00275,4499.0
18-305-00135,2494.0
18-321-00208,0.0
18-302-00119,0.0
18-309-00154,15674.0
18-305-00131,28797.0
18-755-00278,7525.0
18-303-00123,0.0
18-313-00177,2435.0
18-799-00265,0.0
18-320-00206,0.0
18-316-00185,50727.0
18-325-00239,42933.0
18-308-00151,46684.0
18-311-00166,27775.0
18-316-00187,10608.0
18-755-00279,12500.0
18-319-00200,44254.0
18-307-00147,2413.0
18-816-00261,256.0
18-310-00161,17415.0
18-312-00169,12291.0
18-306-00139,36341.0
18-323-00222,82.0
18-310-00163,1735.0
18-309-00156,14829.0
18-312-00170,0.0
18-326-00246,0.0
18-316-00186,0.0
18-760-00280,14137.0
