object_id,total_tender_awarded_value
112.0,"88,973,755"
116.0,"107,637,141"
134.0,"29,467,387.44"
145.0,"24,204,314"
146.0,"10,161,86410,153,369"
150.0,"17,573,235"
185.0,"62,843,543"
207.0,"2,816,286.81"
219.0,"2,600,463.142,445,556.823,477,8742,261,351.563,056,937.962,452,238.394,320,518.84,299,727.92,676,456.22,301,850.814,395,70015,458,39324,284,15025,958,70023,948,55012,480,00013,498,4201,525,333.071,777,111.652,137,717.982,443,463.682,908,336.91,843,140.251,190,043.41,722,1362,194,071.372,073,386.952,475,999.551,435,435.126,615,730.972,880,866.32,425,542.47"
246.0,"1,999,810.672,499,696.372,499,042.032,999,800.0921,227,396.4"
247.0,"4,192,892.5"
248.0,"28,629,789"
249.0,"178,269,394"
251.0,"24,874,900"
261.0,"40,061,9707,650,000"
262.0,"3,999,61826,183,392.274,999,831"
281.0,"11,556,900"
