Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,PHE_24_JJM_PB_23_24_T_20572_78,2024_PHED_35575_3,Yes,Open Tender,Works,Works,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,20-Jan-2024 10:00 AM,19-Feb-2024 03:00 PM,20-Jan-2024 10:00 AM,17-Feb-2024 04:00 PM,NA ,NA ,20-Jan-2024 12:00 PM,17-Feb-2024 04:00 PM,0.0,No,fixed,,Nil,Nil,0.0,Nil,Nil,No,"CHIEF ENGINEER (PHE) WATER, ASSAM","HENGRABARI, GUWAHATI-36",PKG 03 FIXATION OF RATES FOR ADDITIONAL ITEMS OF NEW PWSS UNDER NALBARI CIRCLE TO BE EXECUTED UNDER JJM ASSAM,PKG 03 FIXATION OF RATES FOR ADDITIONAL ITEMS OF NEW PIPED WATER SUPPLY SCHEMES TO BE EXECUTED UNDER JAL JEEVAN MISSION ASSAM FOR PHE DIVISIONS OF NALBARI CIRCLE,Please refer Tender documents. ,NA ,0.0,Civil Works - Water Works,NA ,Tender,180.0,365.0,NALBARI,781335.0,NA ,NA ,NA ,"O/O THE CHIEF ENGINEER (PHE) WATER, ASSAM",No ,No,AOC,1,226095,ABDUL AZIZ,16-Feb-2024 07:06 PM,Accepted-AOC,Awarded,12-Jul-2024 11:54 AM,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,2024_PHED_35575_3,PHE_24_JJM_PB_23_24_T_20572_78,PKG 03 FIXATION OF RATES FOR ADDITIONAL ITEMS OF NEW PWSS UNDER NALBARI CIRCLE TO BE EXECUTED UNDER JJM ASSAM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,226406,ABDUL KADER,17-Feb-2024 03:29 PM,Accepted-AOC,Awarded,12-Jul-2024 11:54 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,223903,ABDUL MOZID,05-Feb-2024 06:03 AM,Accepted-AOC,Awarded,12-Jul-2024 11:54 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,226320,ABDUS SAMAD,17-Feb-2024 02:08 PM,Accepted-AOC,Awarded,12-Jul-2024 11:54 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,226151,ABUBAHAR ALI AHMED,17-Feb-2024 12:38 AM,Accepted-AOC,Awarded,12-Jul-2024 11:54 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,225027,ABUSHAMA SARKAR,12-Feb-2024 04:17 PM,Accepted-AOC,Awarded,12-Jul-2024 11:54 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,226197,AKRAM ALI,17-Feb-2024 10:48 AM,Accepted-AOC,Awarded,12-Jul-2024 11:54 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,226171,Alokesh Bhuyan,17-Feb-2024 09:55 AM,Accepted-AOC,Awarded,12-Jul-2024 11:54 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,226385,ALTAF HUSSAIN,17-Feb-2024 03:09 PM,Accepted-AOC,Awarded,12-Jul-2024 11:54 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,226182,AMZAD ALI SHEIKH,17-Feb-2024 10:27 AM,Accepted-AOC,Awarded,12-Jul-2024 11:54 AM,,,,,AOC
