meeting_number,year,date,date_source,in_range,file,note
1,2009,2009-04-02,header,False,1st_SEC_Meeting.pdf,
2,2010,2010-06-01,header,False,2nd_SEC_Meeting.pdf,
3,2010,2010-12-23,header,False,3rd_SEC_Meeting.pdf,
4,2010,2010-12-23,header,False,4th_SEC_Meeting.pdf,
5,2011,2011-09-13,header,False,5th_SEC_Meeting.pdf,
6,2012,2012-01-07,header,False,6th_SEC_Meeting.pdf,
7,2012,2012-05-11,header,False,7th_SEC_Meeting.pdf,
8,2012,2012-08-18,header,False,8th_SEC_Meeting.pdf,
9,2012,2012-12-04,header,False,9th_SEC_Meeting.pdf,
10,2012,2012-12-04,header,False,10th_SEC_Meeting.pdf,
11,2013,2013-06-07,header,False,11th_SEC-SDRF_Meeting_0.pdf,
12,2013,2013-08-29,header,False,12th_SEC_Meeting.pdf,
13,2013,2013-12-05,header,False,13th_SEC_Meeting.pdf,
14,2014,2014-02-15,header,False,14th_SEC_Meeting.pdf,
15,2014,2014-06-09,header,False,15th_SEC_Meeting.pdf,
16,2014,2014-11-11,header,False,16th_SEC_Meeting.pdf,
17,2015,2015-01-05,header,False,17th_SEC_Meeting.pdf,
18,2015,2015-03-12,header,False,18th_SEC_Meeting.pdf,
19,2015,2015-03-21,header,False,19th_SEC_Meeting.pdf,
20,2015,2015-05-12,header,False,20th_SEC_Meeting.pdf,
21,2015,2015-06-15,header,False,21st_SEC_Meeting.pdf,
22,2015,2015-10-05,header,False,22nd_SEC_Meeting.pdf,
23,2015,2015-11-27,header,False,23rd_SEC_Meeting.pdf,
24,2016,2016-02-26,header,False,24th_SEC_Meeting_main.pdf,
24,2015,2015-12-23,header,False,24th_SEC_Minutes_Flood_Memorandum_2015.pdf,"date 2015-12-23 breaks chronological order -> quarantined, review"
25,2016,2016-08-24,header,False,25th_SEC_Minutes_0.pdf,
26,2016,2016-09-23,header,False,26th_SEC_Meeting_SDRF_0.pdf,
27,2016,2016-10-06,header,False,27th_SEC_Meeting_SDRF.pdf,
28,2016,2016-11-01,header,False,28th_SEC_Meeting.pdf,
29,2016,2016-11-29,header,False,29th_SEC_Meeting_SDRF.pdf,
30,2017,2017-01-20,header,False,30th_SEC_Meeting_SDRF.pdf,
31,2017,2017-03-06,header,False,31st_sec_meeting.pdf,
32,2017,2017-06-27,header,False,32nd_SEC_Meeting.pdf,
33,2017,2017-08-29,header,False,33rd_SEC_Meeting.pdf,
34,2017,2017-09-16,header,False,34th_SEC_Meeting.pdf,
35,2017,2017-12-08,header,False,35th_sec_meeting_sdrf.pdf,
36,2018,2018-02-27,header,False,36th_sec_meeting_sdrf.pdf,
37,2018,2018-10-08,header,False,37th_sec_meeting.pdf,
38,2018,2018-11-30,header,False,38th_sec_meeting.pdf,
39,2019,2019-06-10,header,True,39th_sec_meeting.pdf,
40,2019,2019-11-27,header,True,40th_sec_meeting.pdf,
41,2020,2020-04-29,header,True,41st_sec_meeting.pdf,
42,2020,2020-12-01,header,True,42nd_sec_meeting.pdf,
43,2021,2021-02-13,header,True,43rd_sec_meeting.pdf,
44,2021,,inferred,True,44th_sec_meeting.pdf,between mtg 43(2021) and 45(2022)
45,2022,2022-03-23,header,True,45th_sec_meeting.pdf,
46,2022,2022-11-04,header,True,46th_sec_meeting.pdf,
46,2022,2022-12-06,header,True,46th_sec_meeting_6.12.2022.pdf,
47,2022,2022-11-04,header,True,47th_sec_meeting_10.12.2022.pdf,
48,2023,2023-03-29,header,True,48_sec_meeting_29.03.2023_0.pdf,
49,2023,2023-09-07,filename,True,49th_sec_meeting_07_09_2023_0.pdf,
50,2024,2024-03-01,header,True,50th_sec_meeting.pdf,
51,2024,2024-03-01,header,True,51th_sec_meeting_0.pdf,
52,2025,2025-02-03,header,True,52nd_sec_meeting.pdf,
53,2025,2025-02-03,header,True,53rd_sec_meeting_2.pdf,
54,2025,2025-10-09,header,True,54th_sec_meeting.pdf,
55,2026,2026-01-28,header,True,55th_sec_meeting_0.pdf,
