year,allocation_cr,meetings_with_data
2013,682.647,3
2019,819.532,2
2020,8650.324,2
2021,17566.283,1
2022,8028.767,5
2023,74.47,2
2024,3322.289,2
2025,4540.804,3
2026,4122.194,1
