meeting_no,meeting_date,amount_text,context
44,,"10,34,580","Resolution: SEC approved expenditure of Rs. 10,34,580/- for implementatio n of LO77 in the 5 bifurcated"
44,,59.00,"to Rs.59.00 lakhs through Komunidad Global pte Ltd., Singapore"
44,,127.15,"Response, Rescue & Relief management amounting to Rs. 127.15 lakh."
44,,95.945,"Agenda item 25: Ex-post facto approval for Rs.95.945 lakh for implementation of ""Flood Scenario"
44,,96.945,"Resolution: SEC approved Rs. 96.945 lakh for implementation of the project ""Flood Scenario Generation"
44,,"41,","Agenda ltem 25: Ex-post-facto approval for an additional fund of Rs. 41,L8,1731- {approx.} towards"
44,,"41,50,540","Agenda ltem 27: Ex Post facto approval for amount of Rs 41,50,540 for Circle Level Quick ResPonse"
44,,"41,60,640","Rs 41,60,640/- for conducting 12 days training for 176 CQRT personnel'"
44,,6.00,Resolution: sEC approved the ASDMA Youth lnternship Programme involving an amount of Rs.6.00 lakh'
44,,15.00,"AEenda ltem 29: Approval to the proposal of Rs. 15.00 lakh submitted by the Deputy commissioner,"
44,,15.00,"Resolution: sEc approved the proposal of Rs. 15.00 lakh submitted by the Deputy commissioner,"
44,,"13,863","o Driver & lnformation Assistants (DEOC) : Rs. 13,863/- per month (skilled workers)"
44,,"11,418","Grade lV : Rs. 11,418/- per month (semi skilled workers)"
44,,"94,56,860","years 2O2l-22, 2022-23 and 2023-24 amounting to Rs.94,56,860/-."
44,,25.00,Agenda item 34: Ex-post facto approval for Rs. 25.00 lakh for design and development of web based
44,,25.00,Resolution: SEC approved release of Rs. 25.00 lakh /- to NESAC for design and development of web
44,,6.87,Agenda item 35: Approval for Rs.6.87 crores for procurement of the equipments/accessories by
44,,7.12,Assam Police (Communication) and Rs. 7.12 crores for utilization by ASDMA in meeting the
44,,6.87,Resolution: SEC approved an amount of Rs.6.87 crores for procurement of the equipments/accessories
44,,7.12,by Assam Police (Communication) under H/A Equipments under M&E of SDRF and Rs. 7.12 crores for
44,,"17,13,199","Resolution: SEC approved expenditure of Rs. 17,13,199/- for Repair/ Restoration of DEOC building,"
44,,"5,00,00,000","Resolution: SEC accorded approval for utilization of Rs. 5,00,00,000/- for Construction of ASDMA Office"
44,,"75,00,00,000.00","RGR(RRR).227l2018 / pt/ 18s dared.04 I 05 /2021- Rs.75,00,00,000.00"
44,,"11,07,72,139.00","(flood) RGR(RRR).227l2018 / ptl t88 dated.28/ 09 12021 Rs.11,07,72,139.00"
44,,"49,64,00,000.00","2 RGR(RRR).274l2018 I 7281 dated.3O /O4 /2027 Rs.49,64,00,000.00"
44,,"49,64,00,000.00","3 (covrD-19) RGR(RRR).27412018 I 7926 dated.tT / 05 /2O2r Rs.49,64,00,000.00"
44,,"41,15,200","Ex-post facto approval for Rs. 41,15,200/- sanctioned by the Deputy Commissioner Barpeta as"
44,,"1,25,05,501","Ex-post facto approval for Rs. 1,25,05,501/- sanctioned by the Deputy Commissioner, Darrang to"
44,,"5,00,000","2 Natural Disasters 5,00,000 0 5,00,000 A collaborative study of"
44,,888656,Morigaon(Gender amount of Rs. 888656/- has
44,,"88,656","corelation to Prime balance of Rs. 88,656/- has"
44,,"20,000","Field officers @ Rs. 20,000/- the purpose it was"
44,,96.945,and an amount of Rs.96.945 lakhs for 1st
44,,38.87,"Rs.38.87 lakhs (Rs. 19.435 lakhs for 2nd year,"
44,,19.435,"Rs.38.87 lakhs (Rs. 19.435 lakhs for 2nd year,"
44,,19.435,Rs. 19.435 lakhs for 3rd year ){2022-23 &
44,,20000,1 Remuneration of 155 Field officers @ Rs.20000/- per Field Officers 36960000
44,,36960000,1 Remuneration of 155 Field officers @ Rs.20000/- per Field Officers 36960000
44,,"27,400","2 Remuneration of 16 Project Officers (DM) @ Rs. 27,400/- each 5260800"
44,,"16,00,000","13 Flood Early Warning System (Rs. 16,00,000/- for 2021-22 & Rs. 31,00,000/- for 4700000"
44,,"31,00,000","13 Flood Early Warning System (Rs. 16,00,000/- for 2021-22 & Rs. 31,00,000/- for 4700000"
44,,"5,60,00,000","Expected Receipt from State Non-Salary Component of Rs. 5,60,00,000/- &"
44,,"10,00,00,000","Rs. 10,00,00,000/-"
44,,"3,00,00,000","Contractor concerned. Rs. 3,00,00,000/- re-"
44,,"90,859","appropriated from 13th FCG & Rs.90,859/- to be re-"
44,,1077.15,. Total Fund made available during2027-22 : Rs. 1077.15 Cr.
44,,596.65,Total expenditure incurred as on Rs. 596.65 Cr.
44,,308.80,"2""d installment of Rs. 308.80 cr. (90% of central share) has already been credited to the state exchequer."
44,,"1,35,000","1 T/R of flood RGR Rs. 1,35,000/- Rs. r34,7tGl- 23/08/2079 2310612020"
44,,"1,15,000","2 flood RGR Rs. 1,15,000/' Rs. f ,74,442/- 23/08/2079 23/06/2020"
44,,"1,49,000","3 flood RGR Rs. 1,49,000/- Rs. 1,47,797/- 23/08/2019 22/06/2O2O"
44,,"1,47,797","3 flood RGR Rs. 1,49,000/- Rs. 1,47,797/- 23/08/2019 22/06/2O2O"
44,,"1,43,000","4 T/R of flood RGR Rs. 1,43,000/- Rs.7,42,1781- 23108120t9 22/06/2020"
44,,"7,42,1781","4 T/R of flood RGR Rs. 1,43,000/- Rs.7,42,1781- 23108120t9 22/06/2020"
44,,"2,27,","5 T/R of flood RGR Rs.2,27,O001- Rs. 2,19,897 /- 23108120t9 2?l06/2O2O"
44,,"2,19,897","5 T/R of flood RGR Rs.2,27,O001- Rs. 2,19,897 /- 23108120t9 2?l06/2O2O"
44,,"1,20,000","6 flood RGR Rs. 1,20,000/- Rs. 1,19,33U- 23108/2019 22/06/2020"
44,,"1,19,33","6 flood RGR Rs. 1,20,000/- Rs. 1,19,33U- 23108/2019 22/06/2020"
44,,"2,21,897","7 flood RGR Rs. 2,21,897 /- Rs.2,19,897/- 23108120L9 23/0612020"
44,,"2,19,897","7 flood RGR Rs. 2,21,897 /- Rs.2,19,897/- 23108120L9 23/0612020"
44,,"4,50,000","8 flood RGR Rs.4,50,000/- Rs.4,49,9321- 23/0812079 23/06/2O2O"
44,,"4,49,9321","8 flood RGR Rs.4,50,000/- Rs.4,49,9321- 23/0812079 23/06/2O2O"
44,,"2,27,0001","9 T/R of flood RGR Rs.2,27,0001 Rs.2,26,2o31- 23108/2019 23106/2O2O"
44,,"2,26,2","9 T/R of flood RGR Rs.2,27,0001 Rs.2,26,2o31- 23108/2019 23106/2O2O"
44,,"5,71,000","10. T/R of flood RGR Rs.5,71,000/- Rs.5,70,935/- 23/08/2079 23/06l2O2O"
44,,"5,70,935","10. T/R of flood RGR Rs.5,71,000/- Rs.5,70,935/- 23/08/2079 23/06l2O2O"
44,,"86,000","11. T/R of flood RGR Rs.86,000/- Rs.85,966/- 76/0812079 23/06/2O2O"
44,,"85,966","11. T/R of flood RGR Rs.86,000/- Rs.85,966/- 76/0812079 23/06/2O2O"
44,,"2,01,000","),2. flood RGR Rs.2,01,000/- Rs.2,00,438/- 23/08l2OL9 23/06/2020"
44,,"2,00,438","),2. flood RGR Rs.2,01,000/- Rs.2,00,438/- 23/08l2OL9 23/06/2020"
44,,"1,30,000","13 flood RGR Rs. 1,30,000/- Rs.7,29,2741- 23l08l2OL9 23/06l2O2O"
44,,"7,29,2741","13 flood RGR Rs. 1,30,000/- Rs.7,29,2741- 23l08l2OL9 23/06l2O2O"
44,,"1,31,000","74 T/R of flood RGR Rs. 1,31,000/- Rs.1,3O,7771- 16l08l2019 23106/2079"
44,,"1,3","74 T/R of flood RGR Rs. 1,31,000/- Rs.1,3O,7771- 16l08l2019 23106/2079"
44,,"2,03,000","15 flood RGR Rs.2,03,000/- Rs.2,02,365/- 23108/2079 23/06/2O2O"
44,,"2,02,365","15 flood RGR Rs.2,03,000/- Rs.2,02,365/- 23108/2079 23/06/2O2O"
44,,"1,10,000","16 flood RGR Rs. 1,10,000/- Rs. 1,08,994/- 23/0812079 23/06l2O2O"
44,,"1,08,994","16 flood RGR Rs. 1,10,000/- Rs. 1,08,994/- 23/0812079 23/06l2O2O"
44,,"4,50,000","77 flood RGR Rs.4,50,000/- Rs.4,49,78U 23/08/2079 23/06l2O2O"
44,,"4,49,78","77 flood RGR Rs.4,50,000/- Rs.4,49,78U 23/08/2079 23/06l2O2O"
44,,"250,000","18. flood RGR Rs.250,000/ Rs.2,49,327/- 23108/2Or9 23106/2020"
44,,"2,49,327","18. flood RGR Rs.250,000/ Rs.2,49,327/- 23108/2Or9 23106/2020"
44,,"5,14,000","19 flood RGR Rs.5,14,000/- Rs.5,11,356/- 23/08/2Ot9 23l06l2O2O"
44,,"5,11,356","19 flood RGR Rs.5,14,000/- Rs.5,11,356/- 23/08/2Ot9 23l06l2O2O"
44,,"1,17,000","20 flood RGR Rs. 1,17,000/- Rs. 1,16,895/- 23/0812019 23/06/2O2O"
44,,"1,16,895","20 flood RGR Rs. 1,17,000/- Rs. 1,16,895/- 23/0812019 23/06/2O2O"
,,6.87,Approval for Rs.6.87 crores for procurement of Assam Police communication has been requested
,,7.12,"(Communication) and Rs. 7.12 crores for utilization to space, frequency and man-power."
,,1976.439,approved 21. Ex-post facto proposals amounting to Rs 1976.439 Lakhs subject to ascertaininS appropriate
,,17684.967,"proposals which were found in accordance with SDRF guidelines amounting to Rs.17684.967 lakh, as"
,,8862.46,amounting to Rs 8862.46 Lakh before Appraisal Committee for consideration under State Disaster
,,7256.13,Further SEC also directed that 46 proposals amounting to Rs 7256.13 Lakh which are not admissible as
,,9046.11,Resolution: SEC approved 500 proposals amounting to Rs.9046.11 lakhs for PWD roads under SDRF for
,,73.38,Resolution: SEC approved following 03 proposals amounting to Rs. 73.38 lakh of Power Department
,,"1,","officers) Rugged Tablets with estimated expenditure of Rs. 1, 96, 64,800 from the 10% of M & E fund"
,,"11,","Disaster Miti8ation Fund"" amountint to Rs. 11, ,23,146/- submitted by Deputy commissioner,"
46,,1471.95,amounting to Rs. 1471.95 lakh for the year 2021-2022. The list of 10 projects
46,,12.50,6. The proposal for remaining amount about Rs 12.50 crores be worked out and presented
46,,20000,Officers @ Rs. 20000/- per Field Officers
46,,"52,60,800","b Remuneration of 16 Nos. Project Officers 52,60,800"
46,,27400,(DM) Rs. 27400/- each
46,,"14,57","o erators @ Rs. 14,57li- each"
46,,"16,5201","for VSAT @Rs. 16,5201- Per site"
46,,"3,50,000.00","training Rs. 3,50,000.00"
46,,"15,00,000","16 Contingency Fund for the Flood Shelters 15,00,000"
46,,50000,& Disposal Machine @ Rs. 50000/- in 200
46,,149891,132 lAs & SEOC- Rs. 149891
46,,"60,00,000","Dis p la ) etc- Rs. 60,00,000/-"
46,,"35,00,000","Rs. 35,00,000/- each"
46,,"1,471.95","Rs. 1,471.95"
,,9.93,(under Patharighat Revenue Circle)” amounting to Rs.9.93 lakh
,,32.98,Sipajhar LAC” amounting to Rs. 32.98 lakh
,,11.505,Sipajhar LAC” amounting to Rs. 11.505 lakh
,,21.275,LAC” amounting to Rs. 21.275 lakh
,,132.96,"SDRF for 2021-22 Part A"" amounting to Rs. 132.96 lakhs"
,,35.60,dewatering pump sets for GMC for an amount of Rs. 35.60 lakh procured by GMC
,,1213.79,2022-23 amounting to total of Rs. 1213.79 lakhs for immediate repair and
,,13917.338,Resolution: SEC accorded ex post facto approval for an amount of Rs. 13917.338
,,"17,","agreement is Rs 17, 70,000/- (Rupees Seventeen Lakhs and Seventy Thousands)."
,,"5,31,000","5,31,000/- (30% of total cost) and 2nd Instalment Rs 5,31,000/- (30% of total"
,,"9,20,66,536","Resolution: SEC approved an amount of Rs. 9,20,66,536/- sanctioned by the"
,,"11,98,889","amount of Rs. 11,98,889/- against renovation , repair and extension of SEOC"
,,59.25,amounting to Rs. 59.25 lakh under SDRF for the year 2022 as per agenda note.
,,"5,80,00,000","communication system with a tentative fund requirement of Rs. 5,80,00,000/-"
,,1254.97874,2. Utilization of Balance Fund of Rs. 1254.97874 lakhs under capacity building
47,,"18,44,33,000","Width Steel Deck Bailey bridge amounting to Rs 18,44,33,000/-"
47,,"18,44,33,000","amounting to Rs 18,44,33,000/- by Public Works Road Department. SEC"
47,,"61,02,060","Resolution: The SEC approved an amount of Rs. 61,02,060/- from the"
47,,"61,02,500","unspent balance of Rs. 61,02,500/- against the project ""Installation of"
47,,11,"an amount of Rs. 11-,98,889/- against renovation, repair and"
47,,"11,98,889","approval to GAD for an amount of Rs. 11,98,889/- against renovation,"
47,,1254.97874,47.8: Utilization of Balance Fund of Rs. 1254.97874 lakhs under
47,,1254.97874,Utilization of Balance Fund amounting to Rs. 1254.97874lakhi undel
47,,340.00224,under SDRF for the year 2022-23 for an amount of Rs.340.00224 as
47,,299.94,village Nathkuchi (Khoirabari) under SDRF lor 2022-23 amounting to Rs. 299.94 lakh
47,,299.98,Tengajhar under SDRF tot 2022-23 amounting to Rs. 299.98 lakh
47,,97.59,under SDRF amounting to Rs. 97.59 Lakhs for the year 2022-23 as
47,,486.034,Dep_artment gmounting to Rs. 486.034 lakh under SDRF for the year
47,,864.422,Resolution: The SEC approved 3 projects amounting to Rs. 864.422
47,,"49,97,","Dhemaji water resource division amounting the Rs. 49,97,O0Ol-."
,,1.79.,departnrent amountilg to Rs. 1.79.O1 41 lakh admissible under
49,,94.60,"""Capacity Building for Disaster Response"" for an amount of Rs.94.60 cr. as"
49,,"8,49,25,790","Regarding the amount of Rs. 8,49,25,790 proposed in the work plan for"
49,,31.86,ofRs.31.86 Cr. as placed at Annexure-Ill
49,,24,49. 7: Approval for additional fund of Rs. 24 lakhs/- for procurement
49,,24.00,Resolution: SEO approved the additional fund requirement of Rs. 24.00
49,,"13,00,55,301","51,319 beneflciaries amounting to Rs 13,00,55,301 /- under SDRF for the"
49,,5.60,amounting to Rs. 5.60 lakhs under SDRF for the year 2022-23.
,,72.00,2022-23 for an amount of Rs. 72.00 Lakhs as placed at Annexure-XI
,,79.59,SDRF for the year 2023-24 amounting to Rs.79.59 lakhs as placed at
,,16.43,Resolution: The SEC approved an amount of Rs. 16.43 Lakhs for temporary
,,"1,86,55,000","Resolution: The SEC approved an amount of Rs. 1,86,55,000/- for providing"
,,16993.191,amounting to Rs 16993.191 lakhs placed at Annexure-V
,,192.365,amounting to Rs 192.365 lakhs as placed at Annexure-VI
,,1569.359,Cyclone amounting to Rs. 1569.359 lakhs as placed at Annexure-VII
,,848.431,Flood amounting to Rs. 848.431lakhs as placed at Annexure-VIII
,,246.741,Cyclone amounting to Rs. 246.741 lakhs as placed at Annexure IX.
,,3716.008,Fire / Storm amounting to Rs. 3716.008 lakhs as placed at Annexure X
51,,"5,00,000","3. Cost of such micro projects shall not exceed Rs. 5,00,000/- (Delegated power"
51,,94840.00,Fund allocated dr.rring 202L-2O26 Rs. 94840.00
51,,35180.00,Received (2O2L-22 & 2022-23) Rs. 35180.00
51,,34455.688,Proposals concurred by Appraisal Committee for preparation Rs. 34455.688
51,,15833.5616,DPR received with vetting from knowledge institutions: 48 Rs. 15833.5616
51,,14885.7185,SEC approv€d for AA : 46 Rs. 14885.7185
51,,7449.347,Administrative approval accorded : 8 Rs. 7449.347O
51,,4630.315,Proposals placed for consideration for issuance of AA: 20 Rs. 4630.315
51,,7605.804,Proposals under vetting by Knowledge lnstitutions : 59 Rs. 7605.804
51,,527.69,A. Opening Balance (2024-25) Rs. 527.69
51,,378.40,"B, 2nd lnstallment of 2023-24 Rs. 378.40"
51,,"795,20","C. Allocation for FY-2O24-25 Rs.795,20"
51,,"1,701.29","D. Total Resources (A+B+C) Rs. 1,701.29"
51,,674.78,E. Expenditure as per budget released in FinAssam (26-09- Rs. 674.78
51,,742.72,F. Expenditure in pipeline including projects sanctioned in the past Rs.742.72
51,,411.,onwards): Rs. 411.L2 Cr.
51,,99.40,3. Capacity Building for Disaster Response: Rs. 99.40 Cr.
51,,32.49,4. 3 days MGNREGA wages (net of kind GR): Rs. 32.49 Cr
51,,17.51,marooned due to embankment breach: Rs. 17.51 Cr.
51,,28.00,6. DBT for fourth tranche: Rs. 28.00 Cr.
51,,14.00,7. IAF pending bills: Rs. 14.00 Cr.
51,,742.72,Total: Rs.742.72 Cr.
51,,283.79,G. Expected closing balance (D-E-F) Rs. 283.79
51,,65.00,amount of Rs. 65.00 Lakhs for the year 2022-23
51,,65.00,Resolution: SEC approved an amount of Rs. 65.00 lakhs for Women & Child
51,,94.60,under Capacity Building Fund of FY-2023-24 for Rs. 94.60 Cr. and activities
51,,54.73,to Rs. 54.73 Cr. as placed at Annexure- Vl & Vll respectively.
51,,177.44,"Response"" for the year 2024-25 amounting to Rs. 177.44 Cr. under the"
51,,97.55,a. Shelf of new projects amounting to Rs. 97.55 Cr. as placed at Annexure
51,,79.89,b. Rolling pipeline of the ongoing projects amounting to Rs. 79.89 Cr. as
51,,4.00,to Rs. 4.00 Cr. subject to actual price discovery.
51,,50.00,d. SEC also directed to keep an additional amount of Rs. 50.00 lakhs under
51,,9.7,ASDMA for the year 2024-25 amounting to Rs. 9.7I Cr. as placed at
51,,2024,"continuation of Flood Early Warning System (FLEWS) for three years 2024-25,"
51,,"1,11,98,100","2025-26 and 2026-27 for an amount of Rs. 1,11,98,100/-."
51,,"44,","of Rs. 44,OO0l- per month subject to concurrence of Finance Department."
51,,553.35,Resources Department for the year 2022-23 amounting to Rs. 553.35
51,,"28,500","An amount of ₹ 28,500/- will be paid along with annual performance linked increment of"
51,,"28,500","breakup of ₹ 28,500/- is as follows:"
51,,"22,500","i. Remuneration -₹ 22,500/-"
51,,"5,000","ii. Mobility Allowance -₹ 5,000/-"
51,,"1,000","iii. Communication charges -₹ 1,000/-"
51,,"28,500","Total Remuneration per month- ₹ 28,500/-"
51,,"1,18,93,220","Grand Total: Rs 1,18,93,220/- ( Rupees in word One Crore Eighteen lakhs"
51,,65.0,Total amount Rs. 65.0 L
51,,20000,a Remuneration of 155 Nos. of Field Officers @ Rs. 20000/- per Field Officers ₹ Fully Utilized Approved in
51,,27400,b Remuneration of 16 Nos. Project Officers (DM) @ Rs. 27400/- each ₹ Fully Utilized Meeting
51,,14571,c Remuneration of 5 Nos. of Data Entry Operators @ Rs. 14571/- each ₹ Fully Utilized 11-2022
51,,"16,520","Local shifting charges for VSAT @Rs. 16,520/- per site (applicable in case of"
51,,5.,"total Rs. 5.Cr. Earmarked, L1 rate"
51,,"3,01,34,149.30","Pvt. Ltd at Rs. 3,01,34,149.30/-"
51,,1.89,"Additionally, Rs. 1.89 Cr has been"
51,,"1,00,000","35,00,000/- for the District level @ Rs. 1,00,000/- each) 5,000,000"
51,,"3,50,000.00","5 Engineers Training (Total Cost for one training Rs. 3,50,000.00 ₹ Fund released"
51,,"1,500,000","5,00,000/- for each Flood Shelters 1,500,000"
51,,"50,000","local women on Disaster Management (219 blocks @ Rs. 50,000/- each) agencies of ASDMA however, due"
51,,"3,000","b. Outcome based incentive @ Rs. 3,000/- for 12 months for 8 CQRT in 39 Revenue"
51,,50000,27 Installation of Sanitary Vending Machine & Disposal Machine @ Rs. 50000/- in 200 ₹ S p e c ification approved by the
51,,"3,00,000","DDMA/DC Office- 3 days @ Rs. 3,00,000/- per batch 9,300,000 September, 2024 49th SEC"
51,,"1,00,000","d Block Level Mason Training (For 188 Batches = Rs. 1,00,000/- X 188 )- Training will ₹ T o b e conducted in October-"
51,,21830,"from F & ES, Assam @ Rs. 21830/- per head 5,153,000"
51,,"5,00,000","Rs. 5,00,000/-"
51,,"2,00,000","h Training of 1450 Fire Safety Volunteers @ Rs. 2,00,000/- per batch for 29 batches ₹ Fully Utilized"
51,,"3,000","n Outcome aligned incentives for 8 CQRTs in 50RCs of Assam @Rs. 3,000/- per month ₹ A p p r oved by CEO, ASDMA and"
51,,9500,"DDMA @ Rs. 9500/- per GO in 15 GPs 142,500"
51,,"38,80,084","in Assam including manpower (6 nos. of Specialists) 10,000,000 Consultants & Rs. 38,80,084/-"
51,,"7,82,62,800","rate of Rs. 7,82,62,800/- @ Rs. 48,400/- per suit related to procurement of Fire"
51,,"48,400","rate of Rs. 7,82,62,800/- @ Rs. 48,400/- per suit related to procurement of Fire"
51,,54.73,Status of Capacity Building fund drawn by ASDMA during FY-2023-24: Rs. 54.73 Cr.
51,,20000,a Remuneration of 155 Nos. of Field Officers @ Rs. 20000/- per 36960000 Fully Utilized
51,,27400,b Remuneration of 16 Nos. Project Officers (DM) @ Rs. 27400/- 5260800 Fully Utilized
51,,14571,c Remuneration of 5 Nos. of Data Entry Operators @ Rs. 14571/- 874260 Fully Utilized
51,,8000000,3 Training and capacity development of Tea garden labourers 8000000 Fully Utilized
51,,"16,520","VSAT @Rs. 16,520/- per site (applicable in case of shifting)"
51,,"35,00,000","for State ToT, Rs. 35,00,000/- for the District level @ Rs."
51,,"3,50,000.00","7 Engineers Training (Total Cost for one training Rs. 3,50,000.00 1750000 Fund released"
51,,"1,50,000","wards @ Rs. 1,50,000/- per ward completed"
51,,"5,00,000","maintenance @ Rs. 5,00,000/- for each Flood Shelters"
51,,"50,000","Management (219 blocks @ Rs. 50,000/- each) procurement rules, the tender has been canclelled"
51,,3000000,21 Volunteers 3000000 Fully Utilized
51,,"3,000","b. Outcome based incentive @ Rs. 3,000/- for 12 months for 8"
51,,"3,00,000","for all 31 DDMA/DC Office- 3 days @ Rs. 3,00,000/- per batch"
51,,800000,b State Level ToT for IRS 800000 Fully Utilized
51,,"1,00,000","d Block Level Mason Training (For 188 Batches = Rs. 1,00,000/- X 18800000 To be conducted in October-November, 2024"
51,,21830,"Proposal received from F & ES, Assam @ Rs. 21830/- per head"
51,,"5,00,000","from F & ES, Assam for 5 batches @ Rs. 5,00,000/-"
51,,"2,00,000","h Training of 1450 Fire Safety Volunteers @ Rs. 2,00,000/- per 5800000 Fully Utilized"
51,,"3,000","@Rs. 3,000/- per month for 12 months for FY-2023-24 be issued"
51,,9500,p Programme under DDMA @ Rs. 9500/- per GO in 15 GPs 142500 Fully Utilized
51,,"8,39,710","amounting to Rs. 8,39,710/- has been prepared as per PWD -"
51,,97.55,GSP-GA-V)-SHELF OF PROJECTS-RS. 97.55 Cr.
51,,"28,500","1 Remuneration of 157 Nos. of Field Officers (DM) @ Rs. 28,500/- per 53917725 Siddharth Medhi, Accountant"
51,,"37,000","2 Remuneration of 16 Nos. of Project Officers (DM) @ Rs. 37,000/- per 7133600"
51,,1200,@ Rs. 1200/- per officials for 4500 officials in 35 districts (Training & Capacity Building)
51,,2.00,Kokrajhar) @ Rs 2.00 Lakhs per district
51,,"6,56,500","Park & Tiger Reserve @ Rs. 6,56,500/- per IRB Manager, Response & Recovery"
51,,"7,20,000","Stakeholders @ Rs. 7,20,000/- per IRB (F & ES, Assam, Dibru Manager, Response & Recovery"
51,,5.00,needs be within Rs. 5.00 lakhs. It shall be
51,,79.89,GSP-GA-V)-ROLLING PIPELINES OF THE ONGOING CAPACITY BUILDING PROJECTS-RS. 79.89 CR.
51,,50000,Disposal Machine @ Rs. 50000/- in 200 Officer (KM & CC) meeting. Specification
51,,"48,400","7,82,62,800/- @ Rs. 48,400/- per suit Gauhati High Court"
51,,120000,Incidents @ Rs. 120000/- per tablet approx
51,,"2,00,000","districts X 1 batches X 2 days X Rs. 2,00,000/-)"
51,,"8,88,35,928","for installation at Rs. 8,88,35,928/- and OPEX"
51,,"17,75,000","per year at Rs. 17,75,000/- (annual recurring"
51,,"10,000","locations @ Rs. 10,000/- per location on Fire (Training & Capacity Building) out due to shortage of"
51,,"3,000","RCs of Assam @Rs. 3,000/- per month for 12 (Training & Capacity Building)"
51,,59593.07084,Ex-post facto approval for Rs. 59593.07084 lakhs released by the Revenue & Disaster Management
51,,13859.5650,1. Fund amounting to Rs. 13859.5650 Lakh under RG- Flood - released to ASDMA for DBT.
51,,5512.705,2. Fund amounting to Rs. 5512.705 Lakh under RG- Storm - released to ASDMA for DBT.
51,,564.8105,3. Fund amounting to Rs. 564.8105 Lakh under Financial Assistance of Veterinary Care has -
51,,1565.80295,4. Fund amounting to Rs. 1565.80295 Lakh under Financial Assistance of Fishery - released to
51,,884.39066,5. Fund amounting to Rs. 884.39066 Lakh under Financial Assistance of Handloom &
51,,8474.2268,6. Fund amounting to Rs 8474.2268 Lakh under Financial Assistance of Agriculture Crop
51,,198.66,7. Fund amounting to Rs 198.66 Lakh - released to all Districts as advance for repair of Primary
51,,18186.19870,"8. Fund amounting to Rs. 18186.19870 Lakh under GR- Flood released to all Districts, Sub-"
51,,452.75282,9. Fund amounting to Rs. 452.75282 Lakh under GR-Cyclone - released to Districts as placed
51,,4920.64591,10. Fund amounting to Rs 4920.64591 Lakh - released to all Districts as advance for repair of
51,,63.35,11. Fund amounting to Rs 63.35 Lakh - released to all Districts as advance for repair of PHE
51,,3289.13,12. Fund amounting to Rs 3289.13 Lakh - released to all Districts as advance for repair of
51,,450.66,13. Fund amounting to Rs 450.66 Lakh - released to all Districts as advance for Payment of Ex-
51,,117.017250,14. Fund amounting to Rs 117.017250 Lakh - released to Districts as advance for repairing of
51,,198.66,budget amounting to ₹198.66 lakhs has been released as advance budget for repairing of
51,,198.66,TOTAL ₹198.66 lakhs
51,,4920.64591,budget amounting to ₹4920.64591 lakhs has been released as advance budget for repairing of
51,,4920.64591,TOTAL ₹4920.64591 lakhs
51,,63.35,budget amounting to ₹63.35 lakhs has been released as advance budget for repairing of
51,,63.35,TOTAL ₹63.35 lakhs
51,,3289.13,budget amounting to ₹3289.13 lakhs has been released as advance budget for repairing of
51,,3289.13,TOTAL ₹3289.13 lakhs
51,,117.017250,budget amounting to ₹117.017250 lakhs has been released as advance budget for repairing of
,,553.35,proposals amounting to Rs. 553.35 lakhs executed by WRD in Majuli to be
,,"6,33,50,000","to Rs 6,33,50,000/- to be implemented for training program using existing"
,,"15,83,44,095","ICDRR amounting to Rs 15,83,44,095/-."
,,10,"2. As per the clause 12 of the same guideline, there is a lower limit of Rs.10"
,,5.69,wetland area for flood regulation amounting to Rs. 5.69 crores” in the
