revenue_ci,district_3,district_1,revenue_cr,HQ,area,are_new,mean,count,object_id,timeperiod
Gossaigaon (Pt),KOKRAJHAR,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,-0.0089259018957136,19194,18-300-00101,2021_03
Bhowraguri,KOKRAJHAR,Kokrajhar,Bhawraguri,,158892607.3,159,0.0331692931009784,2836,18-300-00102,2021_03
Dotoma,KOKRAJHAR,Kokrajhar,Dotoma,,303966231.6,304,0.0407601464021607,5464,18-300-00103,2021_03
Kokrajhar (Pt),KOKRAJHAR,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,-0.0290892587563037,17797,18-300-00104,2021_03
Bagribari (Pt),KOKRAJHAR,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.0486253893873089,5030,18-300-00105,2021_03
Golokganj (Pt),KOKRAJHAR,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.0270082615538259,1843,18-300-00106,2021_03
Dhubri (Pt),KOKRAJHAR,Kokrajhar,Dhubri (Pt),,124091385.6,124,-0.0351718298450314,2210,18-300-00107,2021_03
Chapar (Pt),KOKRAJHAR,Kokrajhar,Chapar (Pt),,101233159.3,101,-0.0390724642341415,1807,18-300-00108,2021_03
Bagribari (Pt),DHUBRI,Dhubri,Bagribari (Pt),,212860104.4,213,0.020654329408875,3799,18-301-00109,2021_03
Agamoni,DHUBRI,Dhubri,Agamoni,,220975059.2,221,0.0066498196659073,3951,18-301-00110,2021_03
Golokganj (Pt),DHUBRI,Dhubri,Golakganj (Pt),,199162500.1,199,-0.0035719394683837,3580,18-301-00111,2021_03
Dhubri (Pt),DHUBRI,Dhubri,Dhubri (Pt),y,357274694.3,357,0.01975817784994,6380,18-301-00112,2021_03
Bilasipara (Pt),DHUBRI,Dhubri,Bilasipara (Pt),,294886928.3,295,0.0251032376325546,5272,18-301-00113,2021_03
Chapar (Pt),DHUBRI,Dhubri,Chapar (Pt),,195049812.7,195,0.0020988802228655,3500,18-301-00114,2021_03
Lakhipur,GOALPARA,Goalpara,Lakhipur,,486513089.8,487,0.0071489856919638,8712,18-302-00115,2021_03
Balijana,GOALPARA,Goalpara,Balijana,,541158544.1,541,0.0268105873588545,9667,18-302-00116,2021_03
Matia,GOALPARA,Goalpara,Matia,,477602971.1,478,0.0668690594922057,8552,18-302-00117,2021_03
Dudhnai,GOALPARA,Goalpara,Dudhnoi,,196278296.1,196,0.0826163140748848,3501,18-302-00118,2021_03
Rangjuli,GOALPARA,Goalpara,Rangjuli,,277190398.1,277,0.0390853188394705,4951,18-302-00119,2021_03
Kalgachia,BARPETA,Barpeta,Kalgachia,,232225684.6,232,-0.0578348264026733,4172,18-303-00120,2021_03
Baghbor,BARPETA,Barpeta,Baghbor,,512830660.7,513,0.005031946481243,9167,18-303-00121,2021_03
Barpeta,BARPETA,Barpeta,Barpeta,y,315725333.4,316,-0.0402419817409737,5658,18-303-00122,2021_03
Sarthebari,BARPETA,Barpeta,Sarthebari,,261719921.4,262,-0.0403076438773614,4688,18-303-00123,2021_03
Bajali (Pt),BAJALI,Barpeta,Bajali (Pt),,167129509.3,167,0.0236911308474657,2993,18-799-00124,2021_03
Jalah (Pt),BAJALI,Barpeta,Jalah (Pt),,41272560.57,41,0.0414345739977977,737,18-799-00125,2021_03
Bhuragaon,MORIGAON,Morigaon,Bhuragaon,,218905955.5,219,-0.035641449215272,3931,18-304-00126,2021_03
Laharighat,MORIGAON,Morigaon,Laharighat,,232534594.4,233,-0.103700965249381,4165,18-304-00127,2021_03
Marigaon,MORIGAON,Morigaon,Morigaon,y,389659479.6,390,-0.033138218798597,6973,18-304-00128,2021_03
Mikirbheta,MORIGAON,Morigaon,Mikirbheta,,183812069.7,184,-0.0618263904531012,3295,18-304-00129,2021_03
Kaliabor,NAGAON,Nagaon,Kaliabor,,580444524.8,580,-0.0149721394015985,10405,18-305-00130,2021_03
Samaguri,NAGAON,Nagaon,Samaguri,,342479635.6,342,-0.0152634270980743,6139,18-305-00131,2021_03
Rupahi,NAGAON,Nagaon,Rupahi,,305559066.5,306,-0.0983945777868088,5498,18-305-00132,2021_03
Dhing,NAGAON,Nagaon,Dhing,,247888462.7,248,-0.1476731066757373,4450,18-305-00133,2021_03
Nagaon,NAGAON,Nagaon,Nagaon,y,372041429.1,372,0.0049038902315871,6673,18-305-00134,2021_03
Raha,NAGAON,Nagaon,Raha,,340889151.3,341,-0.031594241686559,6094,18-305-00135,2021_03
Kampur,NAGAON,Nagaon,Kampur,,375122906.9,375,-0.0181517945517908,6713,18-305-00136,2021_03
Dhekiajuli (Pt),SONITPUR,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,0.0067459840604352,22135,18-306-00137,2021_03
Chariduar,SONITPUR,Sonitpur,Chariduar,,999613694.8,1000,-0.0132954912537153,17989,18-306-00138,2021_03
Tezpur,SONITPUR,Sonitpur,Tezpur,y,546146490.7,546,0.0344012411938992,9801,18-306-00139,2021_03
Na-Duar,SONITPUR,Sonitpur,Naduar,,668195595.7,668,0.0473376282042949,12020,18-306-00140,2021_03
Narayanpur,LAKHIMPUR,Lakhimpur,Narayanpur,,380387815.9,380,0.0581763198143761,6846,18-307-00141,2021_03
Bihpuria,LAKHIMPUR,Lakhimpur,Bihpuria,,406987947.4,407,0.0214732599316898,7339,18-307-00142,2021_03
Naobaicha,LAKHIMPUR,Lakhimpur,Nowboicha,,329777873.3,330,-0.0078386323092186,5957,18-307-00143,2021_03
