revenue_ci,dtname,object_id,dtcode11,net_sown_area_in_hac,avg_electricity,avg_tele,rc_piped_hhds_pct,rc_nosanitation_hhds_pct,total_hhd,timeperiod
Gossaigaon (Pt),KOKRAJHAR,18-300-00101,18-300,32583.05,6.103794428434198,2.0,0.9475377841818764,20.15682196605827,62460.0,
Bhowraguri,KOKRAJHAR,18-300-00102,18-300,2199.4,4.9428373291064,2.0,0.0396275014860313,14.543293045373488,5047.0,
Dotoma,KOKRAJHAR,18-300-00103,18-300,18388.485,9.173704728370222,2.0,1.874890593561368,20.086808350100604,39760.0,
Kokrajhar (Pt),KOKRAJHAR,18-300-00104,18-300,21680.643,9.37156862745098,3.0,3.4107759515570932,22.59285178777393,69360.0,
Bagribari (Pt),KOKRAJHAR,18-300-00105,18-300,554.41709,8.971087633242147,2.0,0.0,27.940760305631542,10601.0,
Golokganj (Pt),KOKRAJHAR,18-300-00106,18-300,2400.48,7.29100930072339,2.0,0.1446779193937306,35.76989321391664,14515.0,
Dhubri (Pt),KOKRAJHAR,18-300-00107,18-300,648.6179999999999,7.331983805668016,2.0,0.0,33.43653250773994,4199.0,
Chapar (Pt),KOKRAJHAR,18-300-00108,18-300,228.37,18.543851818790447,3.0,16.362103325150635,8.705947333184557,8962.0,
Bagribari (Pt),DHUBRI,18-301-00109,18-301,6212.055,5.354767053273049,3.0,0.0314527226263023,40.07863180656575,25435.0,
Agamoni,DHUBRI,18-301-00110,18-301,5347.92,6.031057454997325,3.0,0.7335047720957526,11.849985329904555,57941.0,
Golokganj (Pt),DHUBRI,18-301-00111,18-301,10277.97,10.015998093994318,3.0,1.1079529851931595,23.503545523533877,56663.0,
Dhubri (Pt),DHUBRI,18-301-00112,18-301,28563.09,7.015421644530468,3.0,1.998067059333912,34.38693936461323,119864.0,
Bilasipara (Pt),DHUBRI,18-301-00113,18-301,18953.918,8.902051750071829,2.0,2.110986158292349,25.764021700552657,59169.0,
Chapar (Pt),DHUBRI,18-301-00114,18-301,9102.73,8.651042758331586,2.0,1.2995179207713268,33.64336617061413,38168.0,
Gossaigaon (Pt),DHUBRI,18-301-00274,18-301,5013.22,6.724181729360039,2.0,1.0161211529066927,5.818270639960918,20470.0,
Lakhipur,GOALPARA,18-302-00115,18-302,15535.59,8.098310528024053,2.0,0.6115581065614377,23.20675105485232,58539.0,
Balijana,GOALPARA,18-302-00116,18-302,13337.44,8.84951089267993,2.0,1.5537228864420394,34.69191594600129,63483.0,
Matia,GOALPARA,18-302-00117,18-302,34621.5,8.281090819634175,2.0,2.4079648066682102,13.324843713822643,69104.0,
Dudhnai,GOALPARA,18-302-00118,18-302,9400.71,9.595232052211747,2.0,2.7918781725888326,29.641044234952865,27580.0,
Rangjuli,GOALPARA,18-302-00119,18-302,5192.88,9.69726014802556,2.0,10.4077598492162,26.21707350710247,21753.0,
