object_id,Relief Camps,timeperiod
18-301-00110,1.0,2023_07
18-303-00121,0.0,2023_07
18-799-00124,0.0,2023_07
18-323-00224,0.0,2023_07
18-320-00205,6.0,2023_07
18-300-00102,0.0,2023_07
18-304-00126,0.0,2023_07
18-307-00142,0.0,2023_07
18-320-00207,13.0,2023_07
18-313-00172,0.0,2023_07
18-310-00160,0.0,2023_07
18-306-00138,1.0,2023_07
18-313-00174,1.0,2023_07
18-308-00150,0.0,2023_07
18-310-00159,1.0,2023_07
18-310-00158,0.0,2023_07
18-300-00103,0.0,2023_07
18-308-00153,0.0,2023_07
18-756-00251,0.0,2023_07
18-300-00101,0.0,2023_07
18-321-00211,0.0,2023_07
18-756-00250,0.0,2023_07
18-324-00233,2.0,2023_07
18-308-00152,0.0,2023_07
18-312-00277,0.0,2023_07
18-312-00276,0.0,2023_07
18-307-00144,1.0,2023_07
18-321-00210,0.0,2023_07
18-313-00173,0.0,2023_07
18-300-00104,1.0,2023_07
18-760-00281,0.0,2023_07
18-319-00202,0.0,2023_07
18-304-00271,0.0,2023_07
18-326-00247,0.0,2023_07
18-310-00162,0.0,2023_07
18-310-00164,0.0,2023_07
18-307-00141,0.0,2023_07
18-311-00168,6.0,2023_07
18-307-00145,0.0,2023_07
18-321-00272,0.0,2023_07
18-317-00192,0.0,2023_07
18-309-00154,1.0,2023_07
18-305-00131,0.0,2023_07
18-799-00265,0.0,2023_07
18-320-00206,0.0,2023_07
18-325-00239,0.0,2023_07
18-308-00151,0.0,2023_07
18-311-00166,6.0,2023_07
18-755-00279,0.0,2023_07
18-319-00200,0.0,2023_07
18-307-00147,0.0,2023_07
18-816-00261,0.0,2023_07
18-310-00161,0.0,2023_07
18-312-00169,0.0,2023_07
18-306-00139,0.0,2023_07
18-323-00222,0.0,2023_07
18-309-00156,0.0,2023_07
18-760-00280,0.0,2023_07
18-301-00110,1.0,2023_06
18-324-00260,1.0,2023_06
18-303-00121,0.0,2023_06
18-300-00105,0.0,2023_06
18-799-00124,61.0,2023_06
18-323-00227,3.0,2023_06
18-324-00234,2.0,2023_06
18-323-00225,2.0,2023_06
18-323-00224,0.0,2023_06
18-303-00264,0.0,2023_06
18-303-00122,2.0,2023_06
18-324-00262,5.0,2023_06
18-320-00205,0.0,2023_06
18-300-00102,0.0,2023_06
18-307-00142,0.0,2023_06
18-320-00207,0.0,2023_06
18-301-00113,4.0,2023_06
18-319-00199,0.0,2023_06
18-313-00172,0.0,2023_06
18-319-00198,0.0,2023_06
18-310-00160,0.0,2023_06
18-301-00114,0.0,2023_06
18-306-00138,0.0,2023_06
18-303-00266,0.0,2023_06
18-325-00270,0.0,2023_06
18-313-00174,0.0,2023_06
18-306-00137,0.0,2023_06
18-308-00150,0.0,2023_06
18-301-00112,0.0,2023_06
18-310-00158,0.0,2023_06
18-757-00253,0.0,2023_06
