,drainage_density,object_id
0,0.000542,18-300-00101
1,0.000641,18-300-00102
2,0.000652,18-300-00103
3,0.000512,18-300-00104
4,0.000538,18-300-00105
5,0.000576,18-300-00106
6,0.00052,18-300-00107
7,0.000518,18-300-00108
8,0.000645,18-301-00109
9,0.000691,18-301-00110
10,0.000666,18-301-00111
11,0.000668,18-301-00112
12,0.000635,18-301-00113
13,0.000591,18-301-00114
14,0.000615,18-302-00115
15,0.000535,18-302-00116
16,0.000584,18-302-00117
17,0.000556,18-302-00118
18,0.000563,18-302-00119
19,0.000663,18-303-00120
20,0.00064,18-303-00121
21,0.000659,18-303-00122
22,0.000658,18-303-00123
23,0.000683,18-799-00124
24,0.0007,18-799-00125
25,0.00062,18-304-00126
26,0.000662,18-304-00127
27,0.000535,18-304-00128
28,0.000611,18-304-00129
29,0.00048,18-305-00130
30,0.000553,18-305-00131
31,0.000623,18-305-00132
32,0.000606,18-305-00133
33,0.000591,18-305-00134
34,0.000571,18-305-00135
35,0.000599,18-305-00136
36,0.000569,18-306-00137
37,0.000497,18-306-00138
38,0.000639,18-306-00139
39,0.000579,18-306-00140
40,0.00062,18-307-00141
41,0.00062,18-307-00142
42,0.000581,18-307-00143
43,0.000549,18-307-00144
44,0.00065,18-307-00145
45,0.000629,18-307-00146
46,0.000629,18-307-00147
47,0.000651,18-308-00148
48,0.000293,18-308-00149
49,0.000578,18-308-00150
50,0.000598,18-308-00151
51,0.000609,18-308-00152
52,0.000592,18-308-00153
53,0.000633,18-309-00154
54,0.00061,18-309-00155
55,0.000568,18-309-00156
56,0.000484,18-309-00157
57,0.000635,18-310-00158
58,0.000665,18-310-00159
59,0.000651,18-310-00160
60,0.000613,18-310-00161
61,0.000618,18-310-00162
62,0.000639,18-310-00163
63,0.000555,18-310-00164
64,0.000671,18-311-00165
65,0.000613,18-311-00166
66,0.00058,18-311-00167
67,0.000558,18-311-00168
68,0.000657,18-312-00169
69,0.000574,18-312-00170
70,0.000469,18-312-00171
71,0.000564,18-313-00172
72,0.000638,18-313-00173
73,0.000616,18-313-00174
74,0.000572,18-313-00175
75,0.000576,18-313-00176
76,0.000547,18-313-00177
77,0.000441,18-314-00178
78,0.000384,18-314-00179
79,0.000374,18-315-00180
80,0.000247,18-315-00181
81,0.000247,18-315-00182
82,0.000383,18-315-00183
83,0.00036,18-316-00184
84,0.000509,18-316-00185
85,0.000375,18-316-00186
86,0.000456,18-316-00187
87,0.000504,18-316-00188
88,0.000641,18-317-00189
89,0.000539,18-317-00190
90,0.000574,18-317-00191
91,0.000469,18-317-00192
92,0.000442,18-317-00193
93,0.00053,18-318-00194
94,0.000521,18-318-00195
95,0.000523,18-318-00196
96,0.000436,18-318-00197
97,0.000523,18-319-00198
98,0.000563,18-319-00199
99,0.000611,18-319-00200
100,0.000549,18-319-00201
101,0.000653,18-319-00202
102,0.00061,18-320-00203
103,0.000544,18-320-00204
104,0.000409,18-320-00205
105,0.000637,18-320-00206
106,0.00044,18-320-00207
107,0.000682,18-321-00208
108,0.000684,18-321-00209
109,0.000598,18-321-00210
110,0.000587,18-321-00211
111,0.000496,18-321-00212
112,0.000643,18-321-00213
113,0.000679,18-321-00214
114,0.000633,18-321-00215
115,0.000485,18-321-00216
116,0.000475,18-321-00217
117,0.000671,18-321-00218
118,0.000456,18-322-00219
119,0.000469,18-322-00220
120,0.000404,18-322-00221
121,0.000669,18-323-00222
122,0.000663,18-323-00223
123,0.000625,18-323-00224
124,0.000676,18-323-00225
125,0.000673,18-323-00226
126,0.000677,18-323-00227
127,0.000712,18-323-00228
128,0.000552,18-324-00260
129,0.00067,18-323-00230
130,0.0005,18-324-00231
131,0.000674,18-324-00232
132,0.000524,18-324-00233
133,0.000688,18-324-00234
134,0.000727,18-816-00235
135,0.000694,18-816-00236
136,0.00069,18-325-00237
137,0.000702,18-325-00238
138,0.000616,18-325-00239
139,0.00068,18-326-00240
140,0.00072,18-326-00241
141,0.000719,18-326-00242
142,0.000695,18-326-00243
143,0.0007,18-326-00244
144,0.000388,18-326-00245
145,0.000478,18-326-00246
146,0.000548,18-326-00247
147,0.000666,18-755-00248
148,0.000561,18-756-00249
149,0.000627,18-756-00250
150,0.00065,18-756-00251
151,0.000681,18-757-00252
152,0.000545,18-757-00253
153,0.000514,18-757-00254
154,0.000439,18-759-00255
155,0.000629,18-758-00256
156,0.000541,18-758-00257
157,0.000704,18-816-00258
158,0.000662,18-816-00259
159,0.000531,18-816-00261
160,0.000544,18-324-00262
161,0.000653,18-324-00263
162,0.000646,18-303-00264
163,0.000661,18-799-00265
164,0.000613,18-303-00266
165,0.000466,18-322-00267
166,0.00073,18-326-00268
167,0.000647,18-325-00269
168,0.000707,18-325-00270
169,0.00056,18-304-00271
170,0.000554,18-321-00272
171,0.000429,18-321-00273
172,0.000665,18-301-00274
173,0.000631,18-312-00276
174,0.000687,18-312-00277
175,0.000581,18-755-00278
176,0.000562,18-755-00279
177,0.000622,18-760-00280
178,0.000629,18-760-00281
179,0.000405,18-314-00275
