object_id,total_tender_awarded_value,timeperiod
18-322-00219,17820039.0,2017_03
18-304-00128,39631467.0,2017_06
18-322-00219,393780.0,2017_06
18-324-00262,4675606.0,2017_07
18-325-00269,2496840.0,2017_07
18-326-00246,10440720.0,2017_07
18-306-00139,2631330.0,2017_08
18-756-00249,6905210.0,2017_08
18-305-00134,21995460.0,2017_12
18-326-00246,3288000.0,2018_01
18-326-00246,45125600.0,2018_02
18-316-00185,5294019.0,2018_03
18-320-00205,3970256.0,2018_03
18-320-00207,3968688.94,2018_03
18-322-00219,600000.0,2018_03
18-326-00246,4046395.0,2018_03
18-756-00249,6415740.0,2018_03
18-302-00116,7543033.0,2018_04
18-322-00219,10616963.65,2018_05
18-300-00104,66865584.56,2018_06
18-310-00161,3024285.0,2018_06
18-310-00162,2633978.0,2018_06
18-320-00205,13857071.18,2018_06
18-322-00219,0.0,2018_06
18-322-00221,4020442.2,2018_06
18-303-00122,8419996.0,2018_07
18-307-00146,24751180.0,2018_07
18-308-00150,14573831.27,2018_07
18-318-00195,37859413.44,2018_07
18-320-00205,7078000.42,2018_07
18-320-00207,1487748.49,2018_07
18-321-00216,12283000.0,2018_07
18-321-00272,372659536.0,2018_07
18-322-00219,13500000.0,2018_07
18-324-00234,8989359.17,2018_07
18-324-00262,3340803.76,2018_07
18-326-00246,41329379.47,2018_07
18-302-00116,0.0,2018_08
18-322-00219,0.0,2018_08
18-300-00104,7437650.0,2018_09
18-755-00279,14644690.0,2018_09
18-310-00159,270722762.0,2018_10
18-306-00139,42450000.0,2018_11
18-313-00172,137501980.5,2018_12
18-320-00205,4098873.0,2019_02
18-324-00233,1980000.0,2019_02
18-324-00262,1980316.0,2019_02
18-300-00104,38599180.0,2019_03
18-324-00262,9420500.0,2019_03
18-326-00246,3895618.0,2019_03
18-300-00104,3490666.0,2019_04
18-313-00172,111917724.0,2019_05
18-325-00270,31211000.0,2019_06
18-326-00268,25408300.0,2019_06
18-799-00265,41423200.0,2019_06
18-300-00103,5294101.0,2019_07
18-322-00219,4721400.0,2019_08
18-300-00104,362061156.9,2019_09
18-303-00122,37429784.41,2019_09
18-304-00128,8621294.89,2019_09
18-305-00134,29413778.67,2019_09
18-306-00139,77199980.6,2019_09
18-307-00145,2999368.0,2019_09
18-308-00150,166008.62,2019_09
18-310-00161,3086618.0,2019_09
18-312-00169,3527641.5,2019_09
18-312-00276,0.0,2019_09
18-316-00185,98073634.41,2019_09
18-317-00189,108695694.57,2019_09
18-317-00190,24249622.87,2019_09
18-318-00195,51812230.650000006,2019_09
18-320-00205,0.0,2019_09
18-321-00214,3155248.51,2019_09
18-322-00219,55777506.650000006,2019_09
18-323-00226,8367492.13,2019_09
18-760-00281,5034835.159999999,2019_09
18-308-00150,307672.0,2019_10
18-322-00219,10474524.0,2019_10
18-326-00246,3595254.0,2019_10
18-326-00241,5355498.83,2019_11
18-307-00146,1340867.1,2019_12
18-316-00185,14050787.0,2019_12
18-317-00189,11757800.0,2019_12
18-302-00116,81158743.57,2020_01
18-326-00246,604337.0,2020_01
18-300-00104,6709206.8,2020_02
18-303-00122,44914144.28,2020_02
18-305-00134,170891885.71,2020_02
18-309-00156,24999985.0,2020_02
18-310-00163,0.0,2020_02
18-312-00276,124253871.97,2020_02
18-322-00219,298836182.7,2020_02
18-323-00226,109756123.2,2020_02
18-324-00262,74844013.84,2020_02
18-326-00246,5045371.0,2020_02
18-300-00104,5580713.0,2020_03
18-304-00128,120031712.19,2020_03
18-305-00134,123313698.19,2020_03
18-308-00152,7940361.8,2020_03
18-316-00185,185775717.56,2020_03
18-317-00189,54637934.6,2020_03
18-317-00190,6492726.24,2020_03
18-322-00219,43772468.23,2020_03
18-322-00267,11686382.01,2020_03
18-325-00238,66430391.83,2020_03
18-325-00239,63368862.83,2020_03
18-325-00269,89532221.95,2020_03
18-312-00276,16779268.42,2020_04
18-308-00150,15389515.17,2020_05
18-310-00161,0.0,2020_05
18-317-00189,38690736.49,2020_05
18-301-00112,63580973.84,2020_06
18-302-00116,11924913.95,2020_06
18-303-00122,41660288.84,2020_06
18-305-00134,33602304.07,2020_06
18-306-00139,25961023.91,2020_06
18-307-00145,100085400.0,2020_06
18-307-00146,32189640.15,2020_06
18-312-00276,172199885.9,2020_06
18-313-00175,46857406.03,2020_06
18-317-00189,508196392.34,2020_06
