Embankments affected,object_id,timeperiod
1.0,18-323-00224,2021_05
1.0,18-756-00250,2021_05
0.0,18-311-00167,2021_06
0.0,18-303-00122,2021_06
0.0,18-307-00142,2021_06
0.0,18-756-00249,2021_06
0.0,18-310-00160,2021_06
0.0,18-303-00266,2021_06
0.0,18-308-00150,2021_06
0.0,18-756-00251,2021_06
2.0,18-756-00250,2021_06
0.0,18-308-00152,2021_06
1.0,18-307-00144,2021_06
0.0,18-303-00120,2021_06
0.0,18-755-00248,2021_06
0.0,18-760-00281,2021_06
0.0,18-325-00269,2021_06
0.0,18-319-00202,2021_06
0.0,18-307-00141,2021_06
0.0,18-311-00168,2021_06
0.0,18-307-00145,2021_06
0.0,18-755-00278,2021_06
0.0,18-325-00239,2021_06
0.0,18-308-00151,2021_06
0.0,18-755-00279,2021_06
0.0,18-319-00200,2021_06
0.0,18-312-00169,2021_06
0.0,18-309-00156,2021_06
0.0,18-311-00167,2021_07
0.0,18-303-00264,2021_07
0.0,18-303-00122,2021_07
0.0,18-307-00142,2021_07
0.0,18-310-00160,2021_07
0.0,18-306-00138,2021_07
0.0,18-303-00266,2021_07
0.0,18-308-00150,2021_07
0.0,18-308-00153,2021_07
0.0,18-313-00175,2021_07
0.0,18-756-00250,2021_07
0.0,18-326-00245,2021_07
0.0,18-308-00152,2021_07
0.0,18-312-00277,2021_07
0.0,18-307-00144,2021_07
0.0,18-760-00281,2021_07
0.0,18-319-00202,2021_07
0.0,18-311-00168,2021_07
0.0,18-305-00135,2021_07
0.0,18-308-00151,2021_07
0.0,18-319-00200,2021_07
0.0,18-312-00169,2021_07
0.0,18-309-00156,2021_07
0.0,18-312-00170,2021_07
0.0,18-311-00167,2021_08
0.0,18-303-00121,2021_08
0.0,18-302-00116,2021_08
0.0,18-323-00224,2021_08
0.0,18-303-00264,2021_08
0.0,18-303-00122,2021_08
0.0,18-320-00205,2021_08
0.0,18-300-00102,2021_08
0.0,18-304-00126,2021_08
0.0,18-307-00142,2021_08
0.0,18-320-00207,2021_08
0.0,18-756-00249,2021_08
0.0,18-313-00172,2021_08
0.0,18-310-00160,2021_08
0.0,18-321-00214,2021_08
0.0,18-306-00138,2021_08
0.0,18-321-00212,2021_08
0.0,18-303-00266,2021_08
0.0,18-325-00270,2021_08
1.0,18-311-00165,2021_08
0.0,18-313-00174,2021_08
0.0,18-307-00146,2021_08
0.0,18-306-00137,2021_08
0.0,18-308-00150,2021_08
0.0,18-305-00133,2021_08
0.0,18-310-00158,2021_08
0.0,18-300-00103,2021_08
0.0,18-308-00153,2021_08
0.0,18-756-00251,2021_08
0.0,18-321-00213,2021_08
0.0,18-321-00211,2021_08
1.0,18-756-00250,2021_08
0.0,18-324-00233,2021_08
0.0,18-308-00152,2021_08
0.0,18-312-00277,2021_08
0.0,18-312-00276,2021_08
0.0,18-307-00144,2021_08
0.0,18-303-00120,2021_08
0.0,18-305-00130,2021_08
0.0,18-316-00184,2021_08
0.0,18-313-00173,2021_08
0.0,18-300-00104,2021_08
0.0,18-304-00127,2021_08
0.0,18-302-00115,2021_08
0.0,18-760-00281,2021_08
0.0,18-325-00269,2021_08
0.0,18-319-00202,2021_08
0.0,18-302-00117,2021_08
0.0,18-304-00271,2021_08
0.0,18-304-00128,2021_08
0.0,18-306-00140,2021_08
0.0,18-321-00215,2021_08
0.0,18-307-00141,2021_08
0.0,18-311-00168,2021_08
0.0,18-307-00145,2021_08
0.0,18-321-00272,2021_08
0.0,18-305-00135,2021_08
0.0,18-321-00208,2021_08
0.0,18-302-00119,2021_08
0.0,18-305-00132,2021_08
0.0,18-309-00154,2021_08
1.0,18-305-00131,2021_08
0.0,18-320-00206,2021_08
0.0,18-316-00185,2021_08
0.0,18-325-00239,2021_08
0.0,18-308-00151,2021_08
0.0,18-311-00166,2021_08
0.0,18-319-00200,2021_08
0.0,18-307-00147,2021_08
0.0,18-312-00169,2021_08
0.0,18-306-00139,2021_08
0.0,18-309-00156,2021_08
0.0,18-760-00280,2021_08
0.0,18-303-00121,2021_09
0.0,18-302-00116,2021_09
0.0,18-323-00224,2021_09
0.0,18-303-00122,2021_09
0.0,18-304-00126,2021_09
