object_id,schools_count,timeperiod
18-300-00101,759,
18-300-00102,328,
18-300-00103,475,
18-300-00104,717,
18-300-00105,236,
18-300-00106,103,
18-300-00107,118,
18-300-00108,52,
18-301-00109,460,
18-301-00110,430,
18-301-00111,410,
18-301-00112,744,
18-301-00113,700,
18-301-00114,268,
18-301-00274,135,
18-302-00115,879,
18-302-00116,689,
18-302-00117,550,
18-302-00118,192,
18-302-00119,268,
18-303-00120,468,
18-303-00121,611,
18-303-00122,757,
18-303-00123,434,
18-303-00264,319,
18-303-00266,315,
18-304-00126,308,
18-304-00127,482,
18-304-00128,392,
18-304-00129,335,
18-304-00271,477,
18-305-00130,332,
18-305-00131,363,
18-305-00132,633,
18-305-00133,609,
18-305-00134,581,
18-305-00135,316,
18-305-00136,450,
18-306-00137,729,
18-306-00138,507,
18-306-00139,319,
18-306-00140,470,
18-307-00141,648,
18-307-00142,464,
18-307-00143,377,
18-307-00144,367,
18-307-00145,681,
18-307-00146,682,
18-307-00147,300,
18-308-00148,12,
18-308-00149,40,
18-308-00150,583,
18-308-00151,739,
18-308-00152,512,
18-308-00153,415,
18-309-00154,271,
18-309-00155,599,
18-309-00156,544,
18-309-00157,536,
18-310-00158,332,
18-310-00159,327,
18-310-00160,275,
18-310-00161,372,
18-310-00162,421,
18-310-00163,360,
18-310-00164,344,
18-311-00165,511,
18-311-00166,504,
18-311-00167,352,
18-311-00168,471,
18-312-00169,561,
18-312-00170,502,
18-312-00171,245,
18-312-00276,453,
18-312-00277,311,
18-313-00172,332,
18-313-00173,239,
18-313-00174,422,
18-313-00175,677,
18-313-00176,230,
18-313-00177,607,
18-314-00178,609,
18-314-00179,329,
18-314-00275,819,
18-315-00180,268,
18-315-00181,309,
18-315-00182,183,
18-315-00183,303,
18-316-00184,679,
18-316-00185,1064,
18-316-00186,200,
18-316-00187,699,
18-316-00188,680,
18-317-00189,550,
18-317-00190,370,
18-317-00191,700,
18-317-00192,732,
18-317-00193,836,
18-318-00194,654,
18-318-00195,710,
18-318-00196,791,
18-318-00197,861,
18-319-00198,182,
18-319-00199,241,
18-319-00200,635,
18-319-00201,137,
18-319-00202,268,
18-320-00203,28,
18-320-00204,19,
18-320-00205,395,
18-320-00206,256,
18-320-00207,638,
18-321-00208,395,
18-321-00209,112,
18-321-00210,453,
18-321-00211,540,
18-321-00212,259,
18-321-00213,305,
18-321-00214,249,
18-321-00215,163,
18-321-00216,278,
18-321-00217,91,
18-321-00218,99,
18-321-00272,337,
18-321-00273,182,
18-322-00219,352,
18-322-00220,307,
18-322-00221,77,
18-322-00267,415,
18-323-00222,172,
18-323-00223,310,
18-323-00224,488,
18-323-00225,174,
18-323-00226,309,
18-323-00227,125,
18-323-00228,208,
18-323-00230,31,
18-324-00231,167,
18-324-00232,72,
18-324-00233,257,
18-324-00234,167,
18-324-00260,277,
18-324-00262,368,
18-324-00263,189,
18-325-00237,77,
18-325-00238,295,
18-325-00239,310,
18-325-00269,410,
18-325-00270,766,
18-326-00240,39,
18-326-00241,222,
18-326-00242,5,
18-326-00243,6,
18-326-00244,72,
18-326-00245,435,
18-326-00246,500,
18-326-00247,292,
18-326-00268,224,
18-755-00248,321,
18-755-00278,352,
18-755-00279,334,
18-756-00249,605,
18-756-00250,253,
18-756-00251,433,
18-757-00252,319,
18-757-00253,295,
18-757-00254,706,
18-758-00256,813,
18-758-00257,568,
18-759-00255,925,
18-760-00280,382,
18-760-00281,423,
18-799-00124,250,
18-799-00125,58,
18-799-00265,505,
18-816-00235,37,
18-816-00236,5,
18-816-00258,24,
18-816-00259,428,
18-816-00261,501,
