Relief_Distribution_Salt_In_Q,object_id,timeperiod
0.0,18-311-00167,2021_09
0.0,18-311-00168,2021_09
0.0,18-312-00169,2021_09
0.0,18-312-00170,2021_09
0.0,18-312-00171,2021_09
77.81,18-313-00172,2021_09
3.11,18-313-00173,2021_09
7.3,18-313-00174,2021_09
0.0,18-313-00175,2021_09
0.0,18-313-00176,2021_09
0.0,18-313-00177,2021_09
0.0,18-314-00178,2021_09
0.0,18-314-00179,2021_09
0.0,18-315-00181,2021_09
0.0,18-316-00184,2021_09
0.0,18-316-00185,2021_09
0.0,18-316-00186,2021_09
0.0,18-316-00187,2021_09
0.0,18-316-00188,2021_09
0.0,18-317-00189,2021_09
0.0,18-317-00190,2021_09
0.0,18-317-00191,2021_09
0.0,18-317-00192,2021_09
0.0,18-317-00193,2021_09
0.0,18-318-00194,2021_09
0.0,18-318-00195,2021_09
0.0,18-318-00196,2021_09
0.0,18-318-00197,2021_09
0.0,18-319-00198,2021_09
0.3,18-319-00199,2021_09
0.64,18-319-00200,2021_09
0.0,18-319-00201,2021_09
0.0,18-319-00202,2021_09
0.0,18-320-00205,2021_09
0.0,18-320-00206,2021_09
1.67,18-320-00207,2021_09
0.0,18-321-00208,2021_09
0.0,18-321-00209,2021_09
0.0,18-321-00210,2021_09
0.0,18-321-00211,2021_09
0.0,18-321-00212,2021_09
0.0,18-321-00213,2021_09
0.0,18-321-00214,2021_09
0.0,18-321-00215,2021_09
0.0,18-321-00216,2021_09
0.0,18-321-00217,2021_09
0.0,18-322-00219,2021_09
0.0,18-322-00220,2021_09
8.64,18-322-00221,2021_09
0.0,18-323-00222,2021_09
0.0,18-323-00223,2021_09
0.0,18-323-00224,2021_09
0.0,18-323-00225,2021_09
0.0,18-323-00226,2021_09
0.0,18-323-00227,2021_09
0.0,18-323-00228,2021_09
0.0,18-323-00230,2021_09
0.0,18-324-00231,2021_09
0.0,18-324-00233,2021_09
0.0,18-324-00234,2021_09
0.0,18-325-00238,2021_09
0.0,18-325-00239,2021_09
0.0,18-326-00241,2021_09
0.0,18-326-00245,2021_09
0.0,18-326-00246,2021_09
0.0,18-326-00247,2021_09
0.0,18-755-00248,2021_09
0.0,18-756-00249,2021_09
0.0,18-756-00250,2021_09
0.0,18-756-00251,2021_09
0.0,18-757-00252,2021_09
0.0,18-757-00253,2021_09
0.0,18-757-00254,2021_09
0.0,18-759-00255,2021_09
0.0,18-758-00256,2021_09
0.0,18-758-00257,2021_09
0.0,18-816-00259,2021_09
0.0,18-324-00260,2021_09
0.0,18-816-00261,2021_09
0.0,18-324-00262,2021_09
0.0,18-303-00264,2021_09
0.0,18-799-00265,2021_09
0.5,18-303-00266,2021_09
0.0,18-326-00268,2021_09
0.0,18-325-00269,2021_09
0.0,18-325-00270,2021_09
0.0,18-304-00271,2021_09
4.05,18-321-00272,2021_09
0.0,18-321-00273,2021_09
0.0,18-314-00275,2021_09
1.98,18-312-00276,2021_09
0.0,18-312-00277,2021_09
0.0,18-755-00278,2021_09
0.0,18-755-00279,2021_09
0.0,18-760-00280,2021_09
6.640000000000001,18-760-00281,2021_09
0.0,18-300-00101,2021_08
0.0,18-300-00102,2021_08
0.0,18-300-00103,2021_08
0.0,18-300-00104,2021_08
0.0,18-300-00105,2021_08
0.0,18-301-00109,2021_08
0.0,18-301-00110,2021_08
0.0,18-301-00111,2021_08
0.0,18-301-00112,2021_08
0.0,18-301-00113,2021_08
0.0,18-301-00114,2021_08
0.0,18-302-00115,2021_08
0.0,18-302-00116,2021_08
0.0,18-302-00117,2021_08
0.0,18-302-00118,2021_08
0.0,18-302-00119,2021_08
0.0,18-303-00120,2021_08
0.0,18-303-00121,2021_08
0.0,18-303-00122,2021_08
0.0,18-303-00123,2021_08
0.0,18-799-00124,2021_08
0.0,18-304-00126,2021_08
0.0,18-304-00127,2021_08
0.0,18-304-00128,2021_08
0.0,18-304-00129,2021_08
5.22,18-305-00130,2021_08
4.54,18-305-00131,2021_08
0.0,18-305-00132,2021_08
0.32,18-305-00133,2021_08
0.0,18-305-00134,2021_08
0.0,18-305-00135,2021_08
0.0,18-305-00136,2021_08
1.25,18-306-00137,2021_08
0.0,18-306-00138,2021_08
1.22,18-306-00139,2021_08
0.0,18-306-00140,2021_08
0.0,18-307-00141,2021_08
14.51,18-307-00142,2021_08
0.0,18-307-00143,2021_08
0.0,18-307-00144,2021_08
85.88,18-307-00145,2021_08
0.55,18-307-00146,2021_08
0.0,18-307-00147,2021_08
33.24,18-308-00150,2021_08
10.76,18-308-00151,2021_08
33.099999999999994,18-308-00152,2021_08
6.83,18-308-00153,2021_08
4.95,18-309-00154,2021_08
0.0,18-309-00155,2021_08
9.03,18-309-00156,2021_08
0.0,18-309-00157,2021_08
0.0,18-310-00158,2021_08
0.0,18-310-00159,2021_08
19.77,18-310-00160,2021_08
0.0,18-310-00161,2021_08
0.0,18-310-00162,2021_08
0.0,18-310-00163,2021_08
0.0,18-310-00164,2021_08
2.1,18-311-00165,2021_08
10.2,18-311-00166,2021_08
0.0,18-311-00167,2021_08
0.0,18-311-00168,2021_08
6.33,18-312-00169,2021_08
0.0,18-312-00170,2021_08
0.0,18-312-00171,2021_08
0.0,18-313-00172,2021_08
0.0,18-313-00173,2021_08
0.0,18-313-00174,2021_08
0.0,18-313-00175,2021_08
0.0,18-313-00176,2021_08
0.0,18-313-00177,2021_08
0.0,18-314-00178,2021_08
0.0,18-314-00179,2021_08
0.0,18-315-00181,2021_08
0.0,18-316-00184,2021_08
0.0,18-316-00185,2021_08
0.0,18-316-00186,2021_08
0.0,18-316-00187,2021_08
0.0,18-316-00188,2021_08
0.0,18-317-00189,2021_08
0.0,18-317-00190,2021_08
0.0,18-317-00191,2021_08
0.0,18-317-00192,2021_08
0.0,18-317-00193,2021_08
0.0,18-318-00194,2021_08
0.0,18-318-00195,2021_08
0.0,18-318-00196,2021_08
0.0,18-318-00197,2021_08
0.0,18-319-00198,2021_08
0.0,18-319-00199,2021_08
38.24,18-319-00200,2021_08
0.0,18-319-00201,2021_08
15.7,18-319-00202,2021_08
10.12,18-320-00205,2021_08
4.91,18-320-00206,2021_08
19.8,18-320-00207,2021_08
0.0,18-321-00208,2021_08
0.0,18-321-00209,2021_08
0.0,18-321-00210,2021_08
0.0,18-321-00211,2021_08
0.0,18-321-00212,2021_08
0.0,18-321-00213,2021_08
0.0,18-321-00214,2021_08
0.0,18-321-00215,2021_08
0.0,18-321-00216,2021_08
0.0,18-321-00217,2021_08
0.0,18-322-00219,2021_08
0.0,18-322-00220,2021_08
0.0,18-322-00221,2021_08
0.0,18-323-00222,2021_08
0.0,18-323-00223,2021_08
0.0,18-323-00224,2021_08
0.0,18-323-00225,2021_08
0.0,18-323-00226,2021_08
0.0,18-323-00227,2021_08
0.0,18-323-00228,2021_08
0.0,18-323-00230,2021_08
0.0,18-324-00231,2021_08
0.3,18-324-00233,2021_08
0.0,18-324-00234,2021_08
0.0,18-325-00238,2021_08
0.0,18-325-00239,2021_08
0.0,18-326-00241,2021_08
0.0,18-326-00245,2021_08
0.0,18-326-00246,2021_08
0.0,18-326-00247,2021_08
0.0,18-755-00248,2021_08
0.0,18-756-00249,2021_08
0.02,18-756-00250,2021_08
0.0,18-756-00251,2021_08
0.0,18-757-00252,2021_08
0.0,18-757-00253,2021_08
0.0,18-757-00254,2021_08
0.0,18-759-00255,2021_08
0.0,18-758-00256,2021_08
0.0,18-758-00257,2021_08
0.0,18-816-00259,2021_08
0.0,18-324-00260,2021_08
0.0,18-816-00261,2021_08
0.0,18-324-00262,2021_08
0.0,18-303-00264,2021_08
0.0,18-799-00265,2021_08
0.0,18-303-00266,2021_08
0.0,18-326-00268,2021_08
0.0,18-325-00269,2021_08
0.0,18-325-00270,2021_08
0.0,18-304-00271,2021_08
0.0,18-321-00272,2021_08
0.0,18-321-00273,2021_08
0.0,18-314-00275,2021_08
98.27,18-312-00276,2021_08
4.69,18-312-00277,2021_08
0.0,18-755-00278,2021_08
0.0,18-755-00279,2021_08
12.27,18-760-00280,2021_08
40.870000000000005,18-760-00281,2021_08
0.0,18-300-00101,2022_07
0.0,18-300-00102,2022_07
0.0,18-300-00103,2022_07
0.0,18-300-00104,2022_07
0.0,18-300-00105,2022_07
0.0,18-301-00109,2022_07
0.0,18-301-00110,2022_07
0.0,18-301-00111,2022_07
0.0,18-301-00112,2022_07
0.0,18-301-00113,2022_07
0.0,18-301-00114,2022_07
0.0,18-302-00115,2022_07
0.0,18-302-00116,2022_07
0.0,18-302-00117,2022_07
0.0,18-302-00118,2022_07
0.0,18-302-00119,2022_07
0.0,18-303-00120,2022_07
0.0,18-303-00121,2022_07
0.0,18-303-00122,2022_07
0.0,18-303-00123,2022_07
0.0,18-799-00124,2022_07
24.08,18-304-00126,2022_07
0.0,18-304-00127,2022_07
63.26,18-304-00128,2022_07
8.49,18-304-00129,2022_07
0.0,18-305-00130,2022_07
0.0,18-305-00131,2022_07
0.0,18-305-00132,2022_07
0.0,18-305-00133,2022_07
12.04,18-305-00134,2022_07
124.2,18-305-00135,2022_07
0.0,18-305-00136,2022_07
3.21,18-306-00137,2022_07
0.32,18-306-00138,2022_07
0.64,18-306-00139,2022_07
0.0,18-306-00140,2022_07
1.42,18-307-00141,2022_07
19.24,18-307-00142,2022_07
0.0,18-307-00143,2022_07
0.0,18-307-00144,2022_07
0.0,18-307-00145,2022_07
0.05,18-307-00146,2022_07
8.53,18-307-00147,2022_07
1.87,18-308-00150,2022_07
4.87,18-308-00151,2022_07
5.78,18-308-00152,2022_07
0.0,18-308-00153,2022_07
1.57,18-309-00154,2022_07
1.3,18-309-00155,2022_07
2.94,18-309-00156,2022_07
0.0,18-309-00157,2022_07
9.56,18-310-00158,2022_07
2.46,18-310-00159,2022_07
3.78,18-310-00160,2022_07
1.05,18-310-00161,2022_07
4.16,18-310-00162,2022_07
0.24,18-310-00163,2022_07
0.4,18-310-00164,2022_07
17.68,18-311-00165,2022_07
0.36,18-311-00166,2022_07
0.0,18-311-00167,2022_07
0.0,18-311-00168,2022_07
0.0,18-312-00169,2022_07
0.0,18-312-00170,2022_07
0.0,18-312-00171,2022_07
0.0,18-313-00172,2022_07
0.0,18-313-00173,2022_07
0.0,18-313-00174,2022_07
0.0,18-313-00175,2022_07
0.0,18-313-00176,2022_07
0.0,18-313-00177,2022_07
0.0,18-314-00178,2022_07
0.0,18-314-00179,2022_07
4.78,18-315-00181,2022_07
19.6,18-316-00184,2022_07
176.64999999999998,18-316-00185,2022_07
0.0,18-316-00186,2022_07
7.32,18-316-00187,2022_07
85.74,18-316-00188,2022_07
66.1,18-317-00189,2022_07
0.63,18-317-00190,2022_07
10.39,18-317-00191,2022_07
0.0,18-317-00192,2022_07
12.0,18-317-00193,2022_07
8.950000000000001,18-318-00194,2022_07
0.0,18-318-00195,2022_07
0.0,18-318-00196,2022_07
0.0,18-318-00197,2022_07
0.0,18-319-00198,2022_07
0.0,18-319-00199,2022_07
0.0,18-319-00200,2022_07
0.0,18-319-00201,2022_07
0.0,18-319-00202,2022_07
0.0,18-320-00205,2022_07
0.0,18-320-00206,2022_07
2.34,18-320-00207,2022_07
0.0,18-321-00208,2022_07
0.0,18-321-00209,2022_07
0.0,18-321-00210,2022_07
0.0,18-321-00211,2022_07
0.0,18-321-00212,2022_07
0.0,18-321-00213,2022_07
0.0,18-321-00214,2022_07
0.0,18-321-00215,2022_07
0.0,18-321-00216,2022_07
0.0,18-321-00217,2022_07
0.0,18-322-00219,2022_07
0.0,18-322-00220,2022_07
0.0,18-322-00221,2022_07
0.0,18-323-00222,2022_07
0.0,18-323-00223,2022_07
0.0,18-323-00224,2022_07
0.0,18-323-00225,2022_07
0.0,18-323-00226,2022_07
0.0,18-323-00227,2022_07
0.0,18-323-00228,2022_07
0.0,18-323-00230,2022_07
0.0,18-324-00231,2022_07
0.0,18-324-00233,2022_07
0.0,18-324-00234,2022_07
0.0,18-325-00238,2022_07
11.71,18-325-00239,2022_07
0.0,18-326-00241,2022_07
0.0,18-326-00245,2022_07
0.0,18-326-00246,2022_07
0.54,18-326-00247,2022_07
0.0,18-755-00248,2022_07
0.0,18-756-00249,2022_07
0.0,18-756-00250,2022_07
0.0,18-756-00251,2022_07
1.5,18-757-00252,2022_07
0.0,18-757-00253,2022_07
0.0,18-757-00254,2022_07
41.07,18-759-00255,2022_07
0.0,18-758-00256,2022_07
0.0,18-758-00257,2022_07
4.79,18-816-00259,2022_07
0.0,18-324-00260,2022_07
0.0,18-816-00261,2022_07
0.0,18-324-00262,2022_07
0.0,18-303-00264,2022_07
0.0,18-799-00265,2022_07
0.0,18-303-00266,2022_07
0.0,18-326-00268,2022_07
8.73,18-325-00269,2022_07
0.0,18-325-00270,2022_07
0.0,18-304-00271,2022_07
0.0,18-321-00272,2022_07
0.0,18-321-00273,2022_07
0.0,18-314-00275,2022_07
0.0,18-312-00276,2022_07
0.0,18-312-00277,2022_07
3.13,18-755-00278,2022_07
5.08,18-755-00279,2022_07
0.0,18-760-00280,2022_07
0.0,18-760-00281,2022_07
0.0,18-316-00188,2022_12
2.37,18-300-00101,2022_06
18.380000000000003,18-300-00102,2022_06
34.24,18-300-00103,2022_06
27.49,18-300-00104,2022_06
7.319999999999999,18-300-00105,2022_06
96.82,18-301-00109,2022_06
1.4600000000000002,18-301-00110,2022_06
1.07,18-301-00111,2022_06
20.82,18-301-00112,2022_06
87.74,18-301-00113,2022_06
15.58,18-301-00114,2022_06
31.47,18-302-00115,2022_06
67.79,18-302-00116,2022_06
2.08,18-302-00117,2022_06
0.0,18-302-00118,2022_06
0.0,18-302-00119,2022_06
258.88,18-303-00120,2022_06
674.0,18-303-00121,2022_06
920.06,18-303-00122,2022_06
501.18,18-303-00123,2022_06
438.7,18-799-00124,2022_06
35.36,18-304-00126,2022_06
0.0,18-304-00127,2022_06
272.38,18-304-00128,2022_06
16.42,18-304-00129,2022_06
4.31,18-305-00130,2022_06
5.26,18-305-00131,2022_06
0.0,18-305-00132,2022_06
0.0,18-305-00133,2022_06
216.17,18-305-00134,2022_06
361.39,18-305-00135,2022_06
673.55,18-305-00136,2022_06
31.13,18-306-00137,2022_06
27.4,18-306-00138,2022_06
4.16,18-306-00139,2022_06
0.0,18-306-00140,2022_06
26.0,18-307-00141,2022_06
17.119999999999997,18-307-00142,2022_06
64.55,18-307-00143,2022_06
0.86,18-307-00144,2022_06
70.86,18-307-00145,2022_06
2.08,18-307-00146,2022_06
17.69,18-307-00147,2022_06
14.46,18-308-00150,2022_06
40.68,18-308-00151,2022_06
53.32,18-308-00152,2022_06
37.91,18-308-00153,2022_06
6.0,18-309-00154,2022_06
25.38,18-309-00155,2022_06
12.42,18-309-00156,2022_06
0.0,18-309-00157,2022_06
0.0,18-310-00158,2022_06
0.38,18-310-00159,2022_06
9.48,18-310-00160,2022_06
1.54,18-310-00161,2022_06
0.28,18-310-00162,2022_06
0.0,18-310-00163,2022_06
0.0,18-310-00164,2022_06
0.0,18-311-00165,2022_06
5.66,18-311-00166,2022_06
0.0,18-311-00167,2022_06
0.0,18-311-00168,2022_06
0.0,18-312-00169,2022_06
0.0,18-312-00170,2022_06
0.0,18-312-00171,2022_06
19.28,18-313-00172,2022_06
0.0,18-313-00173,2022_06
0.0,18-313-00174,2022_06
0.0,18-313-00175,2022_06
0.0,18-313-00176,2022_06
0.0,18-313-00177,2022_06
0.0,18-314-00178,2022_06
0.0,18-314-00179,2022_06
14.12,18-315-00181,2022_06
134.61,18-316-00184,2022_06
565.99,18-316-00185,2022_06
0.0,18-316-00186,2022_06
196.87,18-316-00187,2022_06
2422.43,18-316-00188,2022_06
230.55,18-317-00189,2022_06
78.47,18-317-00190,2022_06
158.73,18-317-00191,2022_06
19.4,18-317-00192,2022_06
102.09,18-317-00193,2022_06
155.81,18-318-00194,2022_06
26.83,18-318-00195,2022_06
11.37,18-318-00196,2022_06
2.73,18-318-00197,2022_06
0.56,18-319-00198,2022_06
79.52,18-319-00199,2022_06
115.44,18-319-00200,2022_06
0.99,18-319-00201,2022_06
94.24,18-319-00202,2022_06
6.91,18-320-00205,2022_06
4.31,18-320-00206,2022_06
27.14,18-320-00207,2022_06
185.98,18-321-00208,2022_06
88.69999999999999,18-321-00209,2022_06
296.47,18-321-00210,2022_06
312.3,18-321-00211,2022_06
0.0,18-321-00212,2022_06
0.0,18-321-00213,2022_06
0.0,18-321-00214,2022_06
0.0,18-321-00215,2022_06
0.0,18-321-00216,2022_06
67.97,18-321-00217,2022_06
4.76,18-322-00219,2022_06
0.0,18-322-00220,2022_06
0.0,18-322-00221,2022_06
58.96,18-323-00222,2022_06
58.56,18-323-00223,2022_06
279.78000000000003,18-323-00224,2022_06
57.98,18-323-00225,2022_06
119.61,18-323-00226,2022_06
62.08,18-323-00227,2022_06
34.09,18-323-00228,2022_06
10.98,18-323-00230,2022_06
28.99,18-324-00231,2022_06
81.51,18-324-00233,2022_06
10.38,18-324-00234,2022_06
186.2,18-325-00238,2022_06
233.78000000000003,18-325-00239,2022_06
3.19,18-326-00241,2022_06
176.36,18-326-00245,2022_06
35.92,18-326-00246,2022_06
17.91,18-326-00247,2022_06
0.0,18-755-00248,2022_06
0.49,18-756-00249,2022_06
0.4499999999999999,18-756-00250,2022_06
0.0,18-756-00251,2022_06
30.39,18-757-00252,2022_06
19.5,18-757-00253,2022_06
6.0,18-757-00254,2022_06
42.7,18-759-00255,2022_06
364.12,18-758-00256,2022_06
4.56,18-758-00257,2022_06
113.65,18-816-00259,2022_06
10.98,18-324-00260,2022_06
56.63,18-816-00261,2022_06
5.340000000000001,18-324-00262,2022_06
11.95,18-303-00264,2022_06
261.41,18-799-00265,2022_06
189.57,18-303-00266,2022_06
30.88,18-326-00268,2022_06
236.12,18-325-00269,2022_06
262.84000000000003,18-325-00270,2022_06
7.46,18-304-00271,2022_06
2.27,18-321-00272,2022_06
0.0,18-321-00273,2022_06
0.0,18-314-00275,2022_06
0.0,18-312-00276,2022_06
0.0,18-312-00277,2022_06
0.0,18-755-00278,2022_06
0.0,18-755-00279,2022_06
0.0,18-760-00280,2022_06
15.66,18-760-00281,2022_06
0.0,18-300-00101,2022_10
0.0,18-300-00102,2022_10
0.0,18-300-00103,2022_10
0.0,18-300-00104,2022_10
0.0,18-300-00105,2022_10
0.0,18-301-00109,2022_10
0.0,18-301-00110,2022_10
0.0,18-301-00111,2022_10
0.0,18-301-00112,2022_10
0.0,18-301-00113,2022_10
0.0,18-301-00114,2022_10
0.0,18-302-00115,2022_10
0.0,18-302-00116,2022_10
0.0,18-302-00117,2022_10
0.0,18-302-00118,2022_10
0.0,18-302-00119,2022_10
0.0,18-303-00120,2022_10
0.0,18-303-00121,2022_10
0.0,18-303-00122,2022_10
0.0,18-303-00123,2022_10
0.0,18-799-00124,2022_10
0.0,18-304-00126,2022_10
0.0,18-304-00127,2022_10
0.0,18-304-00128,2022_10
0.0,18-304-00129,2022_10
0.0,18-305-00130,2022_10
0.0,18-305-00131,2022_10
0.0,18-305-00132,2022_10
0.0,18-305-00133,2022_10
0.0,18-305-00134,2022_10
0.0,18-305-00135,2022_10
0.0,18-305-00136,2022_10
0.0,18-306-00137,2022_10
0.0,18-306-00138,2022_10
0.0,18-306-00139,2022_10
0.0,18-306-00140,2022_10
0.0,18-307-00141,2022_10
0.0,18-307-00142,2022_10
25.79,18-307-00143,2022_10
0.0,18-307-00144,2022_10
8.17,18-307-00145,2022_10
0.0,18-307-00146,2022_10
0.64,18-307-00147,2022_10
6.0,18-308-00150,2022_10
5.73,18-308-00151,2022_10
0.73,18-308-00152,2022_10
6.31,18-308-00153,2022_10
0.0,18-309-00154,2022_10
0.0,18-309-00155,2022_10
2.39,18-309-00156,2022_10
0.0,18-309-00157,2022_10
0.0,18-310-00158,2022_10
0.0,18-310-00159,2022_10
3.47,18-310-00160,2022_10
0.0,18-310-00161,2022_10
0.0,18-310-00162,2022_10
0.0,18-310-00163,2022_10
0.0,18-310-00164,2022_10
0.0,18-311-00165,2022_10
0.0,18-311-00166,2022_10
0.0,18-311-00167,2022_10
0.0,18-311-00168,2022_10
0.0,18-312-00169,2022_10
0.0,18-312-00170,2022_10
0.0,18-312-00171,2022_10
0.0,18-313-00172,2022_10
0.0,18-313-00173,2022_10
0.0,18-313-00174,2022_10
0.0,18-313-00175,2022_10
0.0,18-313-00176,2022_10
0.0,18-313-00177,2022_10
0.0,18-314-00178,2022_10
0.0,18-314-00179,2022_10
0.0,18-315-00181,2022_10
0.0,18-316-00184,2022_10
0.0,18-316-00185,2022_10
0.0,18-316-00186,2022_10
0.0,18-316-00187,2022_10
0.0,18-316-00188,2022_10
0.0,18-317-00189,2022_10
0.0,18-317-00190,2022_10
0.0,18-317-00191,2022_10
0.0,18-317-00192,2022_10
0.0,18-317-00193,2022_10
0.0,18-318-00194,2022_10
