object_id,Population_affected_Total,timeperiod
18-301-00110,0.0,2022_08
18-799-00124,1422.0,2022_08
18-324-00262,0.0,2022_08
18-320-00205,2988.0,2022_08
18-320-00207,397.0,2022_08
18-308-00150,4010.0,2022_08
18-757-00253,57.0,2022_08
18-308-00153,20038.0,2022_08
18-816-00259,425.0,2022_08
18-326-00245,383.0,2022_08
18-326-00268,0.0,2022_08
18-325-00269,0.0,2022_08
18-309-00157,495.0,2022_08
18-321-00272,0.0,2022_08
18-305-00135,0.0,2022_08
18-799-00265,5804.0,2022_08
18-320-00206,568.0,2022_08
18-325-00239,354.0,2022_08
18-308-00151,2494.0,2022_08
18-307-00147,4230.0,2022_08
18-816-00261,171.0,2022_08
18-312-00169,112.0,2022_08
18-323-00222,694.0,2022_08
18-312-00170,0.0,2022_08
18-320-00205,5.0,2022_09
18-308-00150,736.0,2022_09
18-313-00175,1387.0,2022_09
18-308-00152,816.0,2022_09
18-304-00271,0.0,2022_09
18-305-00131,0.0,2022_09
18-308-00151,2721.0,2022_09
18-307-00142,450.0,2025_07
18-313-00172,9167.0,2025_07
18-306-00138,0.0,2025_07
18-313-00174,209.0,2025_07
18-308-00150,358.0,2025_07
18-314-00178,6989.0,2025_07
18-757-00253,3481.0,2025_07
18-308-00153,0.0,2025_07
18-756-00251,213.0,2025_07
18-313-00175,5005.0,2025_07
18-756-00250,1055.0,2025_07
18-757-00252,2020.0,2025_07
18-308-00152,19708.0,2025_07
18-312-00276,0.0,2025_07
18-305-00136,0.0,2025_07
18-313-00173,2516.0,2025_07
18-313-00176,6576.0,2025_07
18-305-00134,0.0,2025_07
18-307-00141,3616.0,2025_07
18-311-00168,564.0,2025_07
18-307-00145,0.0,2025_07
18-314-00275,5994.0,2025_07
18-305-00135,0.0,2025_07
18-313-00177,1708.0,2025_07
18-314-00179,1783.0,2025_07
18-308-00151,2921.0,2025_07
18-307-00147,0.0,2025_07
18-312-00169,188.0,2025_07
18-312-00170,606.0,2025_07
18-326-00246,0.0,2025_07
18-318-00194,95456.0,2025_06
18-311-00167,2271.0,2025_06
18-302-00116,1275.0,2025_06
18-304-00126,2324.0,2025_06
18-307-00142,10114.0,2025_06
18-756-00249,370.0,2025_06
18-319-00199,0.0,2025_06
18-313-00172,15930.0,2025_06
18-321-00216,0.0,2025_06
18-310-00160,8179.0,2025_06
18-321-00214,0.0,2025_06
18-306-00138,0.0,2025_06
18-321-00212,290.0,2025_06
18-303-00266,121.0,2025_06
18-325-00270,464.0,2025_06
18-311-00165,0.0,2025_06
18-313-00174,6849.0,2025_06
18-306-00137,0.0,2025_06
18-308-00150,1263.0,2025_06
18-310-00159,2670.0,2025_06
18-310-00158,3362.0,2025_06
18-757-00253,1017.0,2025_06
18-309-00155,3604.0,2025_06
18-756-00251,10898.0,2025_06
18-313-00175,0.0,2025_06
18-321-00213,0.0,2025_06
18-318-00195,45803.0,2025_06
18-321-00211,0.0,2025_06
18-756-00250,8589.0,2025_06
18-757-00252,14370.0,2025_06
18-312-00277,0.0,2025_06
18-312-00276,0.0,2025_06
18-307-00144,6679.0,2025_06
18-326-00268,0.0,2025_06
18-305-00130,5626.0,2025_06
18-321-00210,0.0,2025_06
