object_id,Immediate Measures_tenders_awarded_value,timeperiod
18-322-00219,17820039.0,2017_03
18-304-00128,15243749.0,2017_06
18-320-00207,29697101.0,2017_06
18-321-00272,17857521.0,2017_06
18-322-00219,393780.0,2017_06
18-303-00122,4002914.86,2018_03
18-316-00185,5294019.0,2018_03
18-317-00189,18652200.0,2018_03
18-322-00219,600000.0,2018_03
217.0,8047115.6,2018_04
18-308-00153,2454418.0,2018_05
18-300-00101,19763939.0,2018_06
18-300-00104,6518953.0,2018_06
18-310-00159,10471655.0,2018_06
18-310-00161,3024285.0,2018_06
18-310-00162,2633978.0,2018_06
18-310-00163,3021386.0,2018_06
18-322-00219,0.0,2018_06
18-303-00122,27542204.0,2018_07
18-307-00146,35286355.0,2018_07
18-308-00150,11896544.07,2018_07
18-318-00195,37859413.44,2018_07
18-320-00207,4008815.11,2018_07
18-321-00216,12283000.0,2018_07
18-322-00219,82322030.0,2018_07
18-324-00262,19010625.52,2018_07
18-326-00246,19361576.81,2018_07
18-307-00146,1675120.0,2018_08
18-308-00150,5964498.0,2018_08
18-308-00153,5998918.0,2018_08
18-322-00219,0.0,2018_08
18-324-00262,2324939.0,2018_08
18-755-00279,14644690.0,2018_09
18-322-00219,104245600.0,2018_11
18-324-00262,3999792.0,2019_03
18-326-00246,3895618.0,2019_03
18-322-00219,4721400.0,2019_08
18-300-00101,14998528.0,2019_09
18-300-00103,16197344.0,2019_09
18-300-00104,74372881.49000001,2019_09
18-300-00108,16199044.0,2019_09
18-301-00113,5996054.0,2019_09
18-302-00116,12305561.95,2019_09
18-303-00122,54355202.66,2019_09
18-304-00128,29861969.04,2019_09
18-305-00134,35323851.19,2019_09
18-306-00139,77199980.6,2019_09
18-307-00145,2999368.0,2019_09
18-308-00150,7258479.220000001,2019_09
18-310-00158,0.0,2019_09
18-310-00161,7014179.0,2019_09
18-310-00164,3489724.0,2019_09
18-312-00169,3801628.16,2019_09
18-312-00170,2303639.98,2019_09
18-312-00276,6327917.359999999,2019_09
18-312-00277,4460222.9,2019_09
18-313-00177,9892466.95,2019_09
18-315-00182,5345628.72,2019_09
18-316-00185,113441928.21,2019_09
18-317-00189,190159930.24,2019_09
18-317-00190,24249622.87,2019_09
18-318-00195,51812230.65,2019_09
18-320-00205,0.0,2019_09
18-320-00207,13499355.0,2019_09
18-321-00210,7648690.52,2019_09
18-321-00211,7633242.46,2019_09
18-321-00212,4000076.0,2019_09
18-321-00214,3155248.51,2019_09
18-321-00273,5179591.52,2019_09
18-322-00219,65947654.53,2019_09
18-323-00226,28560718.87,2019_09
18-323-00228,2821624.89,2019_09
18-324-00231,6234885.0,2019_09
18-324-00260,14995364.0,2019_09
18-324-00262,15613161.78,2019_09
18-326-00244,18489203.0,2019_09
18-326-00245,8086319.0,2019_09
18-326-00246,6989477.0,2019_09
18-326-00247,8989797.0,2019_09
18-326-00268,4266195.0,2019_09
18-760-00280,20409711.0,2019_09
18-760-00281,25023561.4,2019_09
18-816-00259,7197784.0,2019_09
18-308-00150,2334823.0,2019_10
18-312-00169,0.0,2019_10
18-324-00262,5539952.0,2019_10
18-326-00246,14053461.0,2019_10
18-307-00146,1340867.1,2019_12
18-310-00164,14993649.0,2019_12
18-316-00185,75522989.32,2019_12
18-303-00122,32481056.34,2020_01
18-303-00122,186680360.66,2020_02
18-305-00134,151443319.07999998,2020_02
18-310-00160,26874847.59,2020_02
18-310-00162,60527901.0,2020_02
18-310-00163,63234893.74,2020_02
18-312-00276,154683183.74,2020_02
18-317-00189,33038351.47,2020_02
18-321-00211,98823079.01,2020_02
18-322-00219,375350501.45,2020_02
18-323-00226,213959215.41,2020_02
18-324-00262,112688153.61,2020_02
18-325-00239,132483521.05,2020_02
18-326-00247,5285943.0,2020_02
18-305-00134,123313698.19,2020_03
18-308-00152,4396153.0,2020_03
18-310-00163,44244486.82,2020_03
18-317-00189,48149789.6,2020_03
18-321-00214,0.0,2020_03
18-322-00219,246935052.4,2020_03
18-322-00267,27324047.43,2020_03
18-325-00238,66430391.83,2020_03
18-325-00239,63368862.83,2020_03
18-756-00249,8772790.29,2020_03
18-308-00150,13316844.54,2020_04
18-312-00276,16779268.42,2020_04
18-307-00145,7623986.0,2020_05
18-308-00150,27162574.28,2020_05
18-310-00161,36564756.42,2020_05
