,revenue_ci,district_3,district_1,revenue_cr,HQ,area,are_new,mean,count,timeperiod,object_id
217,Chariduar,SONITPUR,Sonitpur,Chariduar,,999613694.8,1000,0.6332773411455439,17998,2020_12,18-306-00138
218,Tezpur,SONITPUR,Sonitpur,Tezpur,y,546146490.7,546,0.2661257086877104,9803,2020_12,18-306-00139
219,Na-Duar,SONITPUR,Sonitpur,Naduar,,668195595.7,668,0.4769397251819127,12025,2020_12,18-306-00140
220,Narayanpur,LAKHIMPUR,Lakhimpur,Narayanpur,,380387815.9,380,0.4923646551645504,6852,2020_12,18-307-00141
221,Bihpuria,LAKHIMPUR,Lakhimpur,Bihpuria,,406987947.4,407,0.510305148514114,7342,2020_12,18-307-00142
222,Naobaicha,LAKHIMPUR,Lakhimpur,Nowboicha,,329777873.3,330,0.593136781014052,5960,2020_12,18-307-00143
223,Kadam,LAKHIMPUR,Lakhimpur,Kadam,,523299066.2,523,0.5717332972286114,9456,2020_12,18-307-00144
224,North Lakhimpur,LAKHIMPUR,Lakhimpur,North Lakhimpur,y,615562945.6,616,0.5061567998492484,11111,2020_12,18-307-00145
225,Dhakuakhana (Pt-I),LAKHIMPUR,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,0.4437990618922052,8355,2020_12,18-307-00146
226,Subansiri (Pt-I),LAKHIMPUR,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,0.4675643120981701,5055,2020_12,18-307-00147
227,Dhakuakhana (Pt-II),DHEMAJI,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,0.5398897171020508,160,2020_12,18-308-00148
228,Subansiri (Pt-II),DHEMAJI,Dhemaji,Subansiri (Pt-II),,155210841.0,155,0.7530388511258455,2809,2020_12,18-308-00149
229,Dhemaji,DHEMAJI,Dhemaji,Dhemaji,y,396211702.6,396,0.5261089860636592,7171,2020_12,18-308-00150
230,Sissibargaon,DHEMAJI,Dhemaji,Sissiborgaon,,745985547.0,746,0.4755090135114511,13514,2020_12,18-308-00151
231,Jonai,DHEMAJI,Dhemaji,Jonai,,852661889.7,853,0.3802058307828348,15479,2020_12,18-308-00152
232,Gogamukh,DHEMAJI,Dhemaji,Gogamukh,,323763379.2,324,0.526950377637468,5865,2020_12,18-308-00153
233,Sadiya,TINSUKIA,Tinsukia,Sadiya,,851463185.0,851,0.4942762499090571,15463,2020_12,18-309-00154
234,Doom Dooma,TINSUKIA,Tinsukia,Doom Dooma,,936656924.2,937,0.6675884736731597,16967,2020_12,18-309-00155
235,Tinsukia,TINSUKIA,Tinsukia,Tinsukia,y,890346165.2,890,0.6696438688290257,16134,2020_12,18-309-00156
236,Margherita,TINSUKIA,Tinsukia,Margherita,,1132319376.0,1132,0.7662384510040283,20480,2020_12,18-309-00157
237,Dibrugarh West,DIBRUGARH,Dibrugarh,Dibrugarh West,,723055766.0,723,0.3288412056167738,13068,2020_12,18-310-00158
238,Dibrugarh East,DIBRUGARH,Dibrugarh,Dibrugarh East,,392607310.5,393,0.3754792084565034,7104,2020_12,18-310-00159
239,Chabua,DIBRUGARH,Dibrugarh,Chabua,,658137348.7,658,0.2902919751353677,11912,2020_12,18-310-00160
240,Tengakhat,DIBRUGARH,Dibrugarh,Tengakhat,,355331353.1,355,0.6287929071266902,6434,2020_12,18-310-00161
241,Moran,DIBRUGARH,Dibrugarh,Moran,,394752534.0,395,0.5968435214136613,7126,2020_12,18-310-00162
242,Tingkhong,DIBRUGARH,Dibrugarh,Tingkhong,,391326093.4,391,0.6479869062765055,7074,2020_12,18-310-00163
243,Naharkatiya,DIBRUGARH,Dibrugarh,Naharkatia,,464307367.8,464,0.6837884455276254,8389,2020_12,18-310-00164
244,Dimow,SIVSAGAR,SIVSAGAR,Demow,,478427786.7,478,0.5811381394100035,8642,2020_12,18-311-00165
245,Sibsagar,SIVSAGAR,SIVSAGAR,Sivsagar,y,388026773.7,388,0.5594537106300093,6987,2020_12,18-311-00166
246,Amguri,SIVSAGAR,SIVSAGAR,Amguri,,314868728.7,315,0.6403785325847159,5666,2020_12,18-311-00167
247,Nazira,SIVSAGAR,SIVSAGAR,Nazira,,386224425.1,386,0.6652460482370182,6952,2020_12,18-311-00168
248,Teok,JORHAT,Jorhat,Teok,,449551926.2,450,0.6385484924278698,8093,2020_12,18-312-00169
249,Titabor,JORHAT,Jorhat,Titabor,,419204313.3,419,0.5866516453535638,7534,2020_12,18-312-00170
250,Mariani,JORHAT,Jorhat,Mariani,,436514584.8,437,0.7540547491881049,7852,2020_12,18-312-00171
251,Bokakhat,GOLAGHAT,Golaghat,Bokakhat,,850138736.1,850,0.4979534899720912,15273,2020_12,18-313-00172
252,Khumtai,GOLAGHAT,Golaghat,Khumtai,,473079404.2,473,0.3173725778589567,8516,2020_12,18-313-00173
253,Dergaon,GOLAGHAT,Golaghat,Dergaon,,322577977.5,323,0.6066834431216647,5809,2020_12,18-313-00174
254,Golaghat,GOLAGHAT,Golaghat,Golaghat,y,658333420.5,658,0.6087458142590708,11796,2020_12,18-313-00175
255,Morangi,GOLAGHAT,Golaghat,Morangi,,318699785.4,319,0.6947290163035151,5711,2020_12,18-313-00176
256,Sarupathar,GOLAGHAT,Golaghat,Sarupathar,,900371843.1,900,0.6086929274886738,16113,2020_12,18-313-00177
257,Diphu,K.ANGLONG,Karbi Anglong,Diphu,y,2467568183.0,2468,0.8151252623666894,44070,2020_12,18-314-00178
258,Silonijan,K.ANGLONG,K.ANGLONG,Silonijan,,1566331644.0,1566,0.8490174493910907,28083,2020_12,18-314-00179
259,Umrangso,DIMA HASAO,Dima Hasao,Umrangso,,1459647329.0,1460,0.8197979820137313,25999,2020_12,18-315-00180
260,Haflong,DIMA HASAO,Dima Hasao,Haflong,y,1023944193.0,1024,0.86046527734826,18189,2020_12,18-315-00181
261,Mahur,DIMA HASAO,Dima Hasao,Mahur,,568176425.1,568,0.8815715203790883,10090,2020_12,18-315-00182
262,Maibong,DIMA HASAO,Dima Hasao,Maibong,,1831786745.0,1832,0.8539096055760086,32595,2020_12,18-315-00183
263,Katigora,CACHAR,Cachar,Katigorah,,744022581.1,744,0.7244658217206117,13177,2020_12,18-316-00184
264,Silchar,CACHAR,Cachar,Silchar,y,837931796.0,838,0.6604245776258593,14838,2020_12,18-316-00185
265,Udarbond,CACHAR,Cachar,Udharbond,,447088875.6,447,0.8143332579002588,7923,2020_12,18-316-00186
266,Sonai,CACHAR,Cachar,Sonai,,999733880.6,1000,0.7894506500325281,17677,2020_12,18-316-00187
267,Lakhipur,CACHAR,Cachar,Lakhipur,,754436388.7,754,0.7467805246162486,13355,2020_12,18-316-00188
268,Karimganj,KARIMGANJ,Karimganj,Karimganj,y,178166572.6,178,0.6707725838571316,3162,2020_12,18-317-00189
269,Badarpur,KARIMGANJ,Karimganj,Badarpur,,134391085.3,134,0.6508356932570958,2387,2020_12,18-317-00190
270,Nilambazar,KARIMGANJ,Karimganj,Nilambazar,,280417099.0,280,0.6548232708228008,4945,2020_12,18-317-00191
271,Patharkandi,KARIMGANJ,Karimganj,Patherkandi,,672170922.1,672,0.7633535379990735,11872,2020_12,18-317-00192
272,"Ramkrishna
Nagar",KARIMGANJ,Karimganj,RK Nagar,,575000985.9,575,0.6686001166251726,10142,2020_12,18-317-00193
273,Algapur,HAILAKANDI,Hailakandi,Algapur,,156280173.0,156,0.6168290038709823,2769,2020_12,18-318-00194
274,Hailakandi,HAILAKANDI,Hailakandi,Hailakandi,y,160989094.7,161,0.6660828086609336,2849,2020_12,18-318-00195
275,Lala,HAILAKANDI,Hailakandi,Lala,,270081600.3,270,0.7094974477969599,4786,2020_12,18-318-00196
276,Katlichara,HAILAKANDI,Hailakandi,Katlicherra,,741771269.3,742,0.6718693991597844,13077,2020_12,18-318-00197
277,"Bongaigaon
(Pt)",BONGAIGAON,Bongaigaon,"Bongaigaon
(Pt)",y,189396060.5,189,0.5912883444393382,3400,2020_12,18-319-00198
278,Boitamari,BONGAIGAON,Bongaigaon,Boitamari,,297089853.0,297,0.282029495641107,5316,2020_12,18-319-00199
279,Srijangram,BONGAIGAON,Bongaigaon,Srijangram,,347583760.8,348,0.4670304757713449,6231,2020_12,18-319-00200
280,Sidli (Pt-II),BONGAIGAON,Bongaigaon,Sidli (Pt-II),,85041947.25,85,0.5010704350502744,1526,2020_12,18-319-00201
281,Manikpur,BONGAIGAON,Bongaigaon,Manikpur,,169010249.7,169,0.4593073794716283,3040,2020_12,18-319-00202
282,Kokrajhar (Pt),CHIRANG,Chirang,Kokrajhar (Pt),,12538462.77,13,0.4999859902711041,226,2020_12,18-320-00203
283,Barnagar (Pt),CHIRANG,Chirang,Barnagar (Pt),,34321102.47,34,0.6901267650230738,623,2020_12,18-320-00204
284,Bengtal,CHIRANG,Chirang,Bengtal,,715955682.4,716,0.6310536871410833,12886,2020_12,18-320-00205
285,Sidli (Pt),CHIRANG,Chirang,Sidli (Pt),,228893704.6,229,0.5711653297513376,4112,2020_12,18-320-00206
286,Bijni (Pt),CHIRANG,Chirang,Bijni (Pt),,934195919.7,934,0.6552703509824677,16769,2020_12,18-320-00207
287,"Rangia
(Pt)",KAMRUP,Kamrup,"Rangia
(Pt)",,186407362.6,186,0.4937016188311262,3332,2020_12,18-321-00208
288,Koya,KAMRUP,Kamrup,Kayan,,53612722.14,54,0.5322654406229655,960,2020_12,18-321-00209
289,Kamalpur,KAMRUP,Kamrup,Kamalpur,,250170012.1,250,0.5210295615650815,4479,2020_12,18-321-00210
290,Hajo,KAMRUP,Kamrup,Hajo,,412841145.7,413,0.4022570588011755,7401,2020_12,18-321-00211
291,Chhaygaon,KAMRUP,Kamrup,Chhaygaon,,470741379.3,471,0.7023083696590098,8402,2020_12,18-321-00212
292,Goroimari,KAMRUP,Kamrup,Goroimari,,176568213.2,177,0.255937942557982,3161,2020_12,18-321-00213
293,Chamaria,KAMRUP,Kamrup,Chamaria,,140144616.8,140,0.3160071534271786,2513,2020_12,18-321-00214
294,Nagarbera,KAMRUP,Kamrup,Nagarbera,,114577593.0,115,0.3381738471891776,2049,2020_12,18-321-00215
295,Boko,KAMRUP,Kamrup,Boko,,514044709.4,514,0.705235201550941,9192,2020_12,18-321-00216
296,"North
Guwahati",KAMRUP,Kamrup,"North
Guwahati",,90721866.31,91,0.5464965745376765,1629,2020_12,18-321-00217
297,Jalah (Pt),KAMRUP,Kamrup,Jalah (Pt),,55787602.64,56,0.5108828705136138,1010,2020_12,18-321-00218
298,Guwahati,KAMRUP METRO,KAMRUP METRO,Guwahati,y,101319635.1,101,0.4862890085462707,1810,2020_12,18-322-00219
299,Sonapur,KAMRUP METRO,KAMRUP METRO,Sonapur,,493242088.4,493,0.6696082211524833,8819,2020_12,18-322-00220
300,Chandrapur,KAMRUP METRO,KAMRUP METRO,Chandrapur,,124600101.5,125,0.6174785025167785,2235,2020_12,18-322-00221
301,"Tihu
(Pt)",NALBARI,Nalbari,"Tihu
(Pt)",,94935581.15,95,0.5214562104546793,1699,2020_12,18-323-00222
302,"Pachim
Nalbari",NALBARI,Nalbari,Pachim Nalbari,,148606921.2,149,0.4787048820075403,2669,2020_12,18-323-00223
303,Barkhetri,NALBARI,Nalbari,Barkhetri,,370577388.2,371,0.2520631189854,6631,2020_12,18-323-00224
304,Barbhag,NALBARI,Nalbari,Barbhag,,82281261.7,82,0.5251099541934665,1477,2020_12,18-323-00225
305,Nalbari,NALBARI,Nalbari,Nalbari,y,128136913.3,128,0.4911297697726284,2298,2020_12,18-323-00226
306,Banekuchi,NALBARI,Nalbari,Banekuchi,,61110319.4,61,0.468484160458922,1097,2020_12,18-323-00227
307,Ghograpar (Pt),NALBARI,Nalbari,Ghograpar (Pt),,131160984.6,131,0.4769266876726519,2353,2020_12,18-323-00228
308,Baganpara (Pt),BAKSA,Baksa,Baganpara (Pt),,211742690.1,212,0.5592025953129102,3809,2020_12,18-324-00260
309,Baganpara (Pt),NALBARI,Nalbari,Baganpara (Pt),,18943498.07,19,0.4677402507459457,343,2020_12,18-323-00230
310,Barnagar (Pt),BAKSA,Baksa,Barnagar (Pt),,460073385.7,460,0.6699130100535584,8262,2020_12,18-324-00231
311,Ghograpar (Pt),BAKSA,Baksa,Ghograpar (Pt),,35444716.72,35,0.4711865851476106,633,2020_12,18-324-00232
312,Jalah (Pt),BAKSA,Baksa,Jalah (Pt),,291646466.4,292,0.6141960212383266,5247,2020_12,18-324-00233
313,Barama,BAKSA,Baksa,Barama,,95546762.3,96,0.5036614355412006,1721,2020_12,18-324-00234
314,Rangia (Pt),TAMULPUR,Baksa,Rangia (Pt),,23451991.6,23,0.4374336605980283,420,2020_12,18-816-00235
315,Pathorighat (Pt),TAMULPUR,Baksa,Pathorighat (Pt),,3754506.217,4,0.5102791786193848,64,2020_12,18-816-00236
316,Khoirabari (Pt),DARRANG,Darrang,Khoirabari (Pt),,52738276.5,53,0.5402158141512224,951,2020_12,18-325-00237
317,Pathorighat (Pt),DARRANG,Darrang,Patharighat (Pt),,176482635.2,176,0.493295836824724,3170,2020_12,18-325-00238
318,Sipajhar,DARRANG,Darrang,Sipajhar,,293007191.6,293,0.3107725701680997,5248,2020_12,18-325-00239
319,Dhekiajuli (Pt),UDALGURI,Udalguri,Dhekiajuli (Pt),,41104085.9,41,0.534982480771458,742,2020_12,18-326-00240
320,Khoirabari (Pt),UDALGURI,Udalguri,Khoirabari (Pt),,162764836.4,163,0.550281414256682,2937,2020_12,18-326-00241
321,Pathorighat (Pt),UDALGURI,Udalguri,Pathorighat (Pt),,2314177.101,2,0.4527637693617079,36,2020_12,18-326-00242
322,Mangaldoi (Pt),UDALGURI,Udalguri,Mangaldoi (Pt),,6293734.554,6,0.4678590638296945,112,2020_12,18-326-00243
323,Dalgaon (Pt),UDALGURI,Udalguri,Dalgaon (Pt),,62698740.91,63,0.532526818707097,1129,2020_12,18-326-00244
324,Harisinga,UDALGURI,Udalguri,Harisinga,,625700293.5,626,0.6348763772480017,11260,2020_12,18-326-00245
325,Udalguri,UDALGURI,Udalguri,Udalguri,y,569395304.7,569,0.5940146624524065,10243,2020_12,18-326-00246
326,Mazbat,UDALGURI,Udalguri,Mazbat,,325141745.3,325,0.5868499203269132,5854,2020_12,18-326-00247
327,Mahmora,CHARAIDEO,Charaideo,Mahmora,,294481483.3,294,0.6414403617942033,5322,2020_12,18-755-00248
328,Biswanath,BISWANATH,Biswanath,Biswanath,y,1042300607.0,1042,0.52015898443743,18771,2020_12,18-756-00249
329,Helem,BISWANATH,Biswanath,Halem,,427087304.2,427,0.4685222305981968,7695,2020_12,18-756-00250
330,Gohpur,BISWANATH,Biswanath,Gohpur,,313635939.7,314,0.5340029675468003,5649,2020_12,18-756-00251
331,Hojai,HOJAI,Hojai,Hojai,y,264542999.3,265,0.5280539396706904,4722,2020_12,18-757-00252
332,Doboka,HOJAI,Hojai,Doboka,,317748519.3,318,0.6257710925125396,5682,2020_12,18-757-00253
333,Lanka,HOJAI,Hojai,Lanka,,873440623.1,873,0.6293032602163462,15600,2020_12,18-757-00254
334,Donka,WEST KARBI ANGLONG,West Karbi Anglong,Donkamokam,,3072801622.0,3073,0.7886951897309221,54854,2020_12,18-759-00255
335,South Salmara,SOUTH SALMARA MANCACHAR,South Salmara Mancachar,South Salmara,,435496775.1,435,0.1138357952992346,7774,2020_12,18-758-00256
336,Mankachar,SOUTH SALMARA MANCACHAR,South Salmara Mancachar,Mankachar,,248678182.6,249,0.3763260462006282,4437,2020_12,18-758-00257
337,Bajali (Pt),TAMULPUR,Baksa,Bajali (Pt),,17844174.95,18,0.4583220027043269,325,2020_12,18-816-00258
338,Goreswar (Pt),TAMULPUR,Baksa,Goreswar (Pt),,283216711.9,283,0.4964336659173545,5088,2020_12,18-816-00259
339,Tamulpur,TAMULPUR,Baksa,Tamulpur,,549366262.9,549,0.541103549251823,9874,2020_12,18-816-00261
340,Baksa,BAKSA,Baksa,Baska,,295501945.5,296,0.5697892824150348,5311,2020_12,18-324-00262
341,Sarupeta (Pt),BAKSA,Baksa,Sarupeta (Pt),,134708247.8,135,0.5470299994989916,2417,2020_12,18-324-00263
342,Barnagar (Pt),BARPETA,Barpeta,Barnagar (Pt),,207191146.6,207,0.4991669334726341,3709,2020_12,18-303-00264
343,Sarupeta (Pt),BAJALI,Barpeta,Sarupeta (Pt),,261584874.2,262,0.5129651494059643,4703,2020_12,18-799-00265
344,Chenga,BARPETA,Barpeta,Chenga,,317522242.4,318,0.1384734196289405,5694,2020_12,18-303-00266
345,North Guwahati (Pt),KAMRUP METRO,KAMRUP METRO,North Guwahati (Pt),,114789346.1,115,0.412342680103584,2056,2020_12,18-322-00267
346,Kalaigaon (Pt),UDALGURI,Udalguri,Kalaigaon (Pt),,191989620.2,192,0.5201928562373225,3451,2020_12,18-326-00268
347,Mangaldoi (Pt),DARRANG,Darrang,Mangaldoi (Pt),y,439678093.9,440,0.2409429189425853,7878,2020_12,18-325-00269
348,Dalgaon (Pt),DARRANG,Darrang,Dalgaon (Pt),,649172827.9,649,0.4405171846812988,11641,2020_12,18-325-00270
349,Mayong,MORIGAON,Morigaon,Mayong,,486035918.5,486,0.427876350522151,8696,2020_12,18-304-00271
350,Palasbari,KAMRUP,Kamrup,Palasbari,,392624055.8,393,0.4854260278229967,7026,2020_12,18-321-00272
351,Azara,KAMRUP,Kamrup,Azara,,423124288.2,423,0.6899403725770706,7558,2020_12,18-321-00273
352,Gossaigaon (Pt),DHUBRI,Dhubri,Gossaigaon (Pt),,76783222.03,77,0.4251807299021729,1372,2020_12,18-301-00274
353,Jorhat West,JORHAT,Jorhat,Jorhat West,,363550691.9,364,0.544547443839436,6534,2020_12,18-312-00276
354,Jorhat East,JORHAT,Jorhat,Jorhat East,,195465666.5,195,0.5643206708970484,3515,2020_12,18-312-00277
355,Sapekhati,CHARAIDEO,Charaideo,Sapekhati,,394328380.8,394,0.6996105433013723,7105,2020_12,18-755-00278
356,Sonari,CHARAIDEO,Charaideo,Sonari,y,384542831.4,385,0.7054618198290783,6933,2020_12,18-755-00279
357,Ujani Majuli,MAJULI,Majuli,Ujani Majuli,,322168126.6,322,0.3920948914541695,5804,2020_12,18-760-00280
358,Majuli,MAJULI,Majuli,Majuli,,648466675.6,648,0.1945228188237999,11687,2020_12,18-760-00281
359,Phuloni,K.ANGLONG,K.ANGLONG,Phuloni,,3303172433.0,3303,0.8085012467485305,59204,2020_12,18-314-00275
360,Gossaigaon (Pt),KOKRAJHAR,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.4699887829067284,19202,2021_03,18-300-00101
361,Bhowraguri,KOKRAJHAR,Kokrajhar,Bhawraguri,,158892607.3,159,0.398599988098252,2839,2021_03,18-300-00102
362,Dotoma,KOKRAJHAR,Kokrajhar,Dotoma,,303966231.6,304,0.3874507250583364,5464,2021_03,18-300-00103
363,Kokrajhar (Pt),KOKRAJHAR,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,0.4957988558810313,17803,2021_03,18-300-00104
364,Bagribari (Pt),KOKRAJHAR,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.4092359791169747,5031,2021_03,18-300-00105
365,Golokganj (Pt),KOKRAJHAR,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.3757066044010981,1844,2021_03,18-300-00106
366,Dhubri (Pt),KOKRAJHAR,Kokrajhar,Dhubri (Pt),,124091385.6,124,0.3789479876813742,2214,2021_03,18-300-00107
367,Chapar (Pt),KOKRAJHAR,Kokrajhar,Chapar (Pt),,101233159.3,101,0.4532502418463239,1809,2021_03,18-300-00108
368,Bagribari (Pt),DHUBRI,Dhubri,Bagribari (Pt),,212860104.4,213,0.1300631713867187,3800,2021_03,18-301-00109
369,Agamoni,DHUBRI,Dhubri,Agamoni,,220975059.2,221,0.2605894915552288,3954,2021_03,18-301-00110
370,Golokganj (Pt),DHUBRI,Dhubri,Golakganj (Pt),,199162500.1,199,0.2548496460335699,3583,2021_03,18-301-00111
371,Dhubri (Pt),DHUBRI,Dhubri,Dhubri (Pt),y,357274694.3,357,0.1541419587276506,6383,2021_03,18-301-00112
372,Bilasipara (Pt),DHUBRI,Dhubri,Bilasipara (Pt),,294886928.3,295,0.2854415439062203,5271,2021_03,18-301-00113
373,Chapar (Pt),DHUBRI,Dhubri,Chapar (Pt),,195049812.7,195,0.2871274885467991,3501,2021_03,18-301-00114
374,Lakhipur,GOALPARA,Goalpara,Lakhipur,,486513089.8,487,0.1834900007395654,8715,2021_03,18-302-00115
375,Balijana,GOALPARA,Goalpara,Balijana,,541158544.1,541,0.2958624498494676,9674,2021_03,18-302-00116
376,Matia,GOALPARA,Goalpara,Matia,,477602971.1,478,0.2900081810227671,8554,2021_03,18-302-00117
377,Dudhnai,GOALPARA,Goalpara,Dudhnoi,,196278296.1,196,0.3483509214042868,3502,2021_03,18-302-00118
378,Rangjuli,GOALPARA,Goalpara,Rangjuli,,277190398.1,277,0.3460193196483113,4952,2021_03,18-302-00119
379,Kalgachia,BARPETA,Barpeta,Kalgachia,,232225684.6,232,0.2682008210800832,4173,2021_03,18-303-00120
380,Baghbor,BARPETA,Barpeta,Baghbor,,512830660.7,513,0.1987499244130192,9173,2021_03,18-303-00121
381,Barpeta,BARPETA,Barpeta,Barpeta,y,315725333.4,316,0.2824596058238636,5665,2021_03,18-303-00122
382,Sarthebari,BARPETA,Barpeta,Sarthebari,,261719921.4,262,0.2970733707592139,4694,2021_03,18-303-00123
383,Bajali (Pt),BAJALI,Barpeta,Bajali (Pt),,167129509.3,167,0.3670925654779289,2996,2021_03,18-799-00124
384,Jalah (Pt),BAJALI,Barpeta,Jalah (Pt),,41272560.57,41,0.3656713105283243,737,2021_03,18-799-00125
385,Bhuragaon,MORIGAON,Morigaon,Bhuragaon,,218905955.5,219,0.2068896105718042,3933,2021_03,18-304-00126
386,Laharighat,MORIGAON,Morigaon,Laharighat,,232534594.4,233,0.2109164028744599,4166,2021_03,18-304-00127
387,Marigaon,MORIGAON,Morigaon,Morigaon,y,389659479.6,390,0.3430130997644382,6978,2021_03,18-304-00128
388,Mikirbheta,MORIGAON,Morigaon,Mikirbheta,,183812069.7,184,0.3427561735347116,3295,2021_03,18-304-00129
389,Kaliabor,NAGAON,Nagaon,Kaliabor,,580444524.8,580,0.4365174342342234,10411,2021_03,18-305-00130
390,Samaguri,NAGAON,Nagaon,Samaguri,,342479635.6,342,0.37676241622649,6141,2021_03,18-305-00131
391,Rupahi,NAGAON,Nagaon,Rupahi,,305559066.5,306,0.2819338068569285,5499,2021_03,18-305-00132
392,Dhing,NAGAON,Nagaon,Dhing,,247888462.7,248,0.2562625553334222,4451,2021_03,18-305-00133
393,Nagaon,NAGAON,Nagaon,Nagaon,y,372041429.1,372,0.3495139721306562,6674,2021_03,18-305-00134
394,Raha,NAGAON,Nagaon,Raha,,340889151.3,341,0.3542153773522056,6098,2021_03,18-305-00135
395,Kampur,NAGAON,Nagaon,Kampur,,375122906.9,375,0.3331861628091017,6713,2021_03,18-305-00136
396,Dhekiajuli (Pt),SONITPUR,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,0.3673946335817525,22140,2021_03,18-306-00137
397,Chariduar,SONITPUR,Sonitpur,Chariduar,,999613694.8,1000,0.4655200404211579,17998,2021_03,18-306-00138
398,Tezpur,SONITPUR,Sonitpur,Tezpur,y,546146490.7,546,0.2048646669466617,9803,2021_03,18-306-00139
399,Na-Duar,SONITPUR,Sonitpur,Naduar,,668195595.7,668,0.318387512278085,12026,2021_03,18-306-00140
400,Narayanpur,LAKHIMPUR,Lakhimpur,Narayanpur,,380387815.9,380,0.3613027560383829,6852,2021_03,18-307-00141
401,Bihpuria,LAKHIMPUR,Lakhimpur,Bihpuria,,406987947.4,407,0.3490747063661979,7342,2021_03,18-307-00142
402,Naobaicha,LAKHIMPUR,Lakhimpur,Nowboicha,,329777873.3,330,0.4125030722394086,5960,2021_03,18-307-00143
403,Kadam,LAKHIMPUR,Lakhimpur,Kadam,,523299066.2,523,0.4203232158497488,9455,2021_03,18-307-00144
404,North Lakhimpur,LAKHIMPUR,Lakhimpur,North Lakhimpur,y,615562945.6,616,0.3455304181948069,11111,2021_03,18-307-00145
405,Dhakuakhana (Pt-I),LAKHIMPUR,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,0.3488988980213944,8355,2021_03,18-307-00146
406,Subansiri (Pt-I),LAKHIMPUR,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,0.4210448735781404,5055,2021_03,18-307-00147
407,Dhakuakhana (Pt-II),DHEMAJI,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,0.4442987442016601,160,2021_03,18-308-00148
408,Subansiri (Pt-II),DHEMAJI,Dhemaji,Subansiri (Pt-II),,155210841.0,155,0.6460917328837251,2808,2021_03,18-308-00149
409,Dhemaji,DHEMAJI,Dhemaji,Dhemaji,y,396211702.6,396,0.3835639873819028,7171,2021_03,18-308-00150
410,Sissibargaon,DHEMAJI,Dhemaji,Sissiborgaon,,745985547.0,746,0.3489693775320963,13514,2021_03,18-308-00151
411,Jonai,DHEMAJI,Dhemaji,Jonai,,852661889.7,853,0.318154870358631,15479,2021_03,18-308-00152
412,Gogamukh,DHEMAJI,Dhemaji,Gogamukh,,323763379.2,324,0.4025639552696078,5865,2021_03,18-308-00153
413,Sadiya,TINSUKIA,Tinsukia,Sadiya,,851463185.0,851,0.3924746276875202,15465,2021_03,18-309-00154
414,Doom Dooma,TINSUKIA,Tinsukia,Doom Dooma,,936656924.2,937,0.4851253651389461,16967,2021_03,18-309-00155
415,Tinsukia,TINSUKIA,Tinsukia,Tinsukia,y,890346165.2,890,0.4909081940463278,16135,2021_03,18-309-00156
416,Margherita,TINSUKIA,Tinsukia,Margherita,,1132319376.0,1132,0.593839454650879,20480,2021_03,18-309-00157
417,Dibrugarh West,DIBRUGARH,Dibrugarh,Dibrugarh West,,723055766.0,723,0.238880514450943,13069,2021_03,18-310-00158
418,Dibrugarh East,DIBRUGARH,Dibrugarh,Dibrugarh East,,392607310.5,393,0.2432697811961358,7107,2021_03,18-310-00159
419,Chabua,DIBRUGARH,Dibrugarh,Chabua,,658137348.7,658,0.2215299326160399,11914,2021_03,18-310-00160
420,Tengakhat,DIBRUGARH,Dibrugarh,Tengakhat,,355331353.1,355,0.4122902227181769,6434,2021_03,18-310-00161
421,Moran,DIBRUGARH,Dibrugarh,Moran,,394752534.0,395,0.3524926459787603,7127,2021_03,18-310-00162
422,Tingkhong,DIBRUGARH,Dibrugarh,Tingkhong,,391326093.4,391,0.3977210228477523,7074,2021_03,18-310-00163
423,Naharkatiya,DIBRUGARH,Dibrugarh,Naharkatia,,464307367.8,464,0.4911995875365061,8389,2021_03,18-310-00164
424,Dimow,SIVSAGAR,SIVSAGAR,Demow,,478427786.7,478,0.3571766043559072,8642,2021_03,18-311-00165
425,Sibsagar,SIVSAGAR,SIVSAGAR,Sivsagar,y,388026773.7,388,0.3324462226724631,6987,2021_03,18-311-00166
426,Amguri,SIVSAGAR,SIVSAGAR,Amguri,,314868728.7,315,0.4053359161280003,5666,2021_03,18-311-00167
427,Nazira,SIVSAGAR,SIVSAGAR,Nazira,,386224425.1,386,0.4161038064023842,6952,2021_03,18-311-00168
428,Teok,JORHAT,Jorhat,Teok,,449551926.2,450,0.3984152670035061,8093,2021_03,18-312-00169
