,timeperiod,riverlevel_mean,riverlevel_min,riverlevel_max,object_id
0,2016_08,41.15958333333333,41.14,41.18,18-300-00104
1,2017_01,40.685698924731184,40.65,40.72,18-300-00104
2,2017_02,40.63321428571429,40.62,40.65,18-300-00104
3,2017_03,40.615053763440855,40.59,40.63,18-300-00104
4,2017_04,40.75877777777778,40.59,41.77,18-300-00104
5,2017_05,40.8692866756393,40.7,41.23,18-300-00104
6,2017_06,41.027972222222225,40.71,41.85,18-300-00104
7,2017_07,41.509435483870966,41.06,42.49,18-300-00104
8,2017_08,41.6397311827957,41.03,43.22,18-300-00104
9,2017_09,41.55973611111111,41.07,42.51,18-300-00104
10,2017_10,41.1479435483871,40.84,42.44,18-300-00104
11,2017_11,40.80844444444445,40.48,41.02,18-300-00104
12,2017_12,40.62430107526882,40.55,40.7,18-300-00104
13,2018_01,40.516774193548386,40.5,40.55,18-300-00104
14,2018_02,40.493928571428576,40.48,40.53,18-300-00104
15,2018_03,40.472,40.43,40.54,18-300-00104
16,2018_04,40.47180790960452,40.42,40.65,18-300-00104
17,2018_05,40.584663978494625,40.44,41.0,18-300-00104
18,2018_06,40.977069444444446,40.52,42.26,18-300-00104
19,2018_07,41.29100806451613,40.88,42.82,18-300-00104
20,2018_08,41.25349462365591,40.98,42.09,18-300-00104
21,2018_09,41.55770833333333,41.05,42.54,18-300-00104
22,2018_10,40.84849462365591,40.6,41.47,18-300-00104
23,2018_11,40.65076923076923,40.59,40.69,18-300-00104
24,2018_12,40.567956989247314,40.5,40.69,18-300-00104
25,2019_01,40.48709677419355,40.4,40.53,18-300-00104
26,2019_02,40.43885057471264,40.4,40.45,18-300-00104
27,2019_03,40.42310679611651,40.4,40.45,18-300-00104
28,2019_04,40.431975308641974,40.4,40.49,18-300-00104
29,2019_05,40.602916666666665,40.46,40.68,18-300-00104
30,2019_06,41.729032258064514,41.33,42.54,18-300-00104
31,2019_07,41.75262096774193,40.01,43.4,18-300-00104
32,2019_08,41.07630376344086,40.72,41.98,18-300-00104
33,2019_09,41.24004166666667,40.73,42.4,18-300-00104
34,2019_10,40.91236559139785,40.62,41.7,18-300-00104
35,2019_11,40.60413043478261,40.55,40.66,18-300-00104
36,2019_12,40.51033707865169,40.48,40.55,18-300-00104
37,2020_01,40.43978021978022,40.4,40.55,18-300-00104
38,2020_02,40.38,40.37,40.39,18-300-00104
39,2020_03,40.35575757575758,40.34,40.38,18-300-00104
40,2020_04,40.45757575757575,40.42,40.56,18-300-00104
41,2020_05,40.55590847913863,40.31,41.65,18-300-00104
42,2020_06,41.282777777777774,40.59,42.81,18-300-00104
43,2020_07,42.09111559139785,41.22,43.26,18-300-00104
44,2020_08,41.471586021505374,40.95,43.05,18-300-00104
45,2020_09,41.773722222222226,41.04,42.92,18-300-00104
46,2020_10,40.95173387096774,40.67,41.67,18-300-00104
47,2020_11,40.271521739130435,4.64,40.78,18-300-00104
48,2020_12,40.54550561797753,40.5,40.58,18-300-00104
49,2021_01,39.23431578947368,0.0,40.5,18-300-00104
50,2021_02,40.404444444444444,40.38,40.44,18-300-00104
51,2021_03,40.361595744680855,40.34,40.5,18-300-00104
52,2021_04,40.355111111111114,40.32,40.49,18-300-00104
53,2021_05,40.33660834454912,40.31,40.43,18-300-00104
54,2021_06,40.77073611111111,40.33,42.3,18-300-00104
55,2021_07,41.226370967741936,40.84,42.03,18-300-00104
56,2021_08,41.63989247311828,40.79,42.9,18-300-00104
57,2021_09,41.13302777777778,40.78,42.05,18-300-00104
58,2021_10,40.876612903225805,40.67,41.77,18-300-00104
59,2021_11,40.66406593406593,40.61,40.72,18-300-00104
60,2021_12,40.571075268817204,40.54,40.61,18-300-00104
61,2022_01,40.519462365591394,40.5,40.54,18-300-00104
62,2022_02,40.50940476190476,40.48,40.55,18-300-00104
63,2022_03,40.431612903225805,40.4,40.47,18-300-00104
64,2022_04,40.606144578313256,40.44,41.0,18-300-00104
65,2022_05,40.808479166666665,40.46,41.46,18-300-00104
66,2022_06,41.499694444444444,40.59,43.07,18-300-00104
67,2022_07,41.04262096774193,40.69,41.99,18-300-00104
68,2022_08,41.15825268817205,40.68,42.58,18-300-00104
69,2022_09,41.273472222222225,40.88,42.25,18-300-00104
70,2022_10,40.92005376344086,40.71,41.6,18-300-00104
71,2022_11,40.62197802197802,40.54,40.72,18-300-00104
72,2022_12,40.50419354838709,40.47,40.54,18-300-00104
73,2023_01,40.424814814814816,40.4,40.47,18-300-00104
74,2023_02,40.400952380952376,40.39,40.41,18-300-00104
75,2023_03,40.4081914893617,40.36,40.5,18-300-00104
76,2023_04,40.43720930232558,40.38,40.55,18-300-00104
77,2023_05,40.442580645161286,40.4,40.55,18-300-00104
78,2023_06,40.88926388888889,40.38,42.85,18-300-00104
79,2023_07,41.22877688172043,40.43,42.46,18-300-00104
80,2023_08,41.62873387096774,40.87,42.78,18-300-00104
81,2023_09,41.0732730015083,40.75,41.98,18-300-00104
82,2016_01,26.658351648351648,26.65,26.66,18-301-00111
83,2016_02,26.480919540229888,26.02,26.66,18-301-00111
84,2016_03,25.99483870967742,25.97,26.02,18-301-00111
85,2016_04,25.823999999999998,25.65,25.98,18-301-00111
86,2016_05,26.33106325706595,25.72,26.87,18-301-00111
87,2016_06,27.881125,26.76,29.77,18-301-00111
88,2016_07,29.55306451612903,28.43,30.78,18-301-00111
89,2016_08,28.330228494623654,27.86,29.45,18-301-00111
90,2016_09,28.076888888888888,27.75,29.66,18-301-00111
91,2016_10,27.955658602150535,27.48,29.27,18-301-00111
92,2016_11,27.243888888888886,26.68,27.47,18-301-00111
93,2016_12,26.005483870967744,25.23,26.86,18-301-00111
94,2017_01,25.764516129032256,25.7,26.78,18-301-00111
95,2017_02,25.8675,25.68,25.99,18-301-00111
96,2017_03,25.970106382978724,25.96,25.99,18-301-00111
97,2017_04,26.18417582417582,25.99,26.34,18-301-00111
98,2017_05,26.727271505376343,26.32,27.09,18-301-00111
99,2017_06,27.683319444444447,26.9,28.53,18-301-00111
100,2017_07,28.923817204301074,28.26,30.65,18-301-00111
101,2017_08,29.165940860215052,28.35,30.82,18-301-00111
102,2017_09,28.203277777777778,27.83,28.82,18-301-00111
103,2017_10,27.46111559139785,27.03,28.62,18-301-00111
104,2017_11,26.77328125,26.59,27.05,18-301-00111
105,2017_12,26.532258064516128,26.48,26.59,18-301-00111
106,2018_01,26.423655913978497,26.38,26.48,18-301-00111
107,2018_02,26.51047619047619,26.24,26.75,18-301-00111
108,2018_03,26.657741935483873,16.76,26.81,18-301-00111
109,2018_04,27.02722222222222,26.74,27.28,18-301-00111
110,2018_05,27.73470430107527,27.24,28.8,18-301-00111
111,2018_06,28.618763888888886,28.11,29.38,18-301-00111
112,2018_07,29.054637096774197,28.65,30.06,18-301-00111
113,2018_08,29.228306451612905,28.82,29.68,18-301-00111
114,2018_09,28.987833333333334,28.38,29.9,18-301-00111
115,2018_10,27.659395161290323,27.24,28.39,18-301-00111
116,2018_11,27.177032967032968,27.12,27.24,18-301-00111
117,2018_12,27.023263157894736,26.95,27.12,18-301-00111
118,2019_01,27.351463414634146,26.86,29.38,18-301-00111
119,2019_02,26.80953488372093,26.78,26.86,18-301-00111
120,2019_03,26.767956989247313,26.73,26.81,18-301-00111
121,2019_04,26.782584269662923,26.13,26.9,18-301-00111
122,2019_05,26.461149425287356,26.12,26.82,18-301-00111
123,2019_06,26.885347222222222,26.4,28.56,18-301-00111
124,2019_07,28.817916666666665,26.63,30.15,18-301-00111
125,2019_08,28.430577956989247,27.58,28.89,18-301-00111
126,2019_09,27.902805555555556,27.58,28.39,18-301-00111
