,revenue_ci,district_3,district_1,revenue_cr,HQ,area,are_new,mean,count,timeperiod,object_id
46,Subansiri (Pt-I),LAKHIMPUR,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,-0.0472634846022783,5053,2021_05,18-307-00147
47,Dhakuakhana (Pt-II),DHEMAJI,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,-0.0384488701820373,160,2021_05,18-308-00148
48,Subansiri (Pt-II),DHEMAJI,Dhemaji,Subansiri (Pt-II),,155210841.0,155,-0.1153415777744391,2808,2021_05,18-308-00149
49,Dhemaji,DHEMAJI,Dhemaji,Dhemaji,y,396211702.6,396,-0.0190367766541873,7166,2021_05,18-308-00150
50,Sissibargaon,DHEMAJI,Dhemaji,Sissiborgaon,,745985547.0,746,-0.0228936207373878,13510,2021_05,18-308-00151
51,Jonai,DHEMAJI,Dhemaji,Jonai,,852661889.7,853,-0.0778068804747068,15476,2021_05,18-308-00152
52,Gogamukh,DHEMAJI,Dhemaji,Gogamukh,,323763379.2,324,-0.0324462406632031,5864,2021_05,18-308-00153
53,Sadiya,TINSUKIA,Tinsukia,Sadiya,,851463185.0,851,-0.0388683683160283,15455,2021_05,18-309-00154
54,Doom Dooma,TINSUKIA,Tinsukia,Doom Dooma,,936656924.2,937,-0.0892130833698711,16963,2021_05,18-309-00155
55,Tinsukia,TINSUKIA,Tinsukia,Tinsukia,y,890346165.2,890,-0.0834109715458537,16126,2021_05,18-309-00156
56,Margherita,TINSUKIA,Tinsukia,Margherita,,1132319376.0,1132,-0.0792544529876239,20473,2021_05,18-309-00157
57,Dibrugarh West,DIBRUGARH,Dibrugarh,Dibrugarh West,,723055766.0,723,-0.0368934840388161,13066,2021_05,18-310-00158
58,Dibrugarh East,DIBRUGARH,Dibrugarh,Dibrugarh East,,392607310.5,393,-0.0300884542247672,7102,2021_05,18-310-00159
59,Chabua,DIBRUGARH,Dibrugarh,Chabua,,658137348.7,658,-0.0459919448144227,11913,2021_05,18-310-00160
60,Tengakhat,DIBRUGARH,Dibrugarh,Tengakhat,,355331353.1,355,-0.0066920093458671,6431,2021_05,18-310-00161
61,Moran,DIBRUGARH,Dibrugarh,Moran,,394752534.0,395,0.0257466448562684,7127,2021_05,18-310-00162
62,Tingkhong,DIBRUGARH,Dibrugarh,Tingkhong,,391326093.4,391,0.0217791760996342,7070,2021_05,18-310-00163
63,Naharkatiya,DIBRUGARH,Dibrugarh,Naharkatia,,464307367.8,464,-0.0355372647292741,8384,2021_05,18-310-00164
64,Dimow,SIVSAGAR,SIVSAGAR,Demow,,478427786.7,478,0.0118985277071496,8641,2021_05,18-311-00165
65,Sibsagar,SIVSAGAR,SIVSAGAR,Sivsagar,y,388026773.7,388,0.0280089693880805,6982,2021_05,18-311-00166
66,Amguri,SIVSAGAR,SIVSAGAR,Amguri,,314868728.7,315,0.0415494831911206,5662,2021_05,18-311-00167
67,Nazira,SIVSAGAR,SIVSAGAR,Nazira,,386224425.1,386,0.0217426739889408,6947,2021_05,18-311-00168
68,Teok,JORHAT,Jorhat,Teok,,449551926.2,450,0.0173396481506309,8085,2021_05,18-312-00169
69,Titabor,JORHAT,Jorhat,Titabor,,419204313.3,419,0.0685908074015288,7526,2021_05,18-312-00170
70,Mariani,JORHAT,Jorhat,Mariani,,436514584.8,437,-0.0402141732338795,7852,2021_05,18-312-00171
71,Bokakhat,GOLAGHAT,Golaghat,Bokakhat,,850138736.1,850,-0.0082712654358589,15270,2021_05,18-313-00172
72,Khumtai,GOLAGHAT,Golaghat,Khumtai,,473079404.2,473,0.0215683252228406,8514,2021_05,18-313-00173
73,Dergaon,GOLAGHAT,Golaghat,Dergaon,,322577977.5,323,0.0534111746868004,5807,2021_05,18-313-00174
74,Golaghat,GOLAGHAT,Golaghat,Golaghat,y,658333420.5,658,0.0784125241925117,11791,2021_05,18-313-00175
75,Morangi,GOLAGHAT,Golaghat,Morangi,,318699785.4,319,0.0429546861441384,5708,2021_05,18-313-00176
76,Sarupathar,GOLAGHAT,Golaghat,Sarupathar,,900371843.1,900,0.0739930904111382,16110,2021_05,18-313-00177
77,Diphu,K.ANGLONG,Karbi Anglong,Diphu,y,2467568183.0,2468,-0.0216467349726121,44049,2021_05,18-314-00178
78,Silonijan,K.ANGLONG,K.ANGLONG,Silonijan,,1566331644.0,1566,-0.0685206672917371,28076,2021_05,18-314-00179
79,Umrangso,DIMA HASAO,Dima Hasao,Umrangso,,1459647329.0,1460,-0.0372682416043205,25989,2021_05,18-315-00180
80,Haflong,DIMA HASAO,Dima Hasao,Haflong,y,1023944193.0,1024,-0.1453468418393996,18188,2021_05,18-315-00181
81,Mahur,DIMA HASAO,Dima Hasao,Mahur,,568176425.1,568,-0.1231628962385406,10090,2021_05,18-315-00182
82,Maibong,DIMA HASAO,Dima Hasao,Maibong,,1831786745.0,1832,-0.0422069279917263,32581,2021_05,18-315-00183
83,Katigora,CACHAR,Cachar,Katigorah,,744022581.1,744,-0.1299019824033444,13175,2021_05,18-316-00184
84,Silchar,CACHAR,Cachar,Silchar,y,837931796.0,838,-0.0518206545504164,14829,2021_05,18-316-00185
85,Udarbond,CACHAR,Cachar,Udharbond,,447088875.6,447,-0.0999510116413448,7923,2021_05,18-316-00186
86,Sonai,CACHAR,Cachar,Sonai,,999733880.6,1000,-0.0816857812765235,17673,2021_05,18-316-00187
87,Lakhipur,CACHAR,Cachar,Lakhipur,,754436388.7,754,-0.0648383568546027,13352,2021_05,18-316-00188
88,Karimganj,KARIMGANJ,Karimganj,Karimganj,y,178166572.6,178,-0.064677483746614,3161,2021_05,18-317-00189
89,Badarpur,KARIMGANJ,Karimganj,Badarpur,,134391085.3,134,-0.0903579551968684,2385,2021_05,18-317-00190
90,Nilambazar,KARIMGANJ,Karimganj,Nilambazar,,280417099.0,280,-0.0781032167206304,4944,2021_05,18-317-00191
91,Patharkandi,KARIMGANJ,Karimganj,Patherkandi,,672170922.1,672,-0.0988622664280373,11869,2021_05,18-317-00192
92,"Ramkrishna
Nagar",KARIMGANJ,Karimganj,RK Nagar,,575000985.9,575,-0.0728437180487101,10132,2021_05,18-317-00193
93,Algapur,HAILAKANDI,Hailakandi,Algapur,,156280173.0,156,-0.0268105189694356,2769,2021_05,18-318-00194
94,Hailakandi,HAILAKANDI,Hailakandi,Hailakandi,y,160989094.7,161,-0.0351141905859923,2849,2021_05,18-318-00195
95,Lala,HAILAKANDI,Hailakandi,Lala,,270081600.3,270,-0.0388774712348861,4784,2021_05,18-318-00196
96,Katlichara,HAILAKANDI,Hailakandi,Katlicherra,,741771269.3,742,-0.0544790231461003,13070,2021_05,18-318-00197
97,"Bongaigaon
(Pt)",BONGAIGAON,Bongaigaon,"Bongaigaon
(Pt)",y,189396060.5,189,-0.0441950988769531,3400,2021_05,18-319-00198
98,Boitamari,BONGAIGAON,Bongaigaon,Boitamari,,297089853.0,297,-0.0456810937775605,5315,2021_05,18-319-00199
99,Srijangram,BONGAIGAON,Bongaigaon,Srijangram,,347583760.8,348,-0.053459634136323,6229,2021_05,18-319-00200
100,Sidli (Pt-II),BONGAIGAON,Bongaigaon,Sidli (Pt-II),,85041947.25,85,-0.0287585317971122,1523,2021_05,18-319-00201
101,Manikpur,BONGAIGAON,Bongaigaon,Manikpur,,169010249.7,169,-0.0568660183956748,3040,2021_05,18-319-00202
102,Kokrajhar (Pt),CHIRANG,Chirang,Kokrajhar (Pt),,12538462.77,13,-0.0533852216932508,225,2021_05,18-320-00203
103,Barnagar (Pt),CHIRANG,Chirang,Barnagar (Pt),,34321102.47,34,-0.0434219152165836,623,2021_05,18-320-00204
104,Bengtal,CHIRANG,Chirang,Bengtal,,715955682.4,716,-0.1079574022452221,12885,2021_05,18-320-00205
105,Sidli (Pt),CHIRANG,Chirang,Sidli (Pt),,228893704.6,229,-0.0604809095099604,4110,2021_05,18-320-00206
106,Bijni (Pt),CHIRANG,Chirang,Bijni (Pt),,934195919.7,934,-0.100594098331364,16768,2021_05,18-320-00207
107,"Rangia
(Pt)",KAMRUP,Kamrup,"Rangia
(Pt)",,186407362.6,186,-0.0414322247871985,3328,2021_05,18-321-00208
108,Koya,KAMRUP,Kamrup,Kayan,,53612722.14,54,-0.0748066107432047,960,2021_05,18-321-00209
109,Kamalpur,KAMRUP,Kamrup,Kamalpur,,250170012.1,250,-0.0394593273552235,4477,2021_05,18-321-00210
110,Hajo,KAMRUP,Kamrup,Hajo,,412841145.7,413,-0.0603944603172508,7400,2021_05,18-321-00211
111,Chhaygaon,KAMRUP,Kamrup,Chhaygaon,,470741379.3,471,-0.0225286434928164,8397,2021_05,18-321-00212
112,Goroimari,KAMRUP,Kamrup,Goroimari,,176568213.2,177,-0.0493590332881375,3159,2021_05,18-321-00213
113,Chamaria,KAMRUP,Kamrup,Chamaria,,140144616.8,140,-0.090022269327929,2512,2021_05,18-321-00214
114,Nagarbera,KAMRUP,Kamrup,Nagarbera,,114577593.0,115,-0.0764215812087059,2048,2021_05,18-321-00215
115,Boko,KAMRUP,Kamrup,Boko,,514044709.4,514,-0.0098837106761012,9181,2021_05,18-321-00216
116,"North
Guwahati",KAMRUP,Kamrup,"North
Guwahati",,90721866.31,91,-0.0187009749345211,1629,2021_05,18-321-00217
117,Jalah (Pt),KAMRUP,Kamrup,Jalah (Pt),,55787602.64,56,-0.02801987579013,1009,2021_05,18-321-00218
118,Guwahati,KAMRUP METRO,KAMRUP METRO,Guwahati,y,101319635.1,101,0.0233564555974296,1810,2021_05,18-322-00219
119,Sonapur,KAMRUP METRO,KAMRUP METRO,Sonapur,,493242088.4,493,-0.0299627832285966,8818,2021_05,18-322-00220
120,Chandrapur,KAMRUP METRO,KAMRUP METRO,Chandrapur,,124600101.5,125,-0.0797126923631501,2235,2021_05,18-322-00221
121,"Tihu
(Pt)",NALBARI,Nalbari,"Tihu
(Pt)",,94935581.15,95,-0.0257427738721823,1699,2021_05,18-323-00222
122,"Pachim
Nalbari",NALBARI,Nalbari,Pachim Nalbari,,148606921.2,149,-0.0227609645837786,2668,2021_05,18-323-00223
123,Barkhetri,NALBARI,Nalbari,Barkhetri,,370577388.2,371,-0.0279634285519827,6629,2021_05,18-323-00224
124,Barbhag,NALBARI,Nalbari,Barbhag,,82281261.7,82,-0.0707857342450781,1477,2021_05,18-323-00225
125,Nalbari,NALBARI,Nalbari,Nalbari,y,128136913.3,128,-0.0423611540499721,2298,2021_05,18-323-00226
126,Banekuchi,NALBARI,Nalbari,Banekuchi,,61110319.4,61,0.0266275710155448,1097,2021_05,18-323-00227
127,Ghograpar (Pt),NALBARI,Nalbari,Ghograpar (Pt),,131160984.6,131,-0.0019823850747728,2351,2021_05,18-323-00228
128,Baganpara (Pt),BAKSA,Baksa,Baganpara (Pt),,211742690.1,212,-0.0141360091962628,3806,2021_05,18-324-00260
129,Baganpara (Pt),NALBARI,Nalbari,Baganpara (Pt),,18943498.07,19,-0.004434305446836,343,2021_05,18-323-00230
130,Barnagar (Pt),BAKSA,Baksa,Barnagar (Pt),,460073385.7,460,-0.1116331086143739,8258,2021_05,18-324-00231
131,Ghograpar (Pt),BAKSA,Baksa,Ghograpar (Pt),,35444716.72,35,-0.0111749748483088,633,2021_05,18-324-00232
132,Jalah (Pt),BAKSA,Baksa,Jalah (Pt),,291646466.4,292,-0.0607387313624583,5245,2021_05,18-324-00233
133,Barama,BAKSA,Baksa,Barama,,95546762.3,96,-0.0313081963117732,1720,2021_05,18-324-00234
134,Rangia (Pt),TAMULPUR,Baksa,Rangia (Pt),,23451991.6,23,-0.0564830416724795,420,2021_05,18-816-00235
135,Pathorighat (Pt),TAMULPUR,Baksa,Pathorighat (Pt),,3754506.217,4,-0.0465907156467437,64,2021_05,18-816-00236
136,Khoirabari (Pt),DARRANG,Darrang,Khoirabari (Pt),,52738276.5,53,0.013127404263145,950,2021_05,18-325-00237
137,Pathorighat (Pt),DARRANG,Darrang,Patharighat (Pt),,176482635.2,176,-0.0085164520157641,3166,2021_05,18-325-00238
138,Sipajhar,DARRANG,Darrang,Sipajhar,,293007191.6,293,-0.0455096774307707,5243,2021_05,18-325-00239
139,Dhekiajuli (Pt),UDALGURI,Udalguri,Dhekiajuli (Pt),,41104085.9,41,-0.0298401069127003,742,2021_05,18-326-00240
140,Khoirabari (Pt),UDALGURI,Udalguri,Khoirabari (Pt),,162764836.4,163,-0.0268989227887193,2937,2021_05,18-326-00241
141,Pathorighat (Pt),UDALGURI,Udalguri,Pathorighat (Pt),,2314177.101,2,0.0642894373999701,36,2021_05,18-326-00242
142,Mangaldoi (Pt),UDALGURI,Udalguri,Mangaldoi (Pt),,6293734.554,6,-0.0882327216012137,112,2021_05,18-326-00243
143,Dalgaon (Pt),UDALGURI,Udalguri,Dalgaon (Pt),,62698740.91,63,-0.00933176067704,1128,2021_05,18-326-00244
144,Harisinga,UDALGURI,Udalguri,Harisinga,,625700293.5,626,-0.0343568966645513,11252,2021_05,18-326-00245
145,Udalguri,UDALGURI,Udalguri,Udalguri,y,569395304.7,569,-0.0165071683195679,10230,2021_05,18-326-00246
146,Mazbat,UDALGURI,Udalguri,Mazbat,,325141745.3,325,-0.0098728677727777,5847,2021_05,18-326-00247
147,Mahmora,CHARAIDEO,Charaideo,Mahmora,,294481483.3,294,0.0469314796087727,5319,2021_05,18-755-00248
148,Biswanath,BISWANATH,Biswanath,Biswanath,y,1042300607.0,1042,-0.0398081295679098,18762,2021_05,18-756-00249
149,Helem,BISWANATH,Biswanath,Halem,,427087304.2,427,-0.0294551368437713,7694,2021_05,18-756-00250
150,Gohpur,BISWANATH,Biswanath,Gohpur,,313635939.7,314,-0.0495015444219165,5645,2021_05,18-756-00251
151,Hojai,HOJAI,Hojai,Hojai,y,264542999.3,265,0.0878717454813294,4720,2021_05,18-757-00252
152,Doboka,HOJAI,Hojai,Doboka,,317748519.3,318,0.0362556429317227,5681,2021_05,18-757-00253
153,Lanka,HOJAI,Hojai,Lanka,,873440623.1,873,0.1126336285248164,15597,2021_05,18-757-00254
154,Donka,WEST KARBI ANGLONG,West Karbi Anglong,Donkamokam,,3072801622.0,3073,-0.0230305662957912,54814,2021_05,18-759-00255
155,South Salmara,SOUTH SALMARA MANCACHAR,South Salmara Mancachar,South Salmara,,435496775.1,435,0.0306119458733355,7773,2021_05,18-758-00256
156,Mankachar,SOUTH SALMARA MANCACHAR,South Salmara Mancachar,Mankachar,,248678182.6,249,-0.0543786626599853,4434,2021_05,18-758-00257
157,Bajali (Pt),TAMULPUR,Baksa,Bajali (Pt),,17844174.95,18,0.0004123797783484,325,2021_05,18-816-00258
158,Goreswar (Pt),TAMULPUR,Baksa,Goreswar (Pt),,283216711.9,283,-0.0535068789477241,5086,2021_05,18-816-00259
159,Tamulpur,TAMULPUR,Baksa,Tamulpur,,549366262.9,549,-0.0117879891721838,9865,2021_05,18-816-00261
160,Baksa,BAKSA,Baksa,Baska,,295501945.5,296,-0.0404881656226069,5305,2021_05,18-324-00262
161,Sarupeta (Pt),BAKSA,Baksa,Sarupeta (Pt),,134708247.8,135,-0.0459160530295678,2415,2021_05,18-324-00263
162,Barnagar (Pt),BARPETA,Barpeta,Barnagar (Pt),,207191146.6,207,-0.0427297546370253,3707,2021_05,18-303-00264
163,Sarupeta (Pt),BAJALI,Barpeta,Sarupeta (Pt),,261584874.2,262,-0.066576868054817,4702,2021_05,18-799-00265
164,Chenga,BARPETA,Barpeta,Chenga,,317522242.4,318,-0.0141547918319702,5696,2021_05,18-303-00266
165,North Guwahati (Pt),KAMRUP METRO,KAMRUP METRO,North Guwahati (Pt),,114789346.1,115,-0.0479161634881633,2054,2021_05,18-322-00267
166,Kalaigaon (Pt),UDALGURI,Udalguri,Kalaigaon (Pt),,191989620.2,192,0.0120136876117325,3448,2021_05,18-326-00268
167,Mangaldoi (Pt),DARRANG,Darrang,Mangaldoi (Pt),y,439678093.9,440,0.0128101496620783,7875,2021_05,18-325-00269
168,Dalgaon (Pt),DARRANG,Darrang,Dalgaon (Pt),,649172827.9,649,-0.0672620634536605,11641,2021_05,18-325-00270
169,Mayong,MORIGAON,Morigaon,Mayong,,486035918.5,486,-0.1043672321444616,8695,2021_05,18-304-00271
170,Palasbari,KAMRUP,Kamrup,Palasbari,,392624055.8,393,0.0013421756929142,7020,2021_05,18-321-00272
171,Azara,KAMRUP,Kamrup,Azara,,423124288.2,423,-0.0240867095615991,7554,2021_05,18-321-00273
172,Gossaigaon (Pt),DHUBRI,Dhubri,Gossaigaon (Pt),,76783222.03,77,-0.0200722678398059,1371,2021_05,18-301-00274
173,Jorhat West,JORHAT,Jorhat,Jorhat West,,363550691.9,364,0.0164518273090297,6531,2021_05,18-312-00276
174,Jorhat East,JORHAT,Jorhat,Jorhat East,,195465666.5,195,0.0096812843257545,3510,2021_05,18-312-00277
175,Sapekhati,CHARAIDEO,Charaideo,Sapekhati,,394328380.8,394,0.0016717798001057,7104,2021_05,18-755-00278
176,Sonari,CHARAIDEO,Charaideo,Sonari,y,384542831.4,385,0.0174449746082471,6927,2021_05,18-755-00279
177,Ujani Majuli,MAJULI,Majuli,Ujani Majuli,,322168126.6,322,-0.0241449412303307,5801,2021_05,18-760-00280
178,Majuli,MAJULI,Majuli,Majuli,,648466675.6,648,-0.0034926281515727,11683,2021_05,18-760-00281
179,Phuloni,K.ANGLONG,K.ANGLONG,Phuloni,,3303172433.0,3303,-0.0372724077016585,59178,2021_05,18-314-00275
180,Gossaigaon (Pt),KOKRAJHAR,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,-0.0074315041291211,19192,2023_03,18-300-00101
181,Bhowraguri,KOKRAJHAR,Kokrajhar,Bhawraguri,,158892607.3,159,0.0122392485787558,2839,2023_03,18-300-00102
182,Dotoma,KOKRAJHAR,Kokrajhar,Dotoma,,303966231.6,304,0.0382719684315129,5461,2023_03,18-300-00103
183,Kokrajhar (Pt),KOKRAJHAR,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,-0.0239367105378474,17784,2023_03,18-300-00104
184,Bagribari (Pt),KOKRAJHAR,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.0185929952511493,5030,2023_03,18-300-00105
185,Golokganj (Pt),KOKRAJHAR,Kokrajhar,Golokganj (Pt),,102804109.1,103,-0.0049576024947094,1844,2023_03,18-300-00106
186,Dhubri (Pt),KOKRAJHAR,Kokrajhar,Dhubri (Pt),,124091385.6,124,-0.0365850817661388,2212,2023_03,18-300-00107
187,Chapar (Pt),KOKRAJHAR,Kokrajhar,Chapar (Pt),,101233159.3,101,-0.0582354130700123,1809,2023_03,18-300-00108
188,Bagribari (Pt),DHUBRI,Dhubri,Bagribari (Pt),,212860104.4,213,0.027675387733861,3800,2023_03,18-301-00109
189,Agamoni,DHUBRI,Dhubri,Agamoni,,220975059.2,221,-0.0336017299760208,3952,2023_03,18-301-00110
190,Golokganj (Pt),DHUBRI,Dhubri,Golakganj (Pt),,199162500.1,199,-0.0052477582722435,3576,2023_03,18-301-00111
191,Dhubri (Pt),DHUBRI,Dhubri,Dhubri (Pt),y,357274694.3,357,0.0226014336554453,6379,2023_03,18-301-00112
192,Bilasipara (Pt),DHUBRI,Dhubri,Bilasipara (Pt),,294886928.3,295,0.0021709107872289,5261,2023_03,18-301-00113
193,Chapar (Pt),DHUBRI,Dhubri,Chapar (Pt),,195049812.7,195,-0.0208519141197477,3497,2023_03,18-301-00114
194,Lakhipur,GOALPARA,Goalpara,Lakhipur,,486513089.8,487,0.0215215734438676,8711,2023_03,18-302-00115
195,Balijana,GOALPARA,Goalpara,Balijana,,541158544.1,541,0.0207305037354121,9672,2023_03,18-302-00116
196,Matia,GOALPARA,Goalpara,Matia,,477602971.1,478,0.0526536110200013,8551,2023_03,18-302-00117
197,Dudhnai,GOALPARA,Goalpara,Dudhnoi,,196278296.1,196,0.0721841096809951,3501,2023_03,18-302-00118
198,Rangjuli,GOALPARA,Goalpara,Rangjuli,,277190398.1,277,0.0232451889812283,4947,2023_03,18-302-00119
199,Kalgachia,BARPETA,Barpeta,Kalgachia,,232225684.6,232,-0.0829157990401464,4173,2023_03,18-303-00120
200,Baghbor,BARPETA,Barpeta,Baghbor,,512830660.7,513,-0.0312835410635218,9175,2023_03,18-303-00121
201,Barpeta,BARPETA,Barpeta,Barpeta,y,315725333.4,316,-0.0635371879519685,5661,2023_03,18-303-00122
202,Sarthebari,BARPETA,Barpeta,Sarthebari,,261719921.4,262,-0.0650332192622268,4690,2023_03,18-303-00123
203,Bajali (Pt),BAJALI,Barpeta,Bajali (Pt),,167129509.3,167,0.0058666085176926,2992,2023_03,18-799-00124
204,Jalah (Pt),BAJALI,Barpeta,Jalah (Pt),,41272560.57,41,0.0272477510987984,737,2023_03,18-799-00125
205,Bhuragaon,MORIGAON,Morigaon,Bhuragaon,,218905955.5,219,-0.0417047108277515,3933,2023_03,18-304-00126
206,Laharighat,MORIGAON,Morigaon,Laharighat,,232534594.4,233,-0.094820269933695,4164,2023_03,18-304-00127
207,Marigaon,MORIGAON,Morigaon,Morigaon,y,389659479.6,390,-0.029335803072125,6974,2023_03,18-304-00128
208,Mikirbheta,MORIGAON,Morigaon,Mikirbheta,,183812069.7,184,-0.0362318254986904,3293,2023_03,18-304-00129
209,Kaliabor,NAGAON,Nagaon,Kaliabor,,580444524.8,580,0.0102832629288994,10410,2023_03,18-305-00130
210,Samaguri,NAGAON,Nagaon,Samaguri,,342479635.6,342,0.0250135713757443,6140,2023_03,18-305-00131
211,Rupahi,NAGAON,Nagaon,Rupahi,,305559066.5,306,-0.0696283601634956,5499,2023_03,18-305-00132
212,Dhing,NAGAON,Nagaon,Dhing,,247888462.7,248,-0.1269576247822544,4449,2023_03,18-305-00133
