class,age,male,female
0,0 to 1,1017.33,940.44
1,1 to 5,3983.81,3676.32
10,10 to 15,5437.75,4974.27
15,15 to 20,5463.48,5275.14
20,20 to 25,5426.77,5555.74
25,25 to 30,5801.45,5636.79
30,30 to 35,5499.56,5092.68
35,35 to 40,5266.58,4855.76
40,40 to 45,4475.17,4092.71
45,45 to 50,4272.6,3726.27
5,5 to 10,5190.91,4806.97
50,50 to 55,3320,2991.41
55,55 to 60,2687.92,2322.81
60,60 to 65,1955.92,1848.26
65,65 to 70,1381.62,1254.82
70,70 to 75,861.62,793.86
75,75 to 80,576.03,480.78
80,80 and over,443.43,453.22
