Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,115828,THANGLAI DAULAGUPU,INR,0,11,114935,BOTENDRA PURUSA,21-Feb-2021 03:50 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12,115757,ARJUN GHIMIRE,INR,0,12,115170,CHUNGKHOSIEM CHANGSAN,20-Feb-2021 08:34 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13,115275,VS MANGA CHANGSAN,INR,0,13,115244,DAVID LALRUPOI KHOBUNG,21-Feb-2021 05:19 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14,115270,M/S HILLS ENTERPRISE,INR,0,14,115214,DIBENDU NAIDING,21-Feb-2021 02:36 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,15,115265,ABIJIT BODO,INR,0,15,115125,DIGGOSH KEMPRAI,20-Feb-2021 05:47 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,16,115259,LALMUNA DARNEI,INR,0,16,115203,DITEN HAKMOSA,21-Feb-2021 01:03 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,17,115258,NONDE HOJAI,INR,0,17,116144,D.J. INFOSYSTEMS,02-Mar-2021 07:02 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,18,115251,PHUKAN PHONGLO,INR,0,18,116166,Frontier Sales Corporation,03-Mar-2021 10:15 AM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,19,115250,PARIMAL BISWAS,INR,0,19,115233,GEORGE SAITHANGLUR KHOJOL,21-Feb-2021 04:37 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,20,115248,RAKESH LOHAR,INR,0,20,115212,GOURISH NAIDING,21-Feb-2021 02:24 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,21,115247,PALLAB CHETIA,INR,0,21,115871,Haron Daulagapu,27-Feb-2021 02:05 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,22,115246,LEUNGSANGGAILE JEME,INR,0,22,115208,HEMONJOY JIDUNG,21-Feb-2021 02:01 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,23,115244,DAVID LALRUPOI KHOBUNG,INR,0,23,116138,HYDROVERVE TECHNOLOGIES INDIA PRIVATE LIMITED,02-Mar-2021 05:48 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,24,115241,ROCHUNGSANG KEIVOM,INR,0,24,115235,KALLOL BHATTACHARJEE,21-Feb-2021 04:43 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,25,115240,BICHANON BATHARI,INR,0,25,115228,KILIAHUNGBE RIAME,21-Feb-2021 04:10 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,26,115238,SONLAL BODO,INR,0,26,115230,KOBROTO THAOSEN,21-Feb-2021 04:21 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,27,115236,BISHOP BATHARI,INR,0,27,115259,LALMUNA DARNEI,21-Feb-2021 06:10 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,28,115235,KALLOL BHATTACHARJEE,INR,0,28,115246,LEUNGSANGGAILE JEME,21-Feb-2021 05:25 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,29,115233,GEORGE SAITHANGLUR KHOJOL,INR,0,29,115959,Lwithw Narzary,28-Feb-2021 07:57 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,30,115232,NONDO CHAND NAIDING,INR,0,30,115270,M/S HILLS ENTERPRISE,21-Feb-2021 06:22 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,31,115230,KOBROTO THAOSEN,INR,0,31,115160,Niranjan Hojai,20-Feb-2021 07:47 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,32,115229,BIMAL HANSE,INR,0,32,115258,NONDE HOJAI,21-Feb-2021 06:03 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,33,115228,KILIAHUNGBE RIAME,INR,0,33,115232,NONDO CHAND NAIDING,21-Feb-2021 04:29 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,34,115227,SWAPAN LANGTHASA,INR,0,34,115247,PALLAB CHETIA,21-Feb-2021 05:33 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,35,115223,ROMEN THAOSEN,INR,0,35,115250,PARIMAL BISWAS,21-Feb-2021 05:47 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,36,115221,RUPANJIT LANGTHASA,INR,0,36,115251,PHUKAN PHONGLO,21-Feb-2021 05:56 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,37,115214,DIBENDU NAIDING,INR,0,37,114902,PROBASH JIDUNG,21-Feb-2021 01:18 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,38,115212,GOURISH NAIDING,INR,0,38,115118,PUSPA CHETRI,20-Feb-2021 04:43 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,39,115208,HEMONJOY JIDUNG,INR,0,39,115248,RAKESH LOHAR,21-Feb-2021 05:39 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,40,115203,DITEN HAKMOSA,INR,0,40,115241,ROCHUNGSANG KEIVOM,21-Feb-2021 05:12 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,41,115201,BISWAJIT PAUL,INR,0,41,115223,ROMEN THAOSEN,21-Feb-2021 03:43 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,42,115170,CHUNGKHOSIEM CHANGSAN,INR,0,42,115152,RUPAM KARIGAPSA,20-Feb-2021 07:34 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,43,115163,BIKANJOY HOJAI,INR,0,43,115221,RUPANJIT LANGTHASA,21-Feb-2021 03:27 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,44,115160,Niranjan Hojai,INR,0,44,115238,SONLAL BODO,21-Feb-2021 04:59 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,45,115152,RUPAM KARIGAPSA,INR,0,45,114922,Sourab Dutta,21-Feb-2021 03:37 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,46,115143,Arban Joel Kachari,INR,0,46,115873,Sri David Phonglo,27-Feb-2021 02:12 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,47,115138,SWADESH KEMPRAI,INR,0,47,115874,Sri Laltuorpui Hmar,27-Feb-2021 02:17 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,48,115133,THILSINGHLUO TUOLOR,INR,0,48,115868,Sri Rajech Choudhury,27-Feb-2021 01:57 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,49,115125,DIGGOSH KEMPRAI,INR,0,49,114225,Sulekha Devi,18-Feb-2021 02:54 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,50,115121,SURANJOY JOHORI,INR,0,50,115121,SURANJOY JOHORI,20-Feb-2021 05:00 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,51,115118,PUSPA CHETRI,INR,0,51,115138,SWADESH KEMPRAI,20-Feb-2021 06:27 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,52,114935,BOTENDRA PURUSA,INR,0,52,115227,SWAPAN LANGTHASA,21-Feb-2021 03:59 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,53,114922,Sourab Dutta,INR,0,53,115828,THANGLAI DAULAGUPU,26-Feb-2021 01:30 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,54,114902,PROBASH JIDUNG,INR,0,54,115133,THILSINGHLUO TUOLOR,20-Feb-2021 06:08 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,55,114734,ZSEE SMART SOLUTION INDIA PRIVATE LIMITED,INR,0,55,115275,VS MANGA CHANGSAN,21-Feb-2021 07:09 PM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,56,114225,Sulekha Devi,INR,0,56,114734,ZSEE SMART SOLUTION INDIA PRIVATE LIMITED,19-Feb-2021 11:17 AM,Accepted-AOC,Qualified,28-Jul-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
