Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
CE PWD(Roads),Internal,,Ashim kumar Chakraborty,24-Feb-2026 05:28 PM,24-Feb-2026 05:30 PM,techsummary_80692.pdf (92.13 KB),EE PWRD Goalpara East_Jaleswar Territorial Road Div,Internal,,Ashim kumar Chakraborty,16-Jul-2026 10:09 AM,finsummary_80692.pdf (495.74 KB),Technical,Summary,Abu syed Abidul Islam,20-Feb-2026 12:08 PM,technical_80692.pdf,1.0,297829.0,Nozrul Islam,INR,"5,708,529",Finance,Summary,Abu syed Abidul Islam,11-Mar-2026 06:20 PM,finance_80692.pdf,BOQ Comparative Chart,1.0,298100.0,Anisur Rahman,19-Feb-2026 01:38 PM,Rejected-Technical,Non-Responsive,24-Feb-2026 05:28 PM,16-Jul-2026,"INR 5,708,529",365.0,Ashim kumar Chakraborty,16-Jul-2026 10:12 AM,WOPKG01.pdf (496.00 KB),Public Works Roads Department,2026_PWD_50704_1,GLP/EE(GE_J)/PDNA/2025-26/1969 Dated 30/01/2026,"GLP/EE(GE_J)/NDRF(PDNA 2022)/2025 26/01 Recovery and Reconstruction of Approaches of RCC Bridge No. 7/1, 10/1 and 11/1 on MatiaSimlitola Road under NDRF (PDNA 2022) for the year 2025-26 of Goalpara District (Goalpara East LAC)",AOC,1.0,SBI Bank,"EE, PWD(Roads), GE_J Territorial Road Divi","O/O The EE, PWD(Roads), GE_J Territorial Road Division, Goalpara",Public Works Roads Department,GLP/EE(GE_J)/PDNA/2025-26/1969 Dated 30/01/2026,2026_PWD_50704_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,427",Nil,Nil,No,"1,42,731",Yes,fixed,,Nil,Nil,1.0,Extension Notice Cum Corrigendum,Date,,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,"GLP/EE(GE_J)/NDRF(PDNA 2022)/2025 26/01 Recovery and Reconstruction of Approaches of RCC Bridge No. 7/1, 10/1 and 11/1 on MatiaSimlitola Road under NDRF (PDNA 2022) for the year 2025-26 of Goalpara District (Goalpara East LAC)","GLP/EE(GE_J)/NDRF(PDNA 2022)/2025 26/01 Recovery and Reconstruction of Approaches of RCC Bridge No. 7/1, 10/1 and 11/1 on MatiaSimlitola Road under NDRF (PDNA 2022) for the year 2025-26 of Goalpara District (Goalpara East LAC)",Please refer Tender documents. ,NA ,"71,36,555",Civil Works – Roads,NA ,Tender,180.0,365.0,Goalpara,783101.0,"O/O The EE, PWD(Roads), GE_J Territorial Road Divi ","O/O The EE, PWD(Roads), GE_J Territorial Road Division, Goalpara ",05-Feb-2026 10:00 AM ,"O/O The EE, PWD(Roads), GE_J Territorial Road Divi",No ,No,02-Feb-2026 04:00 PM,19-Feb-2026 04:00 PM,02-Feb-2026 04:00 PM,19-Feb-2026 02:00 PM,02-Feb-2026 04:00 PM ,16-Feb-2026 02:00 PM ,02-Feb-2026 04:00 PM,19-Feb-2026 02:00 PM,24-Feb-2026 05:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,297680.0,Hafizur Rahman,15-Feb-2026 03:12 PM,Rejected-AOC,L2,16-Jul-2026 10:12 AM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum,Technical Bid,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,297829.0,Nozrul Islam,19-Feb-2026 11:21 AM,Accepted-AOC,Work Order Issued,16-Jul-2026 10:12 AM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,298720.0,SAHJAHAN ALI,19-Feb-2026 12:22 PM,Rejected-Technical,Non-Responsive,24-Feb-2026 05:28 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
