Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
14-Jul-2026,"INR 23,720,000",540.0,Rajiv Borgohain,14-Jul-2026 01:04 PM,WOSonitpur22.pdf (82.00 KB),"Chief Engineer,(EAP) PWRD,Assam",Internal,,Rajiv Borgohain,14-Jul-2026 01:00 PM,finsummary_80361.pdf (81.83 KB),1.0,296996.0,M/S NAGSANKAR CONSTRUCTION,12-Feb-2026 08:52 AM,Accepted-AOC,Awarded Contract Bidder,14-Jul-2026 01:05 PM,Technical,Technical bids have been opened,DIPAK KR. NATH,13-Feb-2026 03:48 PM,,Finance,Financial bid open,Dibyajyoti Nath,06-Mar-2026 04:01 PM,,BOQ Comparative Chart,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||PWD (R) - ARRBP,2026_PWRDW_50391_6,716719/15,Construction of Bridge in Sonitpur district i) Br. No. 2/1 on Tengabasti Sivapuri to Hajong Gaon Connected Road,1.0,296996.0,M/S NAGSANKAR CONSTRUCTION,INR,"23,720,000",CE (EAP),Internal,,Rajiv Borgohain,05-Mar-2026 10:56 PM,06-Mar-2026 11:00 AM,techsummary_80361.pdf (245.84 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,SBD,Construction of Bridge in Sonitpur district i) Br. No. 2/1 on Tengabasti Sivapuri to Hajong Gaon Connected Road,Construction of Bridge in Sonitpur district i) Br. No. 2/1 on Tengabasti Sivapuri to Hajong Gaon Connected Road Package No. CE/EAP/ARRBP/OCB/Bridge-1/Sonitpur/22,Please refer Tender documents. ,NA ,"2,25,94,000",Civil Works - Bridges,NA ,Tender,180.0,540.0,Sonitpur,784001.0,"O/o the Chief Engineer (EAP), PWRD, Fatasil Ambari ","O/o the Chief Engineer (EAP), PWRD, Fatasil Ambari ",28-Jan-2026 11:00 AM ,"O/o the Chief Engineer (EAP), PWRD, Fatasil Ambari",No ,No,"5,000",Nil,Nil,No,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||PWD (R) - ARRBP,716719/15,2026_PWRDW_50391_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"4,52,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,22-Jan-2026 01:00 PM,12-Feb-2026 02:30 PM,22-Jan-2026 01:00 PM,12-Feb-2026 02:00 PM,22-Jan-2026 01:00 PM ,28-Jan-2026 11:00 AM ,22-Jan-2026 01:00 PM,12-Feb-2026 02:00 PM,06-Mar-2026 11:00 AM,"Chief Engineer (EAP), PWRD","O/o the Chief Engineer (EAP), PWRD, Fatasil Ambari",AOC
,,,,,,,,,,,,2.0,296997.0,M/S SMB CONSTRUCTION,12-Feb-2026 08:59 AM,Rejected-Finance,Rejected as L2,14-Jul-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,ESMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,LOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Tender Fee and EMD Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,LOF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
