Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
CGM PPND,Internal,,Sumi Phukan,03-Jul-2026 11:19 AM,finsummary_81701.pdf (310.03 KB),03-Jul-2026,"INR 9,795,345",365.0,Sumi Phukan,03-Jul-2026 11:29 AM,LOI.pdf (231.00 KB),CONTRACT VALUE INCLUDING GST,1.0,302323.0,BRAHMAPUTRA RIVER VALLEY TRADING PVT. LTD.,25-Mar-2026 04:01 PM,Rejected-Finance,L3 BIDDER,03-Jul-2026 11:19 AM,Technical,Techno-commercial bid opened,Sumi Phukan,27-Mar-2026 03:23 PM,,Finance,Price bid opened,Sumi Phukan,06-May-2026 01:23 PM,,BOQ Comparative Chart,Assam Electricity Grid Corporation Ltd||CGM (T and T),2026_AEGCL_51452_1,AEGCL/MD/Tech-1210/Deposit/BID,"Turnkey Construction of 01 (one) no. of 33kV Feeder Bay for Star Cement at 220kV Sonapur GSS, AEGCL",1.0,302343.0,P & S CONSTRUCTION,INR,"9,795,345",CGM PPnD,Internal,,Sumi Phukan,06-May-2026 10:45 AM,06-May-2026 12:30 PM,techsummary_81701.pdf (838.77 KB),AOC,Chief General Manager (PPnD),"O/o the MD, AEGCL, Bijulee Bhawan, 1st Floor, Paltanbazar, Guwahati-01",24-Feb-2026 09:00 AM,27-Mar-2026 02:00 PM,24-Feb-2026 10:00 AM,26-Mar-2026 12:00 PM,24-Feb-2026 11:00 AM ,07-Mar-2026 12:00 PM ,23-Mar-2026 09:00 AM,26-Mar-2026 12:00 PM,06-May-2026 12:30 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),AEGCL/MD/Tech-1210/Deposit/BID,2026_AEGCL_51452_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"1,000",Nil,Nil,No,1.0,SBI Bank,"2,00,000",Yes,fixed,,Nil,Nil,1.0,Corrigendum I,Other,,"Turnkey Construction of 01 (one) no. of 33kV Feeder Bay for Star Cement at 220kV Sonapur GSS, AEGCL","Turnkey Construction of 01 (one) no. of 33kV Feeder Bay for Star Cement at 220kV Sonapur GSS, AEGCL under Deposit Scheme",Please refer Tender documents. ,NA ,,Electrical Works,NA ,Tender,180.0,365.0,Sonapur,782402.0,NA ,NA ,NA ,"AEGCL, Guwahati-1, Bijulee Bhawan, Paltanbazar",No ,No,1.0,Fee/PreQual/Technical,.rar,Technical Documents,AOC
,,,,,,,,,,,,,2.0,302211.0,Everlite Engineering Industries,25-Mar-2026 06:11 PM,Rejected-Finance,L2 BIDDER,03-Jul-2026 11:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.rar,Financial Documents,AOC
,,,,,,,,,,,,,3.0,302344.0,HARSH JYOTI BAISHYA,25-Mar-2026 07:49 PM,Rejected-Finance,L4 BIDDER,03-Jul-2026 11:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.rar,"LOTB, PoA, JV Agreement",AOC
,,,,,,,,,,,,,4.0,302371.0,OK Enterprise,26-Mar-2026 11:52 AM,Rejected-Technical,techno-commercially non-responsive,06-May-2026 10:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.rar,Notarized MA and Performance Certificate,AOC
,,,,,,,,,,,,,5.0,302343.0,P & S CONSTRUCTION,25-Mar-2026 09:16 PM,Accepted-AOC,L1 BIDDER,03-Jul-2026 11:29 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.rar,Type Test Report and GTP,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.rar,Others,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ or Price Schedule,AOC
