Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"2,000",Nil,Nil,No,Tinsukia/ MMNPPNA/ 1,"Construction of (i) RCC Drain on Kalyan Ashram Path, (ii) Jariguri Hasara Path (iii) Rajib Sadiya Path (iv) RCC Drain at 3 No. ward of Tinsukia MB in front of Milanpolly Sarbajanin Kalimandir (L 0.025km) under MMNPPNA 25-26",Please refer Tender documents. ,NA ,"99,56,000",Civil Works – Roads,NA ,Tender,180.0,180.0,Tinsukia,786125.0,"O/o the Chief Engineer,PWRD,Chandmari.Guwahati ","O/o the Chief Engineer,PWRD,Chandmari.Guwahati ",18-Jul-2025 04:00 PM ,"O/o the Chief Engineer,PWRD,Chandmari.Guwahati",No ,No,"1,99,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Details,"Chief Engineer,PWRD,Chandmari.Guwahati","O/o the Chief Engineer,PWRD,Chandmari.Guwahati",1.0,SBI Bank,1.0,Defect Liability Period,Technical Bid,,10-Jul-2025 06:55 PM,30-Jul-2025 02:30 PM,10-Jul-2025 06:55 PM,30-Jul-2025 02:00 PM,10-Jul-2025 06:55 PM ,30-Jul-2025 12:00 PM ,10-Jul-2025 06:55 PM,30-Jul-2025 02:00 PM,28-Aug-2025 02:10 PM,Public Works Roads Department,CE/Commn/16/2025-26/2,2025_PWD_45491_16,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,1.0,274026.0,RAJIV GOHAIN,30-Jul-2025 02:40 AM,Rejected-AOC,Not Awarded,17-Jul-2026 02:38 PM,S.Shyam,Internal,,Parismita Bora,28-Aug-2025 01:56 PM,28-Aug-2025 02:10 PM,techsummary_72061.pdf (536.66 KB),Finance,Financial Open,Munindra Barman,29-Aug-2025 11:37 AM,,BOQ Comparative Chart,17-Jul-2026,"INR 9,955,957",180.0,Mitu Rani Baishya,17-Jul-2026 02:37 PM,AOC_Tinisukia_01.pdf (1825.00 KB),1.0,273991.0,SRI KESHAB SAIKIA,INR,"9,955,957",Chief Engineer,Internal,,Mitu Rani Baishya,17-Jul-2026 01:21 PM,finsummary_72061.pdf (1824.84 KB),Technical,Financial open,CHANDAN DEKA,28-Aug-2025 12:58 PM,,Public Works Roads Department,2025_PWD_45491_16,CE/Commn/16/2025-26/2,Tinsukia/ MMNPPNA/ 1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,273991.0,SRI KESHAB SAIKIA,29-Jul-2025 05:51 PM,Accepted-AOC,Awarded,17-Jul-2026 02:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
