Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
M and R to Construction of New embankment including raising and strengthening of existing dowelbund from Bhabalagaon to 5th Mile under Sadiya Co-District.,M and R to Construction of New embankment including raising and strengthening of existing dowelbund from Bhabalagaon to 5th Mile under Sadiya Co-District.,Please refer Tender documents. ,NA ,"4,96,49,766",Civil Works,NA ,Tender,180.0,120.0,"Bhabalagaon, Tinsukia",786125.0,NA ,NA ,NA ,Guwahati,No ,No,1,Fee/PreQual/Technical,.pdf,Technical Documents,Department of Water Resources||Chief Engineer - DoWR,TINSUKIA/2025-26/M AND R/I,2026_DoWR_50392_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"9,92,995",Yes,percentage,2.0%,Nil,Nil,20-Jan-2026 06:55 PM,30-Jan-2026 03:00 PM,20-Jan-2026 06:55 PM,30-Jan-2026 02:00 PM,NA ,NA ,26-Jan-2026 10:00 AM,30-Jan-2026 02:00 PM,19-Feb-2026 01:00 PM,"10,000",Nil,Nil,No,"Chief Engineer, Water Resources Department","Assam Water Centre, O/o the Chief Engineer, 5th Floor, Basistha, Guwahati-29.",1.0,SBI Bank,AOC,1,295878,SANJIB BORUAH,30-Jan-2026 12:26 AM,Accepted-AOC,AWARDED,13-Jul-2026 06:49 PM,Director Design,Internal,,Jayanta Kumar Barman,19-Feb-2026 12:58 PM,19-Feb-2026 01:00 PM,techsummary_80238.pdf (141.56 KB),1.0,295878.0,SANJIB BORUAH,INR,"49,644,628.51",13-Jul-2026,"INR 49,644,628.51",120.0,Jayanta Kumar Barman,13-Jul-2026 06:48 PM,FWO_Tinsukia_Bhabalagaon.pdf (1680.00 KB),M and R to Construction of New embankment including raising and strengthening of existing dowelbund from Bhabalagaon to 5th Mile under Sadiya Co-District.,Finance,All Bids are opened for Financial Evaluation,Jayanta Kumar Barman,13-Jul-2026 06:40 PM,,BOQ Comparative Chart,Director Design,Internal,,Jayanta Kumar Barman,13-Jul-2026 06:43 PM,finsummary_80238.pdf (309.86 KB),Technical,All Bids are opened for Technical Evaluation,Jayanta Kumar Barman,18-Feb-2026 04:18 PM,,Department of Water Resources||Chief Engineer - DoWR,2026_DoWR_50392_1,TINSUKIA/2025-26/M AND R/I,M and R to Construction of New embankment including raising and strengthening of existing dowelbund from Bhabalagaon to 5th Mile under Sadiya Co-District.,AOC
,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,295882,SRI DIPJYOTI BORUAH,30-Jan-2026 12:18 AM,Rejected-AOC,Not Qualified for AOC,13-Jul-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
