Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Health and Family Welfare Department||Directorate of Medical Education-HFWD||Nagaon Medical College and Hospital-HFWD,2026_HFWD_52746_1,NagaonMC/38B/2026/9436,Annual Rate Contract for Supply of Printing Items at Nagaon Medical College,Technical,"Out of 6 participating bidder, one bidder was rejected as the party did not submit the required registration certificate from Printing and Stationery Department of Govt of Assam.",RAJAT DUTTA ROY,29-Jun-2026 06:55 PM,technical_83255.pdf,Prof Dr Lahari Saikia,Internal,"Prof Dr Gautam Mazumder, Dr. Rajat Dutta Roy, Dr. Uddip Talukdar",RAJAT DUTTA ROY,30-Jun-2026 05:07 PM,finsummary_83255.pdf (266.14 KB),1.0,306033.0,TOP PRINTERS,INR,"1,102",09-Jul-2026,"INR 14,267",365.0,Uddip Talukdar,06-Jul-2026 04:50 PM,AOCPrinting.pdf (3120.00 KB),AOCs are generated for total unit price of all the bidders as above.,Finance,Financial bids of all parties are accepted.,RAJAT DUTTA ROY,30-Jun-2026 04:45 PM,,BOQ Comparative Chart,Prof Dr Lahari Saikia,Internal,"Prof Dr Gautam Mazumder, Dr. Rajat Dutta Roy, Dr. Uddip Talukdar",RAJAT DUTTA ROY,29-Jun-2026 06:59 PM,30-Jun-2026 11:30 AM,techsummary_83255.pdf (266.14 KB),1,305572,BHABANI OFFSET & IMAGING SYSTEMS PVT. LTD,20-Jun-2026 03:55 PM,Accepted-AOC,Accepted for rate contract for 9 items.,06-Jul-2026 04:51 PM,AOC,1.0,Fee/PreQual/Technical,.pdf,Detailed Tender Document,1.0,SBI Bank,500.0,Nil,Nil,Yes,Annual Rate Contract for Supply of Printing Items at Nagaon Medical College,Annual Rate Contract for Supply of Printing Items at Nagaon Medical College,Please refer Tender documents. ,NA ,"15,00,000",Stationery,NA ,Rate Contract,90.0,NA ,Nagaon Medical College,782003.0,NA ,NA ,NA ,"Superintend Office, Nagaon Medical College, Nagaon",No ,No,13-Jun-2026 09:00 AM,29-Jun-2026 03:00 PM,13-Jun-2026 10:00 AM,29-Jun-2026 12:00 PM,NA ,NA ,14-Jun-2026 10:00 AM,29-Jun-2026 12:00 PM,30-Jun-2026 11:30 AM,Principal cum CHief Superintendent,"Nagaon Medial College, Mohkhuli Chariali, Diphalu, Nagaon, Assam 782003","10,000",Yes,fixed,,Nil,Nil,Health and Family Welfare Department||Directorate of Medical Education-HFWD||Nagaon Medical College and Hospital-HFWD,NagaonMC/38B/2026/9436,2026_HFWD_52746_1,Yes,Open Tender,Item Wise,Goods,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,2.0,305698.0,MS R R GRAPHICS,INR,"4,737",,,,,,,,,,,,,,,,,,,,,2,305564,MAA MANASHA PRINTERS,24-Jun-2026 05:44 PM,Accepted-AOC,Accepted for rate contract for 24 items.,06-Jul-2026 04:51 PM,AOC,2.0,Finance,.xls,Financial Bid Submission BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3.0,305572.0,BHABANI OFFSET & IMAGING SYSTEMS PVT. LTD,INR,"1,443",,,,,,,,,,,,,,,,,,,,,3,305698,MS R R GRAPHICS,25-Jun-2026 07:19 PM,Accepted-AOC,Accepted for rate contract for 49 items.,06-Jul-2026 04:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4.0,305564.0,MAA MANASHA PRINTERS,INR,"3,180",,,,,,,,,,,,,,,,,,,,,4,305376,NAMO ENTERPRISE,26-Jun-2026 08:12 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Jun-2026 06:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5.0,305352.0,RK PRINTERS,INR,"3,805",,,,,,,,,,,,,,,,,,,,,5,305352,RK PRINTERS,22-Jun-2026 05:28 PM,Accepted-AOC,Accepted for rate contract for 21 items.,06-Jul-2026 04:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,306033,TOP PRINTERS,29-Jun-2026 11:39 AM,Accepted-AOC,Accepted for rate contract for 6 items.,06-Jul-2026 04:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
