Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Charaideo/07 Construction of Bridge in Charaideo District i) Br No. 2/1 on Litinga Basti Road,Construction of Bridge in Charaideo District i) Br No. 2/1 on Litinga Basti Road,Please refer Tender documents. ,NA ,"1,54,33,000",Civil Works - Bridges,NA ,Tender,90.0,540.0,Charaideo District,785690.0,"O/o the Chief Engineer (EAP), PWRD ","O/o the Chief Engineer (EAP), PWRD ",31-Dec-2025 11:00 AM ,"O/o the CE (EAP) PWRD, Fatasil Ambari",No ,No,24-Dec-2025 09:00 AM,07-Jan-2026 02:30 PM,24-Dec-2025 09:00 AM,07-Jan-2026 02:00 PM,24-Dec-2025 09:00 AM ,31-Dec-2025 11:00 AM ,24-Dec-2025 09:00 AM,07-Jan-2026 02:00 PM,27-Feb-2026 02:40 PM,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||PWD (R) - ARRBP,eCF No 720769/9,2025_PWRDW_49588_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"CE (EAP) PWRD, Fatasil Ambari","CE (EAP) PWRD, Fatasil Ambari","3,000",Nil,Nil,No,"3,08,660",Yes,fixed,,Nil,Nil,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Tender Fee and EMD Receipt,AOC,21-Jul-2026,"INR 14,632,811.6",540.0,Rajiv Borgohain,21-Jul-2026 03:31 PM,FWOChar07.pdf (256.00 KB),Charaideo/07 Construction of Bridge in Charaideo District i) Br No. 2/1 on Litinga Basti Road,Chief Engineer EAP PWRD,Internal,,Rajiv Borgohain,21-Jul-2026 03:29 PM,finsummary_78646.pdf (255.80 KB),Technical,Technical Bid opened,Dibyajyoti Nath,19-Jan-2026 02:26 PM,,1.0,292300.0,Prosanta Boruah,07-Jan-2026 01:19 PM,Accepted-AOC,L1 Bidder,21-Jul-2026 03:31 PM,Finance,Financial Bid opened,Rajiv Borgohain,27-Feb-2026 03:07 PM,,BOQ Comparative Chart,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||PWD (R) - ARRBP,2025_PWRDW_49588_1,eCF No 720769/9,Charaideo/07 Construction of Bridge in Charaideo District i) Br No. 2/1 on Litinga Basti Road,1.0,292300.0,Prosanta Boruah,INR,"14,632,811.6","Chief Engineer, PWRD (EAP)",Internal,,DIPAK KR. NATH,27-Feb-2026 02:37 PM,27-Feb-2026 02:40 PM,techsummary_78646.pdf (520.15 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,AOC,,,,,,,,,,,,,,,,,,,2.0,292154.0,Sri Moniram Sahu,07-Jan-2026 12:14 PM,Rejected-Finance,L2 Bidder,21-Jul-2026 03:29 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Specification,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Detail,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Technical Bid,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Financial Bid,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
