S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,SBI Bank,13-Feb-2026 03:00 PM,05-Mar-2026 02:30 PM,13-Feb-2026 03:00 PM,05-Mar-2026 02:00 PM,NA ,NA ,21-Feb-2026 10:00 AM,05-Mar-2026 02:00 PM,25-May-2026 12:00 PM,"45,83,323",Yes,percentage,2.0%,Nil,Nil,"20,000",Nil,Nil,No,Construction of State of Art Smart Modern Wholesale Fish Market at Cachar,"Construction of State of Art Smart Modern Wholesale Fish Market including AI Features in Cachar District, Assam under Pradhan Mantri Matsya Sampada Yojna","Please, refer bid documents ",NA ,"22,91,66,150",Civil Works,NA ,Tender,180.0,270.0,Cachar,781016.0,"Directorate of Fisheries, Assam, Guwahati ","Directorate of Fisheries, Meen Bhawan, Assam, Guwahati-781016 ",20-Feb-2026 01:00 PM ,"Directorate of Fisheries, Assam, Guwahati",No ,No,"Director of Fisheries, Assam","Directorate of Fisheries, Meen Bhawan, Assam, Guwahati",1.0,Corrigendum on BOQ,BOQ,,Department of Fisheries||Directorate of Fisheries Assam,AF(S)105PMMSY2024-25 6420-24 12/2/2026,2026_FD_51133_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIB,AOC,30-Jul-2026,"INR 229,161,395.34",270.0,jugal Thakuria,31-Jul-2026 11:14 AM,SilcharMArket.pdf (450.00 KB),Work Order Allotted to Substantially Responsive Bidder,Technical,Technical bids are downloaded and evaluation is under process,Bobita Rani Medhi,05-Mar-2026 02:53 PM,,1,300393,Ganesh Daimary,04-Mar-2026 08:01 PM,Rejected-Finance,Awarded to L-1 Bidder,29-Jul-2026 12:20 PM,Finance,Financial bids are downloaded and evaluation is under process,Sangita Bhattacharyya,25-May-2026 12:25 PM,,BOQ Comparative Chart,"Addl Secretary, Govt of Assam, Fishery Dept",Internal,As per Minutes,jugal Thakuria,29-Jul-2026 12:20 PM,finsummary_81321.pdf (467.78 KB),1.0,299714.0,PADMAVATI CONSTRUCTION,INR,"229,161,395.34",Department of Fisheries||Directorate of Fisheries Assam,2026_FD_51133_1,AF(S)105PMMSY2024-25 6420-24 12/2/2026,Construction of State of Art Smart Modern Wholesale Fish Market at Cachar,"Sri P. K. Borkakati, ACS, Addl. Secretary, Fishery Deptt., Assam",Internal,,Bobita Rani Medhi,22-May-2026 04:41 PM,25-May-2026 12:00 PM,techsummary_81321.pdf (228.54 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid document,AOC,,,,,,,,,,,,,2,300365,KUSHAL KONWAR,05-Mar-2026 12:20 PM,Rejected-Technical,Non submission of some Relevant document,22-May-2026 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical documents as per bid document,AOC,,,,,,,,,,,,,3,300473,M/s Macrocosm Builders,05-Mar-2026 01:27 PM,Rejected-Technical,Original copy of PoA not submitted,22-May-2026 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,AOC,,,,,,,,,,,,,4,299714,PADMAVATI CONSTRUCTION,04-Mar-2026 02:13 PM,Accepted-AOC,L-1 Bidder,31-Jul-2026 11:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
