Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Technical,Technicallyqualified,Rubul Deka,12-Mar-2026 12:44 PM,technical_79909.pdf,"Executive Engineer, PWRD, BDTRD",Internal,,Rubul Deka,02-Jul-2026 04:05 PM,finsummary_79909.pdf (229.86 KB),Public Works Roads Department,2026_PWD_50168_27,BSPTRD/TECH/PDNA/168/2025-26,BSPTRD/PDNA/2025-26/27,1.0,294663.0,SOFIQUL ISLAM,INR,"3,400,000",Finance,Financial bids were opened for financial evaluation.,Rubul Deka,02-Jul-2026 04:01 PM,,BOQ Comparative Chart,02-Jul-2026,"INR 3,400,000",90.0,Rubul Deka,02-Jul-2026 04:11 PM,letterofaward.pdf (18.00 KB),1.0,295242.0,Anowar Hussain Zahid,27-Jan-2026 05:14 PM,Rejected-Finance,Higher financial quote than the L1 bidder.,02-Jul-2026 04:05 PM,RupjitNath,Internal,,Rubul Deka,12-Mar-2026 12:46 PM,12-Mar-2026 12:50 PM,techsummary_79909.pdf (431.07 KB),AOC,800.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,BID COST and BID SECURITY,Public Works Roads Department,BSPTRD/TECH/PDNA/168/2025-26,2026_PWD_50168_27,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,BSPTRD/PDNA/2025-26/27,Recovery and Reconstruction of Rangianadirpam MEM to Besimari Burikhamar village under NDRF (PDNA-2022) for the year 2025-26 of District Barpeta (25-Pakabetbari LAC),Please refer Tender documents. ,NA ,"40,00,000",Civil Works – Roads,NA ,Tender,180.0,90.0,Barpeta Road,781315.0,NA ,NA ,NA ,O/o the E.E. PWD B S P TRD,No ,No,E.E. PWD B S P TRD,O/o the E.E. PWD B S P TRD,1.0,SBI Bank,1.0,Corrigendum,Other,,"80,000",Yes,fixed,,Nil,Nil,13-Jan-2026 10:00 AM,02-Feb-2026 02:00 PM,13-Jan-2026 10:00 AM,28-Jan-2026 02:00 PM,13-Jan-2026 10:00 AM ,28-Jan-2026 02:00 PM ,13-Jan-2026 10:00 AM,28-Jan-2026 02:00 PM,12-Mar-2026 12:50 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,294663.0,SOFIQUL ISLAM,27-Jan-2026 07:48 PM,Accepted-AOC,Lowest (L1) responsive bidder,02-Jul-2026 04:12 PM,,,,,,,,AOC,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Technical Qualification Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
