S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,294125.0,PERFECT TRADING CORPORATION,06-Feb-2026 03:06 PM,Accepted-AOC,lowest evaluated substantially responsive bid,15-Jul-2026 01:17 PM,18-Jun-2026,"INR 19,669,408",120.0,Mintu Sinha,15-Jul-2026 01:17 PM,FittContract.pdf (1663.00 KB),Finance,Bid Opened,Paran Gogoi,10-Feb-2026 03:41 PM,,BOQ Comparative Chart,"Chief Executive Officer, ASUP",Internal,,Paran Gogoi,30-May-2026 03:29 PM,finsummary_78460.pdf (100.24 KB),"Chief Executive Officer, ASUP",Internal,,Paran Gogoi,30-May-2026 03:23 PM,techsummary_78460.pdf (66.96 KB),Skill Employment and Entrepreneurship Department- Externally Aided Project||Assam Skill University Project- ADB Funded Tenders,2025_SEEDE_49428_1,GS02/ASU/MTC/034(Lot-1),"Equipment for Fitter, Metal Works (Foundry, Forging and Sheet Metal) Lab",1.0,294125.0,PERFECT TRADING CORPORATION,INR,"19,669,408",AOC,1,Corrigendum 1 BoQ,BOQ,,0.0,Nil,Nil,No,"Equipment for Fitter, Metal Works (Foundry, Forging and Sheet Metal) Lab","Equipment for Fitter, Metal Works (Foundry, Forging and Sheet Metal) Lab",Please refer Tender documents. ,NA ,,Laboratory and scientific equipment,NA ,Tender,150.0,NA ,"ASU Campus, Mangaldoi",784125.0,Guwahati ,"3rd floor, DECT Complex, A.K. Azad Road, Rehabari, Guwahati-781008, Assam, India ",24-Dec-2025 02:30 PM ,"3rd Floor, DECT Complex, Rehabari, Guwahati-08",No ,No,18-Dec-2025 12:00 PM,10-Feb-2026 03:00 PM,18-Dec-2025 12:00 PM,10-Feb-2026 02:00 PM,18-Dec-2025 01:00 PM ,24-Dec-2025 12:00 PM ,16-Jan-2026 10:00 AM,10-Feb-2026 02:00 PM,"CEO, Assam Skill University Project","3rd floor, DECT Complex, A.K. Azad Road, Rehabari, Guwahati-781008, Assam, India",1.0,Fee/PreQual/Technical/Finance,.pdf,Bidder Qualification Credentials,1.0,SBI Bank,"1,77,000",No,fixed,,Nil,Nil,Skill Employment and Entrepreneurship Department- Externally Aided Project||Assam Skill University Project- ADB Funded Tenders,GS02/ASU/MTC/034(Lot-1),2025_SEEDE_49428_1,Yes,Open Tender,Item Rate,Goods,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Corrigendum 3,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Submission Sheet,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,Response to Pre Bid Queries,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Technical Specifications, Catalogues and any other documents",,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,Corrigendum 1,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Item Rate BoQ,,,,,,,,,,,,,,,,,,,,,,,AOC
