Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Public Works Roads Department,BMCTRD/SOPD/2025-26/MAN_02,2025_PWD_48664_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer PWRD,Barpeta Mandia and Chenga TR DIVISION,BMCTRD/SOPD/2025-26/MAN_02,Improvement of missing road from Mandia Girls ME School to Mandia Pather road under SOPDG for the year 2025-26,Please refer Tender documents. ,NA ,"23,63,000",Civil Works – Roads,NA ,Tender,180.0,60.0,Barpeta,781301.0,NA ,NA ,NA ,O/o EE BMCTRD Barpeta,No ,No,1.0,SBI Bank,17-Nov-2025 11:00 AM,06-Dec-2025 03:00 PM,17-Nov-2025 11:00 AM,06-Dec-2025 02:00 PM,17-Nov-2025 11:00 AM ,03-Dec-2025 12:00 PM ,04-Dec-2025 11:00 AM,06-Dec-2025 02:00 PM,28-Feb-2026 09:00 AM,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification,480.0,Nil,Nil,Yes,"47,260",Yes,fixed,,Nil,Nil,AOC,Technical,Bid opening minutes,Pallab Das,28-Feb-2026 12:11 AM,technical_77341.pdf,Jakir Hussain,Internal,"P.Das, H.Khatun",Pallab Das,17-Jul-2026 08:04 AM,finsummary_77341.pdf (792.68 KB),1.0,288382.0,FALU AHMED,INR,"2,362,781",Jakir Hussain,Internal,"P.Das, I. Hussain, H.Khatun",Pallab Das,28-Feb-2026 12:14 AM,28-Feb-2026 09:00 AM,techsummary_77341.pdf (707.91 KB),1.0,288382.0,FALU AHMED,05-Dec-2025 03:33 PM,Accepted-AOC,Qualified as L1 bidder,17-Jul-2026 08:16 AM,Finance,Financial bid opening minutes,Pallab Das,16-Jul-2026 09:44 AM,finance_77341.pdf,BOQ Comparative Chart,Public Works Roads Department,2025_PWD_48664_1,BMCTRD/SOPD/2025-26/MAN_02,BMCTRD/SOPD/2025-26/MAN_02,17-Jul-2026,"INR 2,362,781",60.0,Pallab Das,17-Jul-2026 08:16 AM,FWOman02.pdf (349.00 KB),Award of Contract,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,288379.0,SHARBESH ALI AHMED,05-Dec-2025 03:41 PM,Rejected-AOC,Disqualified as L2 bidder,17-Jul-2026 08:16 AM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Site visit Certificate,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
