Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Welfare of Plain Tribes and Backward Classes||Director - WPT and BC,PTDC/Engg/2026-27/550,2026_WPTBC_52811_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Construction of Hitesh Deka path Hajalpara Chowk to Betna post office road with Soil Stabilization Method using Terrazyme under SDMF (ASDMA) for the financial year 2025-26.,Construction of Hitesh Deka path Hajalpara Chowk to Betna post office road with Soil Stabilization Method using Terrazyme under SDMF (ASDMA) for the financial year 2025-26.,Please refer to tender document ,NA ,"5,09,30,000",Civil Works,NA ,Tender,180.0,720.0,Udalguri,784509.0,"Managing Director, APTDC Ltd., Ganeshguri, Ghy, 5 ","Office of the Managing Director, APTDC Ltd., Ganeshguri, Ghy, 5 ",25-Jun-2026 11:00 AM ,"Managing Director, APTDC Ltd., Ganeshguri, Guwahat",No ,No,18-Jun-2026 06:55 PM,10-Jul-2026 03:00 PM,20-Jun-2026 02:00 PM,10-Jul-2026 02:00 PM,NA ,NA ,22-Jun-2026 02:00 PM,10-Jul-2026 02:00 PM,22-Jul-2026 05:05 PM,"10,500",Nil,Nil,No,1.0,SBI Bank,Managing Director,"Office of the Managing Director, APTDC Ltd., Ganeshguri, Ghy, 5",1.0,Fee/PreQual/Technical,.pdf,Technical Qualification,"10,18,600",Yes,percentage,2.0%,Nil,Nil,AOC,1.0,306607.0,KHAGENDRA NATH SARKAR,INR,"50,920,000",Welfare of Plain Tribes and Backward Classes||Director - WPT and BC,2026_WPTBC_52811_1,PTDC/Engg/2026-27/550,Construction of Hitesh Deka path Hajalpara Chowk to Betna post office road with Soil Stabilization Method using Terrazyme under SDMF (ASDMA) for the financial year 2025-26.,Managing Director,Internal,,Dipak Kumar Gayary,22-Jul-2026 05:01 PM,22-Jul-2026 05:05 PM,techsummary_83324.pdf (1062.58 KB),28-Jul-2026,"INR 50,920,000",720.0,Dipak Kumar Gayary,28-Jul-2026 04:26 PM,AocHiteshdeka.pdf (1113.00 KB),AOC,Managing Director,Internal,,Dipak Kumar Gayary,28-Jul-2026 04:22 PM,finsummary_83324.pdf (1062.58 KB),Technical,Technical Bid has been opened.,Dipak Kumar Gayary,13-Jul-2026 10:10 AM,,1,306606,Gaziul Hassan,08-Jul-2026 01:30 PM,Rejected-AOC,Not Awarded,28-Jul-2026 04:26 PM,Finance,Financial bid has been opened.,Dipak Kumar Gayary,28-Jul-2026 04:18 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,306607,KHAGENDRA NATH SARKAR,08-Jul-2026 01:33 PM,Accepted-AOC,Awarded,28-Jul-2026 04:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,306608,Ruhan Das,08-Jul-2026 01:41 PM,Rejected-Technical,As per Comperative Statement (Technical Bid) is Non Responsive,22-Jul-2026 05:01 PM,,,,,,,AOC
