EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"5,25,000",No,fixed,,Nil,Nil,"Chief Engineer (EAP), PWRD","O/o the Chief Engineer (EAP), PWRD, Fatasil Ambari",1.0,Fee/PreQual/Technical,.pdf,SBD,1.0,Corrigendum-I,Date,,1.0,SBI Bank,"5,000",Nil,Nil,Yes,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||PWD (R) - ARRBP,Ecf No. 716719/23,2026_PWRDW_51562_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Construction of Bridge in Biswanath district i) Br. No. 2/2 on Jaranigaon to kakila Road,Construction of Bridge in Biswanath district i) Br. No. 2/2 on Jaranigaon to kakila Road Package No. CE/EAP/ARRBP/OCB/Bridge-1/Biswanath/33,Please refer Tender documents. ,NA ,"2,62,45,000",Civil Works - Bridges,NA ,Tender,180.0,540.0,Biswanath,784176.0,"O/o the Chief Engineer (EAP), PWRD, Fatasil Ambari ","O/o the Chief Engineer (EAP), PWRD, Fatasil Ambari ",05-Mar-2026 11:00 AM ,"O/o the Chief Engineer (EAP), PWRD, Fatasil Ambari",No ,No,27-Feb-2026 11:30 AM,24-Mar-2026 02:30 PM,27-Feb-2026 11:30 AM,24-Mar-2026 02:00 PM,27-Feb-2026 11:30 AM ,19-Mar-2026 02:00 PM ,27-Feb-2026 11:30 AM,24-Mar-2026 02:00 PM,12-May-2026 03:00 PM,AOC,Finance,Financial bids have been opened,Dibyajyoti Nath,12-May-2026 03:45 PM,,BOQ Comparative Chart,Technical,Technical bids have been opened,DIPAK KR. NATH,26-Mar-2026 11:57 AM,,1.0,301751.0,Manoj Kr. Borah,24-Mar-2026 11:47 AM,Accepted-AOC,Awarded Contract Bidder,20-Jul-2026 03:00 PM,"Chief Engineer,(EAP) PWRD,Assam",Internal,,Priyanka Chakravarty,20-Jul-2026 02:57 PM,finsummary_81856.pdf (80.36 KB),20-Jul-2026,"INR 27,455,758",540.0,Priyanka Chakravarty,20-Jul-2026 03:00 PM,WOBiswa33.pdf (80.00 KB),"Chief Engineer,(EAP) PWRD,Assam",Internal,,Priyanka Chakravarty,12-May-2026 11:33 AM,12-May-2026 03:00 PM,techsummary_81856.pdf (107.11 KB),1.0,301751.0,Manoj Kr. Borah,INR,"27,455,758",Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||PWD (R) - ARRBP,2026_PWRDW_51562_3,Ecf No. 716719/23,Construction of Bridge in Biswanath district i) Br. No. 2/2 on Jaranigaon to kakila Road,AOC
,,,,,,,,,,.pdf,ESMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,301858.0,M/s A.G. Construction,19-Mar-2026 11:49 AM,Rejected-Finance,Rejected as L2,20-Jul-2026 02:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Tender Fees and EMD Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,LOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,LOF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
