Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Stage
RupjitNath,Internal,,Rubul Deka,11-Mar-2026 03:19 PM,11-Mar-2026 03:20 PM,techsummary_79882.pdf (326.70 KB),"Executive Engineer, PWRD, BSPTRD",Internal,,Rubul Deka,17-Jul-2026 09:42 PM,finsummary_79882.pdf (130.54 KB),Technical,TECHNICALLYQUALIFIED,Rubul Deka,11-Mar-2026 03:10 PM,,1.0,295112.0,JINTU DAS,INR,"1,975,002.21",Finance,Bids were opened,Rubul Deka,17-Jul-2026 09:35 PM,,BOQ Comparative Chart,1,295112,JINTU DAS,28-Jan-2026 01:48 PM,Accepted-AOC,Lowest (L1) responsive bidder.,17-Jul-2026 09:46 PM,17-Jul-2026,"INR 1,975,002.21",90.0,Rubul Deka,17-Jul-2026 09:45 PM,letterofaward.pdf (18.00 KB),Public Works Roads Department,2026_PWD_50168_1,BSPTRD/TECH/PDNA/168/2025-26,BSPTRD/PDNA/2025-26/1,AOC,"50,000",Yes,fixed,,Nil,Nil,BSPTRD/PDNA/2025-26/1,Recovery and Reconstruction of Barpeta Road Station Feeder Road under NDRF (PDNA-2022) for the year 2025-26.,Please refer Tender documents. ,NA ,"25,00,000",Civil Works – Roads,NA ,Tender,180.0,90.0,Barpeta Road,781315.0,NA ,NA ,NA ,O/o the E.E. PWD B S P TRD,No ,No,1.0,Fee/PreQual/Technical,.pdf,BID COST and BID SECURITY,E.E. PWD B S P TRD,O/o the E.E. PWD B S P TRD,500.0,Nil,Nil,No,13-Jan-2026 10:00 AM,02-Feb-2026 02:00 PM,13-Jan-2026 10:00 AM,28-Jan-2026 02:00 PM,13-Jan-2026 10:00 AM ,28-Jan-2026 02:00 PM ,13-Jan-2026 10:00 AM,28-Jan-2026 02:00 PM,11-Mar-2026 03:20 PM,Public Works Roads Department,BSPTRD/TECH/PDNA/168/2025-26,2026_PWD_50168_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Corrigendum,Other,,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,294886,Nayanjyoti Talukdar,26-Jan-2026 01:18 AM,Rejected-Finance,Higher financial quote than the L1 bidder,17-Jul-2026 09:42 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,295277,Prasanta Bayan,28-Jan-2026 03:13 AM,Rejected-Finance,Higher financial quote than the L1 bidder,17-Jul-2026 09:42 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,294657,Ranjit Chandra Saha,27-Jan-2026 10:33 PM,Rejected-Finance,Higher financial quote than the L1 bidder,17-Jul-2026 09:42 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,294896,SKYWAY INFRASTRUCTURE,27-Jan-2026 08:37 PM,Rejected-Finance,Higher financial quote than the L1 bidder,17-Jul-2026 09:42 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,294652,SOFIQUL ISLAM,27-Jan-2026 07:58 PM,Rejected-Finance,Higher financial quote than the L1 bidder,17-Jul-2026 09:42 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
