S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,286272.0,Jyoti Constro Commercials,22-Nov-2025 09:32 AM,Rejected-AOC,Not awarded,09-Jul-2026 01:35 PM,Technical,Summary,ABIDUR RAHMAN,26-Nov-2025 06:26 PM,technical_77126.pdf,Finance,Summary,Chandana Basumatary,05-Dec-2025 02:20 PM,finance_77126.pdf,BOQ Comparative Chart,09-Jul-2026,"INR 44,795,294",545.0,ABIDUR RAHMAN,09-Jul-2026 01:35 PM,Mahabaala.pdf (808.00 KB),Chief Engineer,Internal,,ABIDUR RAHMAN,09-Jul-2026 01:31 PM,finsummary_77126.pdf (808.50 KB),CE PWD(Bldg),Internal,,ABIDUR RAHMAN,05-Dec-2025 02:00 PM,05-Dec-2025 02:05 PM,techsummary_77126.pdf (1031.03 KB),1.0,287213.0,M/S MAHAABALA CONSTRUCTION PVT. LTD.,INR,"44,795,294",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_48518_4,Tech-IV(H_E)/RIDF XXXI/01/2025/30 Dated Guwahati the 22nd Oct 2025,Construction of 100 Secondary Schools in 35 Districts of Assam under RIDF-XXXI (2025-26) for Garmari Anchalik HS School under Morigaon DTBD Package 30,AOC,Construction of 100 Secondary Schools in 35 Districts of Assam under RIDF-XXXI (2025-26) for Garmari Anchalik HS School under Morigaon DTBD Package 30,Construction of 100 Secondary Schools in 35 Districts of Assam under RIDF-XXXI (2025-26) for Garmari Anchalik HS School under Morigaon DTBD Package 30,Please refer Tender documents. ,NA ,"4,11,50,853",Civil Works - Building,NA ,Tender,180.0,545.0,Morigaon,782105.0,"O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3 ","O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3 ",12-Nov-2025 11:00 AM ,"O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3",No ,No,"8,500",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,Tech-IV(H_E)/RIDF XXXI/01/2025/30 Dated Guwahati the 22nd Oct 2025,2025_PWBNH_48518_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"8,23,017",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3","O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3",11-Nov-2025 06:55 PM,26-Nov-2025 04:00 PM,11-Nov-2025 06:55 PM,26-Nov-2025 03:00 PM,NA ,NA ,11-Nov-2025 06:55 PM,26-Nov-2025 03:00 PM,05-Dec-2025 02:05 PM,AOC
2.0,287213.0,M/S MAHAABALA CONSTRUCTION PVT. LTD.,25-Nov-2025 06:16 PM,Accepted-AOC,Awarded,09-Jul-2026 01:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
