Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
18-Feb-2026 09:00 AM,27-Mar-2026 02:00 PM,18-Feb-2026 10:00 AM,26-Mar-2026 12:00 PM,18-Feb-2026 11:00 AM ,28-Feb-2026 09:00 AM ,13-Mar-2026 09:00 AM,26-Mar-2026 12:00 PM,07-May-2026 12:00 PM,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.rar,Technical Documents,1.0,Time Extension - I,Date,,"Turnkey Construction of 01 (one) no. of 33kV Feeder Bay for Bongaigaon Medical College at 132kV Dhaligaon GSS, AEGCL.","Turnkey Construction of 01 (one) no. of 33kV Feeder Bay for Bongaigaon Medical College at 132kV Dhaligaon GSS, AEGCL.",Please refer Tender documents. ,NA ,,Electrical Works,NA ,Tender,180.0,365.0,132kV Dhaligaon GSS,783385.0,NA ,NA ,NA ,AEGCL HQ Bijulee Bhawan,No ,No,"2,56,000",Yes,fixed,,Nil,Nil,CGM (PPnD),"O/p the MD, AEGCL, First Floor, Paltan Bazar, Ghy-01","1,000",Nil,Nil,No,Assam Electricity Grid Corporation Ltd||CGM (T and T),AEGCL/MD/Tech-1209/33kV Bongaigaon Medical College/BID,2026_AEGCL_51272_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,AOC,Assam Electricity Grid Corporation Ltd||CGM (T and T),2026_AEGCL_51272_1,AEGCL/MD/Tech-1209/33kV Bongaigaon Medical College/BID,"Turnkey Construction of 01 (one) no. of 33kV Feeder Bay for Bongaigaon Medical College at 132kV Dhaligaon GSS, AEGCL.",1.0,302339.0,P & S CONSTRUCTION,INR,"14,383,300",CGM PPnD,Internal,,Sumi Phukan,06-May-2026 09:01 PM,07-May-2026 12:00 PM,techsummary_81476.pdf (774.91 KB),CGM PPnD,Internal,,Sumi Phukan,03-Jul-2026 11:43 AM,finsummary_81476.pdf (489.22 KB),03-Jul-2026,"INR 14,383,300",365.0,Sumi Phukan,03-Jul-2026 11:47 AM,LOI.pdf (261.00 KB),CONTRACT VALUE INCLUDING GST,Finance,PRICE BID OPENED,Sumi Phukan,07-May-2026 12:06 PM,,BOQ Comparative Chart,Technical,Techno-commercial bid opened,Sumi Phukan,27-Mar-2026 02:42 PM,,1.0,301257.0,BRAHMAPUTRA RIVER VALLEY TRADING PVT. LTD.,13-Mar-2026 06:22 PM,Rejected-Finance,L2 BIDDER,03-Jul-2026 11:43 AM,AOC
,,,,,,,,,,,,,.rar,Financial Documents,2.0,Corrigendum I,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,301437.0,Krishna Urja Construction LLP,16-Mar-2026 11:55 AM,Rejected-Technical,Techno-commercially non-responsive,06-May-2026 09:01 PM,AOC
,,,,,,,,,,,,,.rar,Type Test Reports and Performance Certificates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,302339.0,P & S CONSTRUCTION,25-Mar-2026 09:12 PM,Accepted-AOC,L1 BIDDER,03-Jul-2026 11:48 AM,AOC
,,,,,,,,,,,,,.rar,MA and GTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.rar,"EMD, LOTB, POA and JV Agreement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.rar,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,2.0,Finance,.xls,BOQ or Price Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
