S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
1.0,301706.0,DHANUKA CONSTRUCTION,INR,"26,316,300",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2026_PWBNH_51915_1,"Tech-I(H_E)/06/2026/5 Dated Guwahati the 10th March, 2026","Construction of Boundary Walls at Govt. Model Degree College at Deithor, Karbi Anglong",Chief Engineer,Internal,,ABIDUR RAHMAN,08-May-2026 02:13 PM,08-May-2026 04:00 PM,techsummary_82266.pdf (1681.64 KB),Chief Engineer,Internal,,Subrata Bora,10-Jul-2026 01:16 PM,finsummary_82266.pdf (687.49 KB),10-Jul-2026,"INR 26,316,300",240.0,Subrata Bora,10-Jul-2026 01:23 PM,DhanukaConstructionDeithorMDC.pdf (687.00 KB),Finance,financial bid opened,Subrata Bora,14-May-2026 02:44 PM,finance_82266.pdf,BOQ Comparative Chart,1,301706,DHANUKA CONSTRUCTION,23-Mar-2026 01:55 PM,Accepted-AOC,Awarded,10-Jul-2026 01:23 PM,Technical,Summary,ABIDUR RAHMAN,23-Mar-2026 05:48 PM,technical_82266.pdf,AOC,"CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3","O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3",1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,"Construction of Boundary Walls at Govt. Model Degree College at Deithor, Karbi Anglong","Construction of Boundary Walls at Govt. Model Degree College at Deithor, Karbi Anglong",Please refer Tender documents. ,NA ,"2,97,36,000",Civil Works - Building,NA ,Tender,180.0,240.0,Deithor,782480.0,"O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3 ","O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3 ",16-Mar-2026 11:30 AM ,"O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3",No ,No,12-Mar-2026 03:30 PM,23-Mar-2026 03:30 PM,12-Mar-2026 03:30 PM,23-Mar-2026 02:00 PM,NA ,NA ,12-Mar-2026 03:30 PM,23-Mar-2026 02:00 PM,08-May-2026 04:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"Tech-I(H_E)/06/2026/5 Dated Guwahati the 10th March, 2026",2026_PWBNH_51915_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"5,94,720",Yes,percentage,2.0%,Nil,Nil,"6,000",Nil,Nil,No,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,301921,JOHN MILLIK,23-Mar-2026 01:31 PM,Rejected-AOC,Not Awarded,10-Jul-2026 01:23 PM,,,,,,AOC,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,301949,KHAGENDRA NATH SARKAR,20-Mar-2026 01:57 PM,Rejected-AOC,Not Awarded,10-Jul-2026 01:23 PM,,,,,,AOC,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,302071,M/S S N ENTERPRISES,23-Mar-2026 01:13 PM,Rejected-AOC,Not Awarded,10-Jul-2026 01:23 PM,,,,,,AOC,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,301948,SHRI PRADIP KAR,20-Mar-2026 01:13 PM,Rejected-AOC,Not Awarded,10-Jul-2026 01:23 PM,,,,,,AOC,,,,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
