Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
700.0,Nil,Nil,No,Director of Soil Conservation,"O/o The DSC, Bhumi sangrakshan bhanvan, RGB Road, Guwahati -05","69,669",Yes,percentage,2.0%,Nil,Nil,29-Jan-2026 11:15 AM,19-Feb-2026 03:00 PM,02-Feb-2026 09:00 AM,19-Feb-2026 02:00 PM,NA ,NA ,07-Feb-2026 09:00 AM,19-Feb-2026 02:00 PM,14-May-2026 01:35 PM,1.0,SBI Bank,Soil Conservation Department||Director - SCD,Tender/NIT/Pt-I/2025-26/7502,2026_SCD_50603_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Bid Document Downloaded from the portal,Gully Control cum Water Harvesting Project at Jabrangpara under RIDF-XXXI,Gully Control cum Water Harvesting Project at Jabrangpara under RIDF-XXXI,Please refer Tender documents. ,NA ,"34,83,457",Civil Works,NA ,Tender,180.0,120.0,Baksa Soil Conservation Division,781372.0,"O/o The DSC, Assam ","Bhumi sangrakshan bhanvan, RGB Road, Guwahati -05  ",06-Feb-2026 12:00 PM ,"O/o The DSC, Assam",No ,No,AOC,1.0,298737.0,MRIDUL BAISHYA,INR,"2,751,931",Technical,Technical Bid is opened.,Chandan Ranjan Das,19-Feb-2026 04:40 PM,,Director of Soil Conservation,Internal,,Chandan Ranjan Das,22-Jun-2026 08:23 PM,finsummary_80541.pdf (1968.47 KB),Director of Soil Conservation,Internal,,Syed Arfad Hussain,14-May-2026 01:30 PM,14-May-2026 01:35 PM,techsummary_80541.pdf (1669.99 KB),1,298694,BIMAL ENTERPRISE,19-Feb-2026 07:32 AM,Rejected-Finance,Refer to Financial minutes.,22-Jun-2026 08:23 PM,Finance,Financial Bid is Opened.,Chandan Ranjan Das,14-May-2026 02:25 PM,,BOQ Comparative Chart,Soil Conservation Department||Director - SCD,2026_SCD_50603_1,Tender/NIT/Pt-I/2025-26/7502,Gully Control cum Water Harvesting Project at Jabrangpara under RIDF-XXXI,30-Jun-2026,"INR 2,751,931",120.0,Syed Arfad Hussain,04-Jul-2026 12:52 PM,Jabrangpara.pdf (4457.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Documents,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2,298616,JAYANTA KUMAR DAS,18-Feb-2026 09:14 PM,Rejected-Finance,Refer to Financial minutes.,22-Jun-2026 08:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,3,298447,Jyotirmoy Kalita,17-Feb-2026 03:16 PM,Rejected-Technical,Not Admitted. Refer to Technical minutes.,14-May-2026 01:30 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,4,298634,MD. FAIZUDDIN AHMED,18-Feb-2026 04:24 PM,Rejected-Finance,Refer to Financial minutes.,22-Jun-2026 08:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,5,298737,MRIDUL BAISHYA,19-Feb-2026 01:43 PM,Accepted-AOC,Awarded,04-Jul-2026 12:52 PM,,,,,,,,,,,,,,,,,AOC
