Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||PWD (R) - ARRBP,CE/EAP/ARRBP/BR/Z4/2025/T06,2026_PWRDW_51593_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Fee and EMD Fee Receipt,"4,000",Nil,Nil,No,Chief Engineer EAP PWRD,"O/O The Chief Engineer (EAP),PWRD,Fatashil Ambari-781025","Karbi Anglong20/Construction of Bridge in Karbi Anglong District,Br No 1/1 on DS road to Bheta Gaon","Karbi Anglong20/Construction of Bridge in Karbi Anglong District,Br No 1/1 on DS road to Bheta Gaon",Pls refer tender documents ,NA ,"2,17,52,000",Civil Works - Bridges,NA ,Tender,90.0,720.0,Karbi Anglong District,782486.0,"O/O The Chief Engineer (EAP),PWRD ","O/O The Chief Engineer (EAP),PWRD,Fatashil Ambari-781025 ",09-Mar-2026 11:00 AM ,"O/O The Chief Engineer (EAP),PWRD",No ,No,"4,35,040",Yes,fixed,,Nil,Nil,1.0,SBI Bank,02-Mar-2026 09:00 AM,30-Mar-2026 02:30 PM,02-Mar-2026 09:00 AM,30-Mar-2026 02:00 PM,02-Mar-2026 09:00 AM ,09-Mar-2026 11:00 AM ,02-Mar-2026 09:00 AM,30-Mar-2026 02:00 PM,22-Apr-2026 03:30 PM,AOC,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||PWD (R) - ARRBP,2026_PWRDW_51593_2,CE/EAP/ARRBP/BR/Z4/2025/T06,"Karbi Anglong20/Construction of Bridge in Karbi Anglong District,Br No 1/1 on DS road to Bheta Gaon",1.0,302611.0,BIPUL CHETIA,INR,"19,533,296",Chief Engineer,Internal,,Rajiv Borgohain,22-Apr-2026 02:38 PM,22-Apr-2026 03:30 PM,techsummary_81886.pdf (231.47 KB),31-Jul-2026,"INR 19,533,296",720.0,DIPAK KR. NATH,31-Jul-2026 04:44 PM,WOKA20.pdf (280.00 KB),Chief Engineer EAP,Internal,,DIPAK KR. NATH,30-Jul-2026 11:44 AM,finsummary_81886.pdf (322.95 KB),Technical,Technical Bid has been opened,Rajiv Borgohain,22-Apr-2026 02:32 PM,,1,302621,Bani Kanta Gogoi,29-Mar-2026 10:22 PM,Rejected-Finance,L6 BIDDER,30-Jul-2026 11:44 AM,Finance,admitted,DIPAK KR. NATH,29-Jul-2026 05:10 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,302611,BIPUL CHETIA,30-Mar-2026 01:39 PM,Accepted-AOC,WORK ORDER AWARDED,31-Jul-2026 04:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,302619,JINTU DUTTA,30-Mar-2026 01:44 PM,Rejected-Finance,L4 BIDDER,30-Jul-2026 11:44 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Letter of Bid (Technical),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,302612,RANJIT BORGOHAIN,30-Mar-2026 01:19 PM,Rejected-Finance,L2 BIDDER,30-Jul-2026 11:44 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,ESMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,302545,Sri Girin Chutia,30-Mar-2026 11:33 AM,Rejected-Finance,L3 BIDDER,30-Jul-2026 11:44 AM,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,302497,Sri Manoj Pareek,30-Mar-2026 12:00 PM,Rejected-Finance,L7 BIDDER,30-Jul-2026 11:44 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Letter of Bid (Financial),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,302512,Sri Swarmal Agarwalla,30-Mar-2026 01:40 PM,Rejected-Finance,L5 BIDDER,30-Jul-2026 11:44 AM,,,,,,,AOC
